"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","MARK RONSON","Uptown Funk f/Bruno Mars",19377,"+1144",1217,"+1139",125.545,"+5.326",103,1,1,19377,3126,125.545
"2",2,"=","ED SHEERAN","Thinking Out Loud",18104,"+1173",1579,"+1118",109.758,"+4.709",76,3,2,18104,3319,109.758
"3",3,"=","HOZIER","Take Me To Church",14217,"+469",-229,"+528",84.251,"+2.159",131,9,2,14683,2004,91.149
"4",4,"=","MEGHAN TRAINOR","Lips Are Movin",13559,"+509",79,"+553",69.475,"+1.283",124,18,4,13569,1988,75.882
"5",5,"=","TAYLOR SWIFT","Style",12915,"+1145",3111,"+811",88.713,"+5.507",47,7,5,12915,3111,88.713
"6",6,"=","PITBULL","Time Of Our Lives f/Ne-Yo",12401,"+1001",2533,"+871",76.729,"+7.129",85,12,6,12401,2533,76.729
"7",7,"=","TAYLOR SWIFT","Blank Space",11592,"+404",-620,"+537",85.05,"+1.009",116,13,1,18014,3248,118.647
"8",8,"=","MAROON 5","Sugar",10677,"+860",2052,"+655",71.169,"+5.410",41,5,8,10677,2223,71.169
"9",9,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",10299,"+606",1131,"+493",67.967,"+4.732",111,29,8,10299,1413,67.967
"10",10,"=","RIHANNA/KANYE WEST/P MCCARTNEY","FourFiveSeconds",9053,"+711",2239,"+502",55.609,"+2.876",27,4,10,9053,3932,55.609
"11",11,"=","ELLA HENDERSON","Ghost",8217,"+344",658,"+331",40.362,"+0.659",163,19,11,8217,1207,40.362
"12",12,"=","FALL OUT BOY","Centuries",7787,"+225",359,"+201",42.142,"+1.590",157,17,12,7787,756,42.142
"13",13,"=","SAM SMITH","I'm Not The Only One",7670,"+220",-1575,"+569",44.707,"+1.630",149,25,4,14636,2111,89.299
"14",14,"=","ELLIE GOULDING","Love Me Like You Do",7101,"+623",1665,"+508",41.628,"+2.913",42,2,14,7101,1665,41.628
"15",15,"=","CALVIN HARRIS","Outside f/Ellie Goulding",6929,"+476",1033,"+300",45.111,"+4.145",63,37,14,6929,1280,45.111
"16",16,"+2","USHER","I Don't Mind f/Juicy J",5368,"+380",855,"+351",30.302,"+0.208",76,24,16,5368,855,30.302
"17",17,"=","ARIANA GRANDE & THE WEEKND","Love Me Harder",5366,"+252",-658,"+386",32.366,"+0.843",137,74,3,15619,1751,93.102
"18",18,"-2","ONE DIRECTION","Night Changes",5362,"+204",470,"+163",25.505,"+0.314",98,52,16,5362,1221,25.505
"19",19,"=","NE-YO","She Knows f/Juicy J",4451,"+338",1028,"+250",22.382,"+0.740",55,27,19,4451,1028,22.382
"20",20,"=","NICK JONAS","Chains",4266,"+372",1098,"+243",25.222,"+3.069",41,23,20,4266,1098,25.222
"21",21,"+1","NATALIE LA ROSE","Somebody f/Jeremih",4102,"+387",1062,"+253",26.935,"+2.796",48,14,21,4102,1062,26.935
"22",22,"-1","KELLY CLARKSON","Heartbeat Song",3944,"+121",504,"+19",16.77,"+0.648",38,36,20,3944,1093,16.77
"23",23,"=","SELENA GOMEZ","The Heart Wants What It Wants",3641,"+108",-1451,"+411",22.174,"+0.341",107,60,7,10523,2058,67.628
"24",24,"+1","ARIANA GRANDE","One Last Time",3406,"+450",1955,"+252",19.916,"+3.496",14,50,24,3406,1955,19.916
"25",25,"-1","PRINCE ROYCE","Stuck On A Feeling f/Snoop...",3336,"+22",-1518,"+305",14.076,"-0.608",79,70,16,5829,1306,31.259
"26",26,"+1","VANCE JOY","Riptide",2997,"+176",404,"+137",14.544,"+0.264",116,32,26,2997,404,14.544
"27",27,"-1","ONEREPUBLIC","I Lived",2843,"-112",-1447,"+99",10.751,"-0.673",99,46,17,5193,1083,23.7
"28",28,"=","TOVE LO","Talking Body",2331,"+248",504,"+205",14.601,"+2.963",37,55,28,2331,504,14.601
"29",29,"=","TORI KELLY","Nobody Love",2209,"+233",1090,"+14",13.468,"+1.192",11,177,29,2209,1398,13.468
