"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BRUNO MARS","Locked Out Of Hea...",15399,12,-87,-15,116.739,0.196,94,"2",1,15628,2790,120.877
2,"=","RIHANNA","Diamonds",12419,-89,-593,-105,89.29,-0.999,99,"10",2,13317,2812,96.67
3,"=","LUMINEERS","Ho Hey",11958,38,-35,-47,89.986,-0.162,109,"4",3,12153,1921,93.601
4,"=","FLO RIDA","I Cry",10629,-1,-145,-24,75.004,0.244,110,"12",4,10865,1268,77.755
5,"=","JUSTIN BIEBER","Beauty And A Beat...",9747,53,471,-53,71.506,0.521,77,"8",5,9747,1998,71.768
6,"=","TAYLOR SWIFT","I Knew You Were T...",9325,123,368,-34,68,0.408,45,"1",6,9325,2452,69.382
7,"+1","NE-YO","Let Me Love You",9024,-21,-479,90,62.029,-0.154,147,"46",4,12234,1345,90.373
8,"-1","KE$HA","Die Young",8969,-121,-646,-1,70.698,-0.041,100,"17",1,15607,3842,121.911
9,"=","MAROON 5","One More Night",8956,8,-135,59,66.515,-0.092,169,"16",1,15401,1593,119.954
10,"=","PHILLIP PHILLIPS","Home",8464,-122,-408,-139,53.971,-0.461,176,"7",8,9023,1033,59.098
11,"=","PINK","Try",8041,48,40,-23,51.355,0.35,67,"13",11,8121,1515,52.933
12,"=","ED SHEERAN","The A Team",7912,-9,149,-52,52.833,-0.276,137,"23",12,7933,1183,56.912
13,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",7641,13,76,-36,58.475,0.866,116,"11",13,7641,1312,59.478
14,"=","FUN.","Some Nights",6794,28,-5,109,47.267,0.128,207,"14",2,13297,1295,93.147
15,"=","WILL.I.AM & BRITN...","Scream And Shout",5305,21,271,-82,40.271,0.509,39,"3",15,5305,1543,40.271
16,"=","PITBULL","Don't Stop The Pa...",5278,45,369,-80,34.479,0.36,88,"9",15,5278,599,34.479
17,"=","ALICIA KEYS","Girl On Fire",5238,38,309,-46,40.514,0.463,72,"21/39",15,5238,1171,40.514
18,"=","ONE DIRECTION","Little Things",4548,28,89,-49,26.638,0.01,46,"44",18,4550,1166,27.461
19,"+1","MAROON 5","Daylight",4516,57,114,52,26.559,0.186,41,"30",18,4566,1101,27.406
20,"-1","CALVIN HARRIS","Sweet Nothing f/F...",4498,19,22,-2,35.751,0.34,49,"28",18,4532,875,36.476
21,"=","KELLY CLARKSON","Catch My Breath",4073,39,136,-33,25.412,0.519,69,"26",18,4073,767,25.412
22,"+1","IMAGINE DRAGONS","It's Time",3821,46,114,45,25.102,0.354,102,"20",22,3821,833,26.274
23,"-1","THE SCRIPT","Hall Of Fame f/wi...",3818,-19,-93,-36,20.117,0.114,109,"24",18,3937,493,20.971
24,"=","TAYLOR SWIFT","We Are Never Ever...",3554,5,234,21,20.311,-0.095,142,"18",2,13523,4592,90.881
25,"=","NICKI MINAJ","Va Va Voom",2925,-82,-528,10,20.432,-0.575,76,"54",12,6322,1566,45.452
