"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
20,"-2","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",3521,-140,-328,-120,17.831,-0.816,55,18,3879,864,21.943
21,"-2","RIHANNA California King Bed",3519,-9,298,-59,14.597,-0.122,52,19,3528,616,14.846
22,"+1","TAYLOR SWIFT The Story Of Us",3175,-39,-115,-46,15.371,-0.344,57,21,3295,587,17.303
23,"+1","BEYONCE Best Thing I Never Had",3149,75,558,-10,16.369,0.459,29,23,3149,856,16.369
24,"-2","WIZ KHALIFA Roll Up",3102,-227,-1354,-84,14.654,-0.876,57,14,5043,725,26.478
25,"=","MARTIN SOLVEIG & DRAGONETTE Hello",2821,-128,-816,-73,20.382,-0.347,57,18,4031,605,23.761
26,"+1","TINIE TEMPAH Written In The Stars",2744,-48,-484,46,17.156,-0.232,57,7,8819,756,54.175
27,"-1","SELENA GOMEZ & THE SCENE Who Says",2744,-164,-1434,-33,11.284,-0.784,57,17,4559,707,27.282
28,"+1","CHRIS BROWN She Ain't You",2450,64,601,-16,12.705,0.274,46,28,2450,635,12.705
29,"-1","MAROON 5 Never Gonna Leave This Bed",2433,2,168,-49,10.161,-0.079,57,28,2433,312,10.24
30,"+1","LIL WAYNE How To Love",2342,149,694,88,13.253,1.003,32,30,2342,694,13.253
31,"-1","JEREMIH Down On Me f/50 Cent",2221,-27,-376,56,14.863,-0.221,57,10,8052,153,44.2
32,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",1890,78,398,52,10.066,0.398,32,32,1890,502,10.066
33,"=","AVRIL LAVIGNE Smile",1390,29,165,6,4.928,0.151,39,33,1390,226,4.928
34,"=","T-PAIN Best Love Song f/Chris Brown",1334,-20,-4,-27,7.143,-0.044,55,33,1369,260,7.187
35,"=","IYAZ Pretty Girls",1167,37,215,24,4.251,0.138,32,35,1167,271,4.251
36,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",1075,34,185,-3,4.583,0.201,23,36,1075,257,4.583
37,"+2","BAD MEETS EVIL Lighters f/Bruno Mars",1052,107,535,45,5.355,0.526,11,37,1052,535,5.355
38,"-1","CEE LO GREEN Bright Lights Bigger City",1034,4,105,0,3.349,0.028,38,37,1034,170,3.418
39,"-1","NEW BOYZ Back Seat f/Cataracs & Dev",971,-25,-195,39,6.268,-0.132,57,17,4096,331,21.342
40,"=","CHRIS BROWN Look At Me Now",912,8,-64,16,7.197,0.242,57,28,1861,229,12.746
41,"=","COLDPLAY Every Teardrop Is A Waterfall",907,35,244,-20,4.171,-0.001,12,41,907,446,4.172
42,"=","BIG SEAN My Last f/Chris Brown",849,5,83,-9,4.011,0.03,32,40,849,169,4.039
43,"=","ALL TIME LOW I Feel Like Dancin�",806,14,11,8,2.103,0.002,18,41,806,294,2.313
44,"+1","BLACK EYED PEAS Don't Stop The Party",727,58,492,18,2.671,0.23,5,44,727,492,2.671
45,"-1","AFROJACK Take Over Control f/Eva Simons",723,16,209,-11,7.522,0.103,17,44,723,234,7.522
46,"=","ANDY GRAMMER Keep Your Head Up",672,34,270,8,2.225,0.139,11,45,672,270,2.225
47,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",596,44,218,23,2.623,0.186,8,47,596,218,2.623
48,"=","TRAIN Save Me San Francisco",534,-4,-7,-11,1.995,-0.011,37,44,551,92,2.155
49,"=","CODY SIMPSON On My Mind",481,17,88,15,1.393,0.022,18,47,481,89,1.393
50,"=","KELLY ROWLAND Motivation f/Lil Wayne",471,37,166,20,1.913,0.121,2,50,471,166,1.913
