"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",13771,28,266,-21,93.535,-0.167,57,1,13771,1811,93.702
2,"=","ADELE Rolling In The Deep",12549,-125,-760,-45,86.73,-0.493,57,1,14295,2273,96.15
3,"+1","LMFAO Party Rock Anthem",11464,202,1317,12,75.837,1.515,57,3,11464,1859,75.837
4,"-1","LADY GAGA The Edge Of Glory",11309,-12,357,-176,66.456,0.022,57,3,11321,2193,66.456
5,"=","KATY PERRY Last Friday Night (T.G.I.F.)",9753,304,1844,-6,63.424,1.556,40,5,9753,2124,63.424
6,"=","LUPE FIASCO The Show Goes On",8759,-6,166,-66,50.731,-0.114,57,6,8765,1043,53.459
7,"=","KATY PERRY E.T.",7847,-120,-1531,87,55.853,-0.95,57,1,14624,0,96.745
8,"=","BLACK EYED PEAS Just Can't Get Enough",7696,-107,-1266,28,56.883,-0.41,57,2,13366,715,84.474
9,"=","BRUNO MARS Lazy Song",7280,-154,-1447,160,35.673,-0.676,57,3,11422,1054,61.587
10,"=","NICKI MINAJ Super Bass",7212,97,897,-61,44.511,0.845,57,10,7212,1188,44.511
11,"=","JASON DERULO Don't Wanna Go Home",7008,21,183,-25,36.825,-0.148,55,10,7008,1463,37.039
12,"=","ONEREPUBLIC Good Life",6931,114,812,-23,40.793,0.352,57,12,6931,898,40.793
13,"=","HOT CHELLE RAE Tonight Tonight",6658,63,394,8,34.974,0.223,57,12,6658,838,34.974
14,"=","BRITNEY SPEARS Till The World Ends",5768,-94,-710,60,38.744,-0.691,57,3,11896,966,75.819
15,"+1","BRITNEY SPEARS I Wanna Go",4593,141,1286,-100,31.902,0.613,23,15,4593,1768,31.902
16,"-1","JENNIFER LOPEZ F/PITBULL On The Floor",4507,-67,-550,74,32.353,-0.269,57,5,10169,668,65.118
17,"=","NICOLE SCHERZINGER Right There",3974,30,309,-65,20.064,0.164,41,17,3974,720,20.064
18,"+2","THE BAND PERRY If I Die Young",3594,69,425,29,18.377,0.407,57,18,3594,655,18.377
19,"+2","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",3550,109,378,98,17.332,0.574,57,19,3550,525,17.332
