"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TAYLOR SWIFT","Wildest Dreams",18170,-211,-590,-169,108.869,-0.521,70,"19",1,18848,3531,112.715
2,"=","SHAWN MENDES","Stitches",17590,74,577,-50,105.536,-0.099,167,"13",2,17590,2130,105.635
3,"=","THE WEEKND","The Hills",16394,-277,-936,-220,101.227,-0.587,95,"25",2,17451,2705,105.256
4,"=","JUSTIN BIEBER","What Do You Mean?",15487,-412,-1980,-219,95.813,-2.657,69,"17",1,18691,5900,114.523
5,"=","DRAKE","Hotline Bling",12697,387,2105,164,75.504,1.602,52,"5",5,12697,2189,75.504
6,"+1","ELLIE GOULDING","On My Mind",10275,234,839,88,57.548,1.062,49,"26",6,10275,3457,57.548
7,"-1","ONE DIRECTION","Drag Me Down",10141,-169,-259,-200,50.973,-1.11,97,"46",5,10402,3358,53.211
8,"=","X AMBASSADORS","Renegades",9646,78,314,21,48.628,0.215,87,"33",8,9646,1573,48.628
9,"+1","ELLE KING","Ex's and Oh's",9527,282,1375,186,56.819,1.57,83,"12",9,9527,1375,56.819
10,"-1","ALESSIA CARA","Here",9489,197,1301,14,56.003,1.538,109,"20",9,9489,1301,56.003
11,"=","SELENA GOMEZ","Same Old Love",9039,264,1325,35,51.771,1.437,51,"22",11,9039,1534,51.771
12,"=","R. CITY","Locked Away f/Adam Levine",8180,-266,-1677,95,50.476,-0.812,118,"32",1,17400,2155,103.625
13,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",7513,-195,-1474,2,53.663,-0.363,136,"86",1,18426,4663,107.401
14,"+1","CALVIN HARRIS + DISCIPLES","How Deep Is Your Love",7320,-60,71,-80,47.522,-0.656,102,"59",14,7390,1033,48.997
15,"+2","ADELE","Hello",7306,679,3444,-84,47.823,3.05,13,"1",15,7306,4698,47.823
16,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",7046,127,1179,-51,36.34,1.013,129,"11",16,7046,1248,36.34
17,"-3","MACKLEMORE & RYAN LEWIS","Downtown",6975,-472,-1666,-424,29.402,-2.541,70,"30/93",8,8714,3957,42.27
18,"=","DEMI LOVATO","Confident",6526,106,970,-39,33.783,0.498,35,"39",17,6526,1761,33.783
19,"=","JUSTIN BIEBER","Sorry",6005,297,2103,-416,36.801,1.237,14,"4",19,6005,3902,36.801
20,"=","RUDIMENTAL","Lay It All On Me f/Ed Sheeran",5144,116,532,53,24.96,0.381,36,"70",19,5144,1343,24.96
21,"+1","ARIANA GRANDE","Focus",4400,758,4400,758,33.062,4.561,6,"16",21,4400,4400,33.062
22,"-1","FETTY WAP","679 f/Remy Boyz...",3831,66,616,-57,21.475,0.092,60,"29",21,3831,769,21.475
23,"=","DAYA","Hide Away",3635,26,340,-36,12.181,0.295,81,"50",22,3635,393,12.181
24,"=","CONRAD SEWELL","Hold Me Up",2999,-28,-2,-15,16.227,-0.459,37,"369",24,3027,1607,17.024
25,"+2","5 SECONDS OF SUMMER","Hey Everybody!",2764,81,568,31,10.467,0.118,25,"437",25,2764,1074,10.467
26,"-1","DEMI LOVATO","Cool For The Summer",2682,-115,-710,-26,17.027,-0.387,127,"175",2,14976,4704,81.953
27,"+2","ONE DIRECTION","Perfect",2649,134,744,14,11.18,0.236,18,"35",27,2649,1185,11.18
28,"=","JESS GLYNNE","Hold My Hand",2584,-35,59,-70,11.245,-0.065,118,"88",25,2619,276,12.036
29,"+1","DNCE","Cake By The Ocean",2509,32,400,9,10.533,-0.006,36,"129",29,2509,578,10.632
30,"-4","HAILEE STEINFELD","Love Myself",2424,-343,-3522,61,12.046,-1.248,86,"81",13,7032,2308,35.026
31,"=","NICK JONAS","Levels",2199,-99,-2063,383,8.954,-0.379,74,"79",13,6960,1791,33.449
32,"=","AUDIEN","Something Better f/Lady A.",1994,-10,55,-18,7.217,-0.002,48,"133",31,2016,402,7.221
33,"=","THE CHAINSMOKERS","Roses f/Rozes",1704,7,168,-16,7.254,-0.101,39,"61",33,1704,320,7.355
34,"+1","NICO & VINZ","That's How You Know f/B. Rexha",1372,9,51,-3,3.094,-0.01,78,"334",34,1372,160,3.204
35,"-1","MAJOR LAZER","Powerful f/Ellie Goulding",1335,-48,-1451,363,4.386,-0.282,61,"177",21,5008,1101,23.32
36,"=","NICKY JAM","El Perdon",1294,-69,-469,-12,13.044,-0.411,71,"282",30,1919,278,19.076
37,"=","GWEN STEFANI","Used To Love You",1146,60,655,-26,5.1,0.042,7,"73",37,1146,696,5.1
38,"+1","FALL OUT BOY","Irresistible f/Demi Lovato",1129,80,537,4,4.461,0.214,8,"289",38,1129,537,4.461
39,"-1","HALSEY","New Americana",1090,33,89,46,4.09,0.168,39,"205",37,1090,205,4.09
40,"+1","PENTATONIX","Can't  Sleep Love",1042,43,211,40,3.72,0.204,28,"--",40,1042,211,3.72
41,"-1","SHAGGY","Only Love f/Pitbull",1028,0,-12,-36,4.437,-0.133,37,"427",38,1070,233,5.133
42,"=","SIA","Alive",926,-8,43,-24,2.102,-0.009,30,"194",41,935,408,2.978
43,"=","FLO RIDA","My House",861,17,145,-20,1.886,0.038,17,"87",43,861,207,1.886
44,"=","TOVE LO","Moments",841,12,63,-2,2.487,-0.006,16,"410",44,841,408,2.539
45,"+1","NELLY","The Fix f/Jeremih",798,32,143,18,3.33,0.135,19,"83",45,798,165,3.33
46,"+1","CHRIS BROWN","Zero",786,26,155,-12,3.227,0.185,9,"218",46,786,374,3.227
47,"-2","OMI","Hula Hoop",714,-93,-324,-72,1.735,-0.274,46,"281",38,1074,227,4.403
48,"=","ANDY GRAMMER","Good To Be Alive (Hallelujah)",675,21,56,12,1.335,0.05,23,"116",45,675,86,1.335
