"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TAYLOR SWIFT","Bad Blood",19550,"+32",294,"+75",119.992,"-0.088",56,"12/33",1,19550,6848,120.08
2,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",16451,"+72",1089,"-196",99.313,"+0.510",127,"20",2,16451,2042,99.313
3,"=","OMI","Cheerleader",15198,"+446",2696,"+335",89.878,"+2.599",72,"2",3,15198,2696,89.878
4,"=","WALK THE MOON","Shut Up And Dance",13947,"-72",-1021,"+196",89.372,"-0.622",149,"9",2,17842,2567,102.857
5,"+1","THE WEEKND","Can't Feel My Face",13533,"+236",1960,"-144",81.913,"+1.694",35,"1",5,13533,4549,81.913
6,"-1","WIZ KHALIFA","See You Again f/Charlie Puth",13486,"-185",-1159,"+89",86.127,"-1.181",101,"15",1,19208,3713,118.768
7,"=","FIFTH HARMONY","Worth It f/Kid Ink",13295,"+65",700,"-68",69.429,"+0.871",131,"10",5,13295,1718,69.429
8,"=","ANDY GRAMMER","Honey, I'm Good",10249,"+73",249,"+62",52.611,"+0.262",138,"7",8,10249,1319,53.957
9,"=","JASON DERULO","Want To Want Me",9695,"-80",-1727,"+328",62.291,"-0.220",126,"25",1,18660,4301,111.336
10,"+1","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",9661,"+62",256,"+20",57.354,"-0.226",93,"13",10,9661,1280,58.057
11,"-1","TOVE LO","Talking Body",9348,"-422",-2233,"-334",57.725,"-1.897",179,"43",4,14657,2353,84.199
12,"=","MAJOR LAZER","Lean On f/MØ & DJ Snake",9300,"+14",617,"-71",52.455,"+0.385",64,"11",12,9321,2026,52.455
13,"=","SIA","Elastic Heart f/The Weeknd...",7499,"+107",157,"+195",42.933,"+0.250",120,"38",13,7499,909,45.191
14,"+2","SELENA GOMEZ","Good For You f/A$AP Rocky",6925,"+301",1628,"+177",37.553,"+1.186",21,"8",14,6925,4663,37.553
15,"=","RACHEL PLATTEN","Fight Song",6900,"+241",1120,"+103",37.447,"+1.135",56,"3",15,6900,1603,37.447
16,"+1","ED SHEERAN","Photograph",6443,"+119",744,"+109",34.726,"+0.495",59,"16",16,6443,1005,34.726
17,"-3","MAROON 5","This Summer's Gonna Hurt...",6431,"-458",-2394,"-498",27.185,"-2.459",59,"57",9,9131,4375,46.872
18,"+2","DEMI LOVATO","Cool For The Summer",5771,"+375",2252,"-304",35.965,"+1.379",12,"27",18,5771,4704,37.225
19,"=","PITBULL","Fun f/Chris Brown",5595,"+45",372,"-83",28.336,"+0.506",78,"35",19,5595,746,28.336
20,"-2","DJ SNAKE & ALUNAGEORGE","You Know You Like It",5458,"-298",-2363,"-47",34.867,"-0.951",128,"29",6,11556,1606,64.807
21,"=","FALL OUT BOY","Uma Thurman",5090,"+185",965,"+173",26.425,"+0.632",84,"21",21,5090,965,26.425
22,"=","NICKI MINAJ","The Night Is Still Young",4392,"-390",-2132,"-241",18.147,"-1.969",74,"66",13,7139,1341,34.119
23,"=","TORI KELLY","Should've Been Us",3623,"+178",870,"+147",14.544,"+1.160",40,"95",23,3623,870,14.544
24,"=","OMARION","Post To Be f/Chris Brown&Jhene",3421,"+99",337,"-67",19.197,"+0.369",50,"54",23,3421,598,19.197
25,"=","THE WEEKND","Earned It",3113,"-33",-380,"+136",18.159,"+0.074",145,"45",1,17055,2820,102.104
26,"=","ZEDD","Beautiful Now f/Jon Bellion",3078,"+84",406,"-23",13.765,"+0.124",46,"73",25,3078,542,13.765
