"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
"17",17,"=","NICOLE SCHERZINGER Right There",4179,"+94",373,"+69",20.652,"+0.094",44,17,4179,720,20.652
"18",18,"+1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",3828,"+126",526,"+162",19.131,"+0.846",60,18,3828,526,19.131
"19",19,"-1","THE BAND PERRY If I Die Young",3798,"+78",439,"+14",19.73,"+0.628",60,18,3798,655,19.73
"20",20,"=","RIHANNA California King Bed",3742,"+103",333,"+37",15.485,"+0.456",55,19,3742,616,15.485
"21",21,"=","BEYONCE Best Thing I Never Had",3362,"+96",568,"+41",17.852,"+0.690",32,21,3362,856,17.852
"22",22,"=","ENRIQUE IGLESIAS Dirty Dancer f/Usher/Li...",2982,"-244",-765,"-190",15.124,"-1.035",58,18,3879,864,21.943
"23",23,"=","TAYLOR SWIFT The Story Of Us",2924,"-101",-307,"-86",14.063,"-0.417",60,21,3295,587,17.303
"24",24,"+2","LIL WAYNE How To Love",2872,"+200",961,"+94",16.59,"+1.184",35,24,2872,961,16.59
"25",25,"-1","TINIE TEMPAH Written In The Stars",2716,"-35",-234,"+6",16.924,"-0.082",60,7,8819,756,54.175
"26",26,"+2","CHRIS BROWN She Ain't You",2642,"+32",533,"-54",13.732,"+0.262",49,26,2642,635,13.732
"27",27,"=","MARTIN SOLVEIG & DRAGONETTE Hello",2544,"-112",-741,"-11",19.75,"-0.262",60,18,4031,605,23.761
"28",28,"-3","WIZ KHALIFA Roll Up",2482,"-209",-1471,"-50",11.999,"-0.941",60,14,5043,725,26.478
"29",29,"+1","MAROON 5 Never Gonna Leave This Bed",2409,"+3",121,"+44",10.057,"-0.054",60,28,2433,312,10.24
"30",30,"-1","SELENA GOMEZ & THE SCENE Who Says",2366,"-77",-1227,"+162",9.773,"-0.278",60,17,4559,707,27.282
"31",31,"=","JEREMIH Down On Me f/50 Cent",2141,"-57",-231,"+25",14.345,"-0.290",60,10,8052,153,44.2
"32",32,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",2083,"+78",489,"+33",10.586,"+0.202",35,32,2083,502,10.586
"33",33,"=","AVRIL LAVIGNE Smile",1501,"+43",210,"+35",5.541,"+0.258",42,33,1501,226,5.541
"34",34,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",1422,"+139",702,"+47",7.534,"+0.932",14,34,1422,702,7.534
"35",35,"-1","T-PAIN Best Love Song f/Chris Brown",1310,"+2",-28,"+33",7.124,"+0.049",58,33,1369,260,7.187
"36",36,"+1","COBRA STARSHIP You Make Me Feel... f/Sab...",1249,"+56",298,"+43",5.908,"+0.499",26,36,1249,298,5.908
"37",37,"-1","IYAZ Pretty Girls",1244,"+7",216,"-26",4.535,"+0.051",35,35,1244,271,4.535
"38",38,"+1","COLDPLAY Every Teardrop Is A Waterfall",1062,"+54",295,"+29",4.729,"+0.208",15,38,1062,446,4.729
"39",39,"-1","CEE LO GREEN Bright Lights Bigger City",1041,"-1",62,"-19",3.218,"+0.018",41,37,1042,170,3.418
"40",40,"+4","BLACK EYED PEAS Don't Stop The Party",942,"+108",485,"+24",3.339,"+0.351",8,40,942,492,3.339
"41",41,"-1","CHRIS BROWN Look At Me Now",924,"-33",16,"-1",7.834,"+0.066",60,28,1861,229,12.746
"42",42,"=","BIG SEAN My Last f/Chris Brown",902,"+21",85,"+4",4.402,"+0.163",35,40,902,169,4.402
"43",43,"-2","NEW BOYZ Back Seat f/Cataracs & Dev",881,"-67",-176,"-29",5.769,"-0.295",60,17,4096,331,21.342
"44",44,"-1","ALL TIME LOW I Feel Like Dancin�",850,"+0",60,"-8",2.356,"+0.045",21,41,850,294,2.356
"45",45,"=","AFROJACK Take Over Control f/Eva Simons",803,"+19",205,"-9",7.779,"+0.058",20,44,803,234,7.779
"46",46,"=","ANDY GRAMMER Keep Your Head Up",788,"+38",280,"+7",2.684,"+0.210",14,45,788,280,2.684
"47",47,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",753,"+50",295,"+20",3.295,"+0.234",11,47,753,295,3.295
"48",48,"=","KELLY ROWLAND Motivation f/Lil Wayne",577,"+45",200,"+26",2.288,"+0.215",5,48,577,200,2.288
"49",49,"--","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",552,"--",307,"--",3.989,"--",1,49,552,307,3.989
"50",50,"-1","TRAIN Save Me San Francisco",523,"+8",6,"+42",2.127,"+0.139",40,44,551,92,2.155
