"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",13549,"+17",228,"-80",99.332,"+13.139",69,"5",1,13549,2321,99.332
"2",2,"=","ADELE Set Fire To The Rain",12379,"-72",-809,"-12",95.946,"+11.772",113,"11",1,13928,2301,95.946
"3",3,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",12093,"+214",224,"+201",88.845,"+12.410",97,"15",3,12093,1674,88.845
"4",4,"+1","WANTED Glad You Came",9929,"+299",953,"+128",72.535,"+12.489",69,"3",4,9929,1330,72.535
"5",5,"-1","GYM CLASS HEROES Ass Back Home",9908,"+237",656,"+115",71.146,"+11.421",114,"23",4,9908,1379,71.146
"6",6,"=","JESSIE J Domino",9479,"-112",-1463,"+103",62.328,"+7.989",183,"28",2,12024,1524,67.403
"7",7,"=","PITBULL F/CHRIS BROWN International Love",8642,"-8",-513,"-39",62.67,"+7.506",135,"21",5,9155,1086,62.67
"8",8,"=","KATY PERRY Part Of Me",8470,"+243",952,"+91",59.798,"+8.788",33,"10",8,8470,3625,59.798
"9",9,"=","FLO RIDA Good Feeling",7823,"-27",-854,"+105",58.992,"+8.034",174,"26",1,13154,1657,85.747
"10",10,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",7150,"+52",51,"-23",48.863,"+5.410",114,"13",10,7163,1174,48.863
"11",11,"=","RIHANNA We Found Love f/Calvin Harris",7042,"+31",-573,"+185",58.871,"+9.245",174,"40",1,14238,2184,95.593
"12",12,"=","DRAKE Take Care f/Rihanna",6681,"+234",642,"+146",56.267,"+8.344",70,"14",12,6681,1220,56.267
"13",13,"=","CALVIN HARRIS Feel So Close",5894,"+77",834,"-147",45.121,"+5.726",37,"12",13,5894,1329,45.121
"14",14,"=","OUTASIGHT Tonight Is The Night",5742,"+4",118,"-41",34.996,"+4.585",137,"39",13,5742,572,34.996
"15",15,"+1","FUN. We Are Young f/Janelle Monae",5635,"+402",2171,"+114",46.264,"+7.001",24,"1",15,5635,2171,46.264
"16",16,"-1","BRUNO MARS It Will Rain",5256,"-126",-752,"-91",33.257,"+2.651",166,"60",1,13635,2024,86.477
"17",17,"=","NICKI MINAJ Starships",5104,"+115",692,"-11",35.878,"+5.682",32,"6/57",17,5104,1834,35.878
"18",18,"=","GAVIN DEGRAW Not Over You",4747,"-163",-856,"-15",30.508,"+3.598",205,"54",10,7039,547,37.933
"19",19,"=","CHRIS BROWN Turn Up The Music",4580,"+101",220,"+44",30.376,"+4.501",45,"22",18,4580,987,30.376
"20",20,"=","FLO RIDA Wild Ones f/Sia",4532,"+281",964,"+209",36.081,"+6.332",42,"4",20,4532,973,36.081
"21",21,"=","TRAIN Drive By",3507,"+31",307,"-32",19.024,"+2.772",62,"8",21,3507,527,19.024
"22",22,"=","KARMIN Broken Hearted",3247,"+153",638,"+64",20.49,"+3.153",27,"49",22,3247,928,20.49
"23",23,"=","ONE DIRECTION What Makes You Beautiful",3163,"+233",1313,"+43",19.768,"+4.089",17,"7",23,3163,1313,19.768
"24",24,"=","COLDPLAY Princess Of China",2019,"-1",-9,"-12",10.812,"+1.918",112,"55",24,2042,363,10.812
"25",25,"=","B.O.B So Good",2010,"+83",627,"-27",18.062,"+1.755",14,"24",25,2010,826,18.062
"26",26,"=","CHRISTINA PERRI A Thousand Years",1877,"-43",79,"-81",8.63,"+0.168",72,"29",25,1920,280,8.836
"27",27,"=","RIHANNA Talk That Talk f/Jay Z",1757,"+104",339,"+61",10.67,"+2.029",39,"48",27,1757,339,10.67
