"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",15336,-27,-185,-36,94.694,0.406,94,"27",1,15543,2024,97.949
"2",2,"=","JOHN LEGEND","All Of Me",14261,-281,-1588,-137,101.033,-0.732,119,"7",1,17233,2520,121.78
"3",3,"=","PARAMORE","Ain't It Fun",13781,146,1269,-74,81.616,0.664,109,"12",3,13781,1853,81.616
"4",4,"=","IGGY AZALEA","Fancy f/Charlie XCX",13025,354,2256,20,86.96,2.303,68,"3",4,13025,2440,86.96
"5",5,"=","DJ SNAKE & LIL JON","Turn Down For What",10863,173,717,-4,66.884,0.183,129,"8",5,10863,1490,68.08
"6",6,"+1","RIXTON","Me And My Broken Heart",10616,235,608,177,57.493,0.834,87,"26",6,10616,1397,57.493
"7",7,"-1","JASON DERULO","Talk Dirty f/2 Chainz",10409,-252,-2349,43,69.807,-1.248,150,"49/70",1,16827,2775,114.964
"8",8,"=","ED SHEERAN","Sing",10397,62,172,3,57.399,-0.141,50,"13",6,10397,2778,57.807
"9",9,"=","CALVIN HARRIS","Summer",9302,212,1356,4,66.314,0.844,68,"10",9,9302,1521,66.314
"10",10,"=","ARIANA GRANDE","Problem f/Iggy Azalea",8828,260,1695,-61,61.873,1.808,28,"2",10,8828,2439,61.873
"11",11,"+1","KATY PERRY","Birthday",8331,109,526,26,49.473,0.457,52,"37",11,8331,2209,49.473
"12",12,"-1","AMERICAN AUTHORS","Best Day Of My Life",8052,-413,-2004,-139,41.027,-1.457,170,"43",4,11803,1116,61.737
"13",13,"=","NICO & VINZ","Am I Wrong",7595,206,1176,88,44.443,1.133,57,"4",13,7595,1267,44.443
"14",14,"+1","MKTO","Classic",7146,165,611,79,38.178,1.141,178,"22",14,7146,682,38.178
"15",15,"-1","NAUGHTY BOY","La La La f/Sam Smith",6908,-246,-1568,-227,33.531,-1.568,136,"42",10,8642,984,45.102
"16",16,"=","PHARRELL WILLIAMS","Happy",6591,-116,-1438,175,38.524,-1.014,130,"9",1,17173,2414,120.293
"17",17,"+1","5 SECONDS OF SUMMER","She Looks So Perfect",5567,-29,-73,1,23.825,-0.149,65,"15",17,5675,1186,24.087
"18",18,"-1","PITBULL","Wild Wild Love f/GRL",5427,-244,-1023,-238,29.415,-0.896,87,"34",13,6576,1068,37.145
"19",19,"=","DISCLOSURE","Latch f/Sam Smith",5095,89,895,-65,34.914,0.793,115,"19",19,5095,960,34.914
"20",20,"=","MAGIC!","Rude",4840,162,1089,28,34.413,0.904,42,"5",20,4840,1089,34.413
"21",21,"=","TIESTO","Red Lights",4229,-363,-1626,-304,28.945,-1.604,96,"--",15,6068,850,36.436
"22",22,"=","NEON TREES","Sleeping With A Friend",3993,36,125,-44,17.36,0.232,112,"60",21,4016,507,17.36
"23",23,"=","SAM SMITH","Stay With Me",3341,108,1069,-128,19.491,0.093,16,"11",23,3341,1606,19.491
"24",24,"=","ONE DIRECTION","You & I",2785,15,79,-30,10.397,0.003,33,"87",24,2785,850,10.397
"25",25,"+1","JASON DERULO","Wiggle f/Snoop Dogg",2610,209,1047,96,12.474,1.017,19,"6",25,2610,1047,12.474
"26",26,"-1","KONGOS","Come With Me Now",2429,11,77,-17,9.04,0.05,40,"31",25,2429,628,9.04
"27",27,"=","KATY TIZ","The Big Bang",2258,-19,-99,-88,9.912,-0.279,63,"101",25,2380,878,13.692
"28",28,"=","SHAKIRA","Empire",2251,81,202,56,10.043,0.125,61,"47",27,2251,494,10.767
"29",29,"=","ONEREPUBLIC","Love Runs Out",1786,88,493,9,8.635,0.638,26,"21",29,1786,497,8.635
"30",30,"=","AFROJACK","Ten Feet Tall f/Wrabel",1721,45,272,8,7.099,0.172,59,"174",29,1721,359,7.099
"31",31,"=","LORDE","Tennis Court",1518,66,254,17,7.14,0.3,29,"148",31,1518,445,7.14
"32",32,"+1","M. JACKSON & J. TIMBERLAKE","Love Never Felt So Good",1462,69,434,-16,6.728,0.146,24,"30",32,1462,1126,13.019
"33",33,"-1","AJR","I'm Ready",1453,24,112,-15,3.12,0.087,47,"91",31,1453,346,3.225
"34",34,"+1","JENNIFER LOPEZ","First Love",1405,69,677,-5,8.931,0.048,10,"146",34,1405,716,8.931
"35",35,"-1","SIA","Chandelier",1354,17,230,-64,9.116,0.342,38,"38",34,1354,313,9.116
"36",36,"+2","TREY SONGZ","Na Na",1276,74,310,47,7.052,0.728,54,"73",36,1276,310,7.052
"37",37,"-1","CHRISTINA PERRI","Human",1265,-4,-201,0,4.288,0.031,78,"41",30,1470,226,5.447
"38",38,"-1","MARTIN GARRIX","Animals",1211,-39,-494,65,10.322,-0.247,178,"92",12,7393,993,43.39
"39",39,"=","HAIM","Forever",1122,33,150,51,4.025,0.171,36,"--",39,1122,264,4.025
"40",40,"+2","PHARRELL WILLIAMS","Come Get It Bae",1041,132,757,74,7.356,0.544,5,"112",40,1041,757,7.356
"41",41,"-1","ALOE BLACC","The Man",963,-12,-352,15,3.745,0.007,126,"63",8,9064,1722,43.362
"42",42,"-1","BECKY G","Shower",954,31,291,3,6.299,0.296,12,"107",41,954,291,6.299
"43",43,"=","MY CRAZY GIRLFRIEND","Crazy Stupid Love",885,-10,-67,-16,2.013,0.004,38,"--",38,984,314,2.258
"44",44,"=","CHRIS BROWN","Loyal f/Lil' Wayne",836,-4,5,-17,5.239,0.168,61,"110",43,854,230,5.239
"45",45,"=","TIESTO","Wasted",814,35,193,24,6.802,0.069,15,"--",45,814,224,6.802
"46",46,"+2","DEMI LOVATO","Really Don't Care f/Cher Lloyd",678,83,494,49,3.473,0.312,3,"313",46,678,494,3.473
"47",47,"-1","CHER LLOYD","Sirens",662,7,78,-18,1.213,0.011,8,"155",46,662,171,1.213
"48",48,"-1","RITA ORA","I Will Never Let You Down",643,18,151,-9,1.82,0.022,3,"379",47,643,160,1.82
"49",49,"+1","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",528,34,159,43,7.399,0.346,3,"254",49,528,159,7.399
"50",50,"-1","R5","(I Can't) Forget About You",494,-7,-87,-3,0.994,0.003,23,"--",48,585,114,1.371
