"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","BRITNEY SPEARS I Wanna Go",12219,"-135",-603,"-138",74.48,"-0.856",92,"27",1,12853,1768,82.422
"2",2,"=","KATY PERRY Last Friday Night (T.G.I.F.)",11822,"-104",-481,"+63",70.297,"-1.302",109,"28",1,14935,2322,96.531
"3",3,"=","BAD MEETS EVIL Lighters f/Bruno Mars",11638,"+108",823,"-42",76.21,"+1.127",80,"12",3,11638,1599,76.21
"4",4,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",11526,"+186",1228,"-72",75.135,"+1.467",67,"1",4,11526,1893,75.135
"5",5,"=","NICKI MINAJ Super Bass",10583,"-90",-685,"+15",64.98,"-0.775",126,"17",3,12009,1188,73.23
"6",6,"=","LMFAO Party Rock Anthem",10254,"-120",-1033,"+26",68.814,"-1.126",126,"7",1,14043,1859,94.193
"7",7,"=","FOSTER THE PEOPLE Pumped Up Kicks",8630,"+109",885,"-69",51.398,"+0.608",62,"3",7,8630,1302,51.398
"8",8,"+2","GYM CLASS HEROES Stereo Hearts f/Adam Le...",7896,"+149",1123,"-6",48.158,"+0.491",77,"5",8,7896,1218,48.158
"9",9,"-1","PITBULL Give Me Everything f/Ne-Yo",7873,"-98",-560,"-117",56.118,"-0.499",126,"22",1,14233,1811,95.596
"10",10,"-1","ONEREPUBLIC Good Life",7791,"-66",-428,"+23",47.324,"-0.930",126,"23",6,9571,978,57.364
"11",11,"=","RIHANNA Cheers (Drink To That)",7553,"+50",664,"-33",42.058,"+0.535",48,"9",11,7553,1594,42.058
"12",12,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",7484,"+68",688,"-35",47.144,"+1.245",92,"8",12,7484,1017,47.144
"13",13,"=","HOT CHELLE RAE Tonight Tonight",7138,"-206",-1081,"-11",39.898,"-1.495",126,"18",5,10036,838,54.593
"14",14,"=","LADY GAGA You And I",6505,"+61",870,"-79",37.749,"-0.021",36,"6",14,6505,1553,37.77
"15",15,"=","LIL WAYNE How To Love",5695,"-206",-980,"-55",36.702,"-0.636",101,"14",9,8047,1328,45.275
"16",16,"=","ADELE Someone Like You",5377,"+235",1447,"+43",34.455,"+2.194",38,"2",16,5377,1447,34.455
