"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","ALESSIA CARA","Here",17408,-213,319,-354,106.492,-2.34,187,"18",1,17621,1489,109.076
2,"=","SELENA GOMEZ","Same Old Love",17057,-516,-1626,-392,105.646,-3.768,129,"20",1,18836,1774,120.08
3,"=","JUSTIN BIEBER","Sorry",16667,-426,-1267,-283,111.406,-3.105,92,"6",1,19494,3902,127.324
4,"=","JUSTIN BIEBER","Love Yourself",15512,135,2256,-336,111.254,-0.043,49,"2/87",4,15512,4103,111.297
5,"=","THE WEEKND","In The Night",14193,-86,346,-225,83.339,-0.494,71,"26",4,14279,3011,83.833
6,"=","TWENTY ONE PILOTS","Stressed Out",13223,168,1899,-188,83.06,1.059,68,"1",6,13223,2702,83.06
7,"=","ADELE","Hello",11561,-332,-1809,25,85.185,-2.384,91,"4",1,19167,4705,124.831
8,"=","THE CHAINSMOKERS","Roses f/Rozes",11298,-9,482,-137,68.611,-0.147,117,"5",8,11307,2023,68.758
9,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",9843,-593,-2367,-312,55.909,-3.699,207,"19",5,13735,1275,83.171
10,"=","DAYA","Hide Away",9139,-2,497,-74,51.941,-0.312,159,"15",10,9141,883,52.253
11,"+2","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",7806,-1,314,-57,39.656,-0.502,59,"12",11,7807,1989,40.158
12,"=","ONE DIRECTION","Perfect",7626,-351,-838,-363,39.436,-1.789,96,"28",10,8635,1211,42.552
13,"-2","DEMI LOVATO","Confident",7533,-468,-1209,-393,39.956,-2.268,113,"55",9,9049,1761,48.443
14,"=","ADELE","When We Were Young",7119,-69,508,-215,35.401,-0.519,37,"11",14,7188,1962,35.92
15,"=","DNCE","Cake By The Ocean",7108,62,857,-124,37.467,0.645,114,"13",15,7108,1111,37.467
16,"=","ELLIE GOULDING","On My Mind",6440,-276,-1974,94,44.78,-1.389,127,"62",4,14332,3457,82.642
17,"=","TAYLOR SWIFT","Out Of The Woods",5942,133,1668,-178,36.992,0.616,19,"49",17,5942,2806,36.992
18,"=","FLO RIDA","My House",5807,99,1126,-135,32.817,0.679,95,"3",18,5807,1338,32.817
19,"=","DRAKE","Hotline Bling",5358,-184,-991,-9,33.315,-1.098,130,"29",2,16016,2377,99.499
20,"=","CHARLIE PUTH","One Call Away",5253,5,498,-58,23.659,-0.189,74,"7",19,5253,819,23.848
21,"=","SELENA GOMEZ","Hands To Myself",4879,104,1439,-185,27.982,0.632,19,"9",21,4879,1952,27.982
22,"=","FALL OUT BOY","Irresistible f/Demi Lovato",4050,-90,-58,-86,16.401,-0.603,86,"63",21,4199,560,17.263
23,"=","JASON DERULO","Get Ugly",3991,18,470,-45,16.893,0.151,40,"60",23,3991,1110,16.893
24,"=","TORI KELLY","Hollow",3445,45,329,46,12.282,0.227,75,"121",24,3445,501,12.282
25,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",3197,32,489,-35,17.518,0.08,56,"67",25,3197,526,17.518
26,"=","ELLIE GOULDING","Something In The Way You Move",3051,219,1651,1,18.037,1.014,14,"189",26,3051,1651,18.037
27,"=","TRAVI$ SCOTT","Antidote",2740,44,461,-24,12.054,-0.094,54,"33",26,2740,545,12.148
28,"=","POST MALONE","White Iverson",2292,-39,-161,-50,7.666,0.007,68,"27",27,2470,451,8.258
29,"=","RACHEL PLATTEN","Stand By You",2284,71,391,39,11.183,0.357,84,"16",29,2284,391,11.183
30,"+1","G-EAZY","Me Myself And I f/Bebe Rexha",2103,188,952,86,12.53,1.107,15,"8",30,2103,952,12.53
31,"-1","DAVID GUETTA","Bang My Head f/Sia",2031,34,316,-5,11.348,0.23,43,"170",30,2031,379,11.348
32,"=","R. CITY","Make Up f/Chloe Angelides",1810,-28,60,-29,8.864,-0.216,47,"123",31,1866,348,9.56
33,"+2","DIPLO & SLEEPY TOM","Be Right There",1643,27,84,34,10.15,0.047,60,"215",33,1643,207,10.721
34,"=","BORNS","Electric Love",1636,17,127,-5,4.418,0.045,54,"85",34,1636,225,4.418
35,"-2","CHRIS BROWN","Zero",1581,-124,-336,-76,5.595,-0.434,87,"304",31,2128,391,9.008
36,"=","X AMBASSADORS","Renegades",1498,-55,-224,-43,7.525,-0.33,165,"102",8,9986,1573,48.866
37,"=","JUSTIN TIMBERLAKE","Drink You Away",1460,9,123,-11,5.64,0.011,35,"98",37,1460,390,5.671
38,"=","FETTY WAP","679 f/Remy Boyz...",1391,12,-27,26,6.735,-0.013,138,"37",19,5210,769,28.742
39,"=","GWEN STEFANI","Used To Love You",1192,-95,-2071,335,3.546,-0.428,85,"127",19,5224,1038,22.087
40,"=","SHAWN HOOK","Sound Of Your Heart",1114,28,309,-26,2.73,0.096,12,"576",40,1114,576,2.73
41,"=","TROYE SIVAN","Youth",1059,67,285,33,3.144,0.392,19,"257",41,1059,301,3.144
42,"=","MIKE POSNER","I Took A Pill In Ibiza",965,70,407,25,7.609,0.522,7,"34",42,965,407,7.609
43,"=","HALSEY","New Americana",836,-51,-1004,174,2.253,-0.088,117,"139",25,3060,537,9.352
44,"+1","DAWIN","Dessert",803,-4,-21,-4,3.482,-0.051,60,"68",44,989,118,4.548
45,"-1","ANDY GRAMMER","Good To Be Alive (Hallelujah)",787,-74,-291,-42,2.285,-0.264,101,"46",41,1261,177,3.294
46,"=","ADAM LAMBERT","Another Lonely Night",746,-52,-169,-28,1.539,-0.104,45,"--",43,962,129,2.993
