"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","THE WEEKND","Can't Feel My Face",17923,"-125",-807,"-127",108.645,"-0.896",84,"2",1,18773,4549,114.623
2,"=","MAJOR LAZER","Lean On f/MØ & DJ Snake",17812,"+69",1475,"-113",107.649,"+0.659",113,"20",2,17812,2026,107.649
3,"=","SELENA GOMEZ","Good For You f/A$AP Rocky",16216,"+150",1037,"-141",90.429,"+1.141",70,"25/46",3,16216,4663,90.429
4,"=","OMI","Cheerleader",13630,"-466",-2938,"-281",86.771,"-2.776",121,"10",1,18752,2755,109.867
5,"=","DEMI LOVATO","Cool For The Summer",13143,"+176",1568,"+69",68.467,"+0.650",61,"9",5,13143,4704,68.467
6,"=","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",11782,"-65",-251,"-83",73.468,"-0.160",142,"14",5,12189,1280,76.227
7,"=","ED SHEERAN","Photograph",11501,"+92",1024,"-53",77.133,"+0.932",108,"24",7,11501,1171,77.133
8,"=","R. CITY","Locked Away f/Adam Levine",10601,"+175",1587,"+15",68.16,"+1.412",52,"4",8,10601,2124,68.16
9,"=","RACHEL PLATTEN","Fight Song",10343,"+33",143,"-37",47.66,"+0.142",105,"12",8,10402,1603,52.805
10,"=","TAYLOR SWIFT","Bad Blood",9534,"-229",-2815,"+97",52.407,"-1.880",105,"51/61",1,19566,6848,120.08
11,"=","FALL OUT BOY","Uma Thurman",9533,"+172",514,"+130",53.858,"+0.686",133,"22",11,9533,1055,53.858
12,"+1","ZEDD","Beautiful Now f/Jon Bellion",6455,"-24",150,"-82",29.295,"-0.065",95,"80",12,6485,915,29.411
13,"+2","ONE DIRECTION","Drag Me Down",6443,"+104",603,"-80",31.989,"+0.419",31,"17",13,6443,3358,31.989
14,"=","5 SECONDS OF SUMMER","She's Kinda Hot",6357,"-6",218,"-52",28.087,"-0.101",45,"33",14,6373,3244,28.242
15,"+1","CHARLIE PUTH","Marvin Gaye f/Meghan Trainor",5407,"+86",511,"-1",27.016,"+0.332",75,"15",15,5407,666,27.016
16,"+1","JASON DERULO","Cheyenne",5312,"+17",183,"-124",21.746,"-0.020",60,"98",16,5338,1150,22.966
17,"+3","FLO RIDA","I Don't Like It, I Love It",4898,"+27",345,"-44",20.596,"-0.235",92,"47",17,4898,667,21.143
18,"+3","HAILEE STEINFELD","Love Myself",4890,"+89",722,"-89",27.426,"+0.413",20,"21",18,4890,2308,27.426
19,"+3","SHAWN MENDES","Stitches",4815,"+60",642,"-77",31.07,"+1.006",101,"8",19,4815,849,31.07
20,"+3","SILENTO","Watch Me",4643,"+10",-296,"-41",18.183,"+0.206",78,"6",18,4939,832,21.988
21,"-2","TORI KELLY","Should've Been Us",4599,"-285",-1152,"-201",17.146,"-1.216",89,"11",15,5839,919,23.381
22,"+2","THE WEEKND","The Hills",4559,"+208",1534,"+20",35.343,"+1.355",29,"3",22,4559,1534,35.343
23,"+2","ADAM LAMBERT","Ghost Town",3898,"-8",129,"-18",17.886,"+0.080",120,"104",22,3906,661,18.062
24,"+2","LITTLE MIX","Black Magic",3149,"+1",83,"-99",10.846,"+0.003",45,"60",24,3222,673,11.213
25,"+2","AFROJACK","SUMMERTHING! f/Mike Taylor",2848,"-6",125,"-53",11.784,"-0.308",57,"181",25,2897,444,13.467
26,"+3","JUSTIN BIEBER","What Do You Mean?",2798,"+595",2798,"+595",23.999,"+4.266",3,"1",26,2798,2798,23.999
