"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","KATY PERRY Last Friday Night (T.G.I.F.)",14101,138,759,9,88.635,1.3,61,"3",1,14101,2322,88.635
2,"-1","LMFAO Party Rock Anthem",14010,17,466,-140,93.143,0.287,78,"1/94",1,14010,1859,93.143
3,"=","PITBULL Give Me Everything f/Ne-Yo",13168,-89,-625,17,88.975,-0.945,78,"9",1,14233,1811,95.596
4,"=","LADY GAGA The Edge Of Glory",10265,-102,-1038,55,63.695,-0.578,78,"15",3,11672,2193,68.045
5,"=","NICKI MINAJ Super Bass",9805,104,1103,-58,61.482,1.066,78,"7",5,9805,1188,61.482
6,"=","ADELE Rolling In The Deep",9355,-278,-1574,-81,65.625,-1.963,78,"10",1,14295,2273,96.15
7,"=","ONEREPUBLIC Good Life",8896,69,877,-101,48.982,0.398,78,"14",7,8896,978,48.982
8,"=","HOT CHELLE RAE Tonight Tonight",8595,125,608,-13,45.134,0.38,78,"4",7,8595,838,45.134
9,"=","BRITNEY SPEARS I Wanna Go",8153,213,1227,-5,55.462,1.918,44,"8",9,8153,1768,55.462
10,"=","JASON DERULO Don't Wanna Go Home",6473,-222,-754,-181,32.765,-1.298,76,"24",9,7292,1463,37.775
11,"=","LUPE FIASCO The Show Goes On",6276,-190,-1159,-38,36.981,-1.58,78,"43",6,8825,1043,53.459
12,"+1","LIL WAYNE How To Love",5927,153,1183,15,34.077,0.94,53,"5",12,5927,1328,34.077
13,"-1","BLACK EYED PEAS Just Can't Get Enough",5711,-116,-720,-7,39.607,-0.496,78,"45",2,13366,715,84.474
14,"=","KATY PERRY E.T.",5375,-171,-736,-58,37.215,-1.294,78,"59",1,14624,0,96.745
15,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",4811,8,385,-117,24.535,-0.028,78,"31",15,4811,615,24.563
16,"=","BRUNO MARS Lazy Song",4616,-64,-531,50,21.268,-0.378,78,"29",3,11422,1054,61.587
17,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",4613,145,1281,-53,28.303,1.068,32,"2/85",17,4613,1450,28.303
18,"-1","THE BAND PERRY If I Die Young",4516,38,203,6,24.321,0.07,78,"16",17,4516,655,24.327
19,"=","BEYONCE Best Thing I Never Had",4329,22,246,-30,20.841,0.115,50,"17",18,4329,856,20.841
20,"+1","BRITNEY SPEARS Till The World Ends",3972,-58,-456,89,29.759,-0.668,78,"66",3,11896,966,75.819
21,"-1","NICOLE SCHERZINGER Right There",3930,-189,-454,-162,16.404,-0.594,62,"34",16,4411,720,21.085
22,"=","CHRIS BROWN She Ain't You",3585,46,403,-4,19.044,0.305,67,"53",22,3585,635,19.044
23,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",3249,46,569,-42,18.12,0.082,53,"54",23,3249,611,18.12
24,"=","RIHANNA California King Bed",2629,-189,-1089,-100,11.015,-0.784,73,"36",19,3856,616,16.018
25,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",2574,94,616,2,14.283,0.387,44,"27",25,2574,634,14.283
26,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",2406,110,948,-1,11.631,0.472,19,"21",26,2406,949,11.631
27,"=","AVRIL LAVIGNE Smile",1955,25,263,18,7.716,0.203,60,"72",27,1955,263,7.716
28,"+2","PITBULL Rain Over Me",1916,106,626,32,14.061,0.526,18,"122",28,1916,626,14.061
29,"-1","BLACK EYED PEAS Don't Stop The Party",1892,65,393,28,7.261,0.209,26,"190",28,1892,492,7.261
30,"-1","IYAZ Pretty Girls",1847,27,332,8,7.699,0.093,53,"103",28,1847,332,7.699
31,"=","MARTIN SOLVEIG & DRAGONETTE Hello",1720,8,156,20,15.826,-0.355,78,"65",18,4031,605,23.761
