"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ADELE Set Fire To The Rain",13619,"-4",-234,"-121",89.89,"-0.086",101,"5",1,13928,2301,91.812
"2",2,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",12932,"+167",1445,"-104",83.459,"+0.717",57,"3",2,12932,2321,83.459
"3",3,"=","JESSIE J Domino",11744,"-48",-209,"-234",64.471,"-0.798",171,"27",2,12024,1524,67.403
"4",4,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",11554,"+150",793,"+74",69.27,"+0.795",85,"14",4,11554,1674,69.27
"5",5,"=","FLO RIDA Good Feeling",9284,"-284",-1672,"-261",62.995,"-1.160",162,"22",1,13154,1657,85.747
"6",6,"=","PITBULL F/CHRIS BROWN International Love",9045,"-24",85,"-174",54.89,"-0.339",123,"17",6,9126,1086,56.669
"7",7,"+1","GYM CLASS HEROES Ass Back Home",8717,"+108",653,"-30",56.698,"+0.656",102,"25",7,8717,1379,56.698
"8",8,"-1","RIHANNA We Found Love f/Calvin Harris",8448,"-189",-613,"-284",59.664,"-1.766",162,"33",1,14238,2184,95.593
"9",9,"=","WANTED Glad You Came",8148,"+144",1039,"-11",49.117,"+0.637",57,"2",9,8148,1330,49.117
"10",10,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",6766,"+25",438,"-186",42.846,"+0.265",102,"12",10,6766,1174,42.846
"11",11,"=","KATY PERRY Part Of Me",6721,"+234",1371,"-120",41.158,"+0.999",21,"6",11,6721,3625,41.158
"12",12,"=","GAVIN DEGRAW Not Over You",6314,"-63",-552,"-129",35.476,"-0.036",193,"36",10,7039,547,37.933
"13",13,"=","BRUNO MARS It Will Rain",6198,"-2",-541,"+100",35.365,"-0.191",154,"41",1,13635,2024,86.477
"14",14,"=","DRAKE Take Care f/Rihanna",5715,"+12",573,"-142",42.208,"+0.265",58,"15",14,5715,1220,42.208
"15",15,"=","KATY PERRY The One That Got Away",5520,"-104",-971,"-25",33.95,"-0.462",150,"70",1,13402,1631,80.623
"16",16,"=","OUTASIGHT Tonight Is The Night",5410,"+3",148,"-63",28.622,"+0.238",125,"40",16,5410,572,28.622
