"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","JOHN LEGEND","All Of Me",17233,20,353,-21,121.527,0.415,86,"2",1,17233,2520,121.527
"2",2,"=","JASON DERULO","Talk Dirty f/2 Chainz",15900,-146,-801,-24,110.021,-0.624,117,"9/27",1,16827,2775,114.964
"3",3,"=","PHARRELL WILLIAMS","Happy",15014,-102,-807,88,100.04,-0.778,97,"1",1,17173,2414,120.293
"4",4,"=","KATY PERRY","Dark Horse",12430,-55,-1007,132,97.112,-0.743,154,"7",1,17515,2780,123.167
"5",5,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",11480,203,1391,18,69.329,1.113,61,"8",5,11480,2024,69.329
"6",6,"+1","AMERICAN AUTHORS","Best Day Of My Life",10577,50,796,-143,59.79,0.116,137,"24",6,10577,1116,59.79
"7",7,"-1","DEMI LOVATO","Neon Lights",10445,-114,-146,-224,62.646,-0.293,148,"53",5,10638,1162,63.06
"8",8,"=","BASTILLE","Pompeii",8829,-83,-694,118,67.805,-0.426,168,"22",3,15079,1804,100.897
"9",9,"=","AVICII","Hey Brother",8401,-108,11,-127,50.46,-0.808,141,"25",9,8638,816,52.005
"10",10,"=","LORDE","Team",8161,-193,-1753,14,60.75,-0.943,153,"48",1,16451,1641,108.342
"11",11,"=","PARAMORE","Ain't It Fun",7629,184,959,69,49.528,1.643,76,"11",11,7629,978,49.528
"12",12,"=","MARTIN GARRIX","Animals",7321,-14,18,-26,41.618,-0.1,145,"28",12,7393,993,43.39
"13",13,"=","NAUGHTY BOY","La La La f/Sam Smith",7232,7,297,-70,40.192,0.132,103,"14",13,7232,984,40.325
"14",14,"=","ALOE BLACC","The Man",6969,-238,-1688,-40,30.612,-1.021,93,"16",8,9064,1722,43.362
"15",15,"=","RIXTON","Me And My Broken Heart",6818,96,802,18,37.697,0.463,54,"21",15,6818,1397,37.697
"16",16,"=","ED SHEERAN","Sing",6258,215,2548,-183,41.126,1.217,17,"10",16,6258,2778,41.126
"17",17,"+1","PITBULL","Wild Wild Love f/GRL",5492,80,743,-6,35.234,0.308,54,"19",17,5492,1068,35.234
"18",18,"-1","TIESTO","Red Lights",5457,39,656,-38,33.723,0.08,63,"69",16,5457,850,33.723
"19",19,"=","DJ SNAKE & LIL JON","Turn Down For What",5415,123,1082,-33,36.279,0.764,96,"3",18,5415,1115,36.279
"20",20,"=","MKTO","Classic",4925,66,603,2,25.087,0.393,145,"13",19,4925,603,25.087
"21",21,"=","AUSTIN MAHONE","Mmm Yeah f/Pitbull",4731,60,229,16,19.878,0.138,80,"33",18,4731,764,20.02
"22",22,"=","5 SECONDS OF SUMMER","She Looks So Perfect",3834,90,806,-33,18.262,0.264,32,"29",22,3834,1186,18.262
"23",23,"=","IGGY AZALEA","Fancy f/Charlie XCX",3348,143,1063,36,21.029,0.83,35,"4",23,3348,1063,21.029
"24",24,"=","CALVIN HARRIS","Summer",3278,74,654,-7,26.538,0.484,35,"23",23,3278,763,26.538
"25",25,"=","NICO & VINZ","Am I Wrong",3110,44,724,-82,15.245,0.565,24,"15",25,3110,1022,15.245
"26",26,"=","NEON TREES","Sleeping With A Friend",2864,40,236,29,12.81,0.147,79,"34",24,2864,507,12.81
"27",27,"+1","KATY PERRY","Birthday",2671,269,1609,121,19.226,1.838,19,"90",27,2671,1609,19.226
"28",28,"-1","DISCLOSURE","Latch f/Sam Smith",2594,-3,230,-68,12.214,0.017,82,"32",27,2597,344,12.214
"29",29,"=","B.O.B","John Doe f/Priscilla",1983,-96,-358,-24,9.493,-0.307,66,"45",25,2490,644,12.96
"30",30,"+2","LADY GAGA","G.U.Y.",1939,34,258,-5,7.074,-0.042,26,"--",30,1939,816,7.227
"31",31,"-1","EMINEM","Headlights",1766,-205,-797,-171,7.644,-0.809,69,"88",23,2731,453,13.933
"32",32,"+1","KID INK","Show Me f/Chris Brown",1763,-13,-722,131,14.129,0.023,110,"66",19,3945,644,21.33
"33",33,"-2","THE CHAINSMOKERS","#Selfie",1742,-225,-2446,179,6.988,-0.614,67,"38",13,6173,1709,33.093
"34",34,"=","KATY TIZ","The Big Bang",1538,41,196,46,10.809,0.326,30,"165",34,1538,878,10.809
"35",35,"=","HOT CHELLE RAE","Don't Say Goodnight",1379,6,40,2,5.393,-0.092,49,"361",35,1379,225,6.003
"36",36,"=","SHAKIRA","Empire",1279,65,174,23,7.196,0.112,28,"30",36,1279,494,7.445
"37",37,"=","NEW HOLLOW","She Ain't You",1189,20,137,23,3.514,0.008,40,"--",37,1189,181,3.514
"38",38,"+1","KONGOS","Come With Me Now",1079,92,628,33,4.663,0.333,7,"58",38,1079,628,4.663
"39",39,"+2","MAGIC!","Rude",1015,80,480,34,7.521,0.868,9,"106",39,1015,480,7.521
"40",40,"-2","CASH CASH","Take Me Home f/Bebe Rexha",1008,-47,-856,141,6.924,-0.221,159,"156",13,6726,1074,37.25
"41",41,"-1","CHRISTINA PERRI","Human",955,14,37,10,3.056,0.062,45,"18",39,955,136,3.056
"42",42,"+1","AFROJACK","Ten Feet Tall f/Wrabel",859,7,158,-34,2.769,-0.005,26,"--",42,859,192,2.774
"43",43,"-1","BEYONCE","Drunk In Love f/Jay Z",820,-39,-550,48,6.815,-0.161,96,"63",12,7095,1663,41.601
"44",44,"+1","AJR","I'm Ready",712,14,104,-9,1.589,0.067,14,"255",44,712,190,1.589
"45",45,"+1","MY CRAZY GIRLFRIEND","Crazy Stupid Love",652,23,293,-20,1.541,0.018,5,"--",45,652,314,1.541
"46",46,"-2","ZEDD","Find You f/M. Koma & M. Bryant",635,-89,-683,-7,3.383,-0.414,61,"205",33,1570,262,7.838
"47",47,"=","CHRIS BROWN","Loyal f/Lil' Wayne",617,34,106,30,2.589,0.074,28,"74",46,617,106,2.589
"48",48,"=","HAIM","Forever",566,29,246,-6,2.227,0.14,3,"--",48,566,264,2.227
"49",49,"=","SIA","Chandelier",548,11,179,-46,2.772,-0.058,5,"--",48,548,313,3.488
"50",50,"=","TREY SONGZ","Na Na",512,13,41,28,1.894,0.085,24,"40",47,512,139,2.057
