"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","BRITNEY SPEARS I Wanna Go",12497,-105,-319,-193,76.787,-0.999,89,"22",1,12853,1768,82.422
"2",2,"=","KATY PERRY Last Friday Night (T.G.I.F.)",11999,-70,-788,102,72.851,-0.669,106,"21",1,14935,2322,96.531
"3",3,"=","BAD MEETS EVIL Lighters f/Bruno Mars",11287,180,844,152,73.42,1.157,77,"11/94",3,11287,1599,73.42
"4",4,"+2","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",11042,153,1553,-110,70.63,1.605,64,"1",4,11042,1893,70.63
"5",5,"-1","NICKI MINAJ Super Bass",10876,-48,-651,46,67.957,-0.364,123,"14",3,12009,1188,73.23
"6",6,"-1","LMFAO Party Rock Anthem",10725,-178,-778,-68,72.415,-1.076,123,"4/93",1,14043,1859,94.193
"7",7,"+1","FOSTER THE PEOPLE Pumped Up Kicks",8226,113,924,-104,49.053,0.592,59,"3",7,8226,1302,49.053
"8",8,"-1","PITBULL Give Me Everything f/Ne-Yo",8110,-54,-357,-37,58.295,-0.518,123,"16",1,14233,1811,95.596
"9",9,"=","ONEREPUBLIC Good Life",7939,-49,-591,38,49.368,-0.636,123,"20",6,9571,978,57.364
"10",10,"=","HOT CHELLE RAE Tonight Tonight",7640,-92,-1062,127,43.237,-0.72,123,"17",5,10036,838,54.593
"11",11,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",7402,197,1114,56,46.104,1.221,74,"5",11,7402,1218,46.104
"12",12,"=","RIHANNA Cheers (Drink To That)",7317,162,628,104,40.604,0.684,45,"7",11,7317,1594,40.604
"13",13,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",7196,101,618,-46,43.482,0.844,89,"8",12,7196,1017,43.482
"14",14,"=","LIL WAYNE How To Love",6217,-122,-880,-11,38.344,-0.125,98,"12",9,8047,1328,45.275
"15",15,"=","LADY GAGA You And I",6132,149,968,-43,36.235,0.963,33,"6",15,6132,1553,36.235
"16",16,"+3","ADELE Someone Like You",4709,281,1345,121,29.706,1.506,35,"2",16,4709,1346,29.706
