"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","CARLY RAE JEPSEN","Call Me Maybe",14424,"-25",-139,"-28",109.749,"-0.758",105,"1",1,14563,1711,111.23
"2",2,"=","MAROON 5","Payphone f/Wiz Khali...",14033,"+78",843,"-53",100.703,"+0.973",69,"3",2,14033,3415,100.703
"3",3,"=","GOTYE","Somebody That I Used...",13022,"-131",-431,"-155",98.267,"-1.044",115,"4",1,14242,2018,106.819
"4",4,"=","ONE DIRECTION","What Makes You Beaut...",10402,"-85",-794,"+72",70.91,"-0.756",116,"12",3,11838,1579,80.433
"5",5,"=","RIHANNA","Where Have You Been",9659,"+149",1041,"+100",75.749,"+1.105",70,"10",5,9659,1884,75.749
"6",6,"=","NICKI MINAJ","Starships",8687,"-177",-932,"+48",70.015,"-0.307",131,"26/49",3,12071,1834,87.938
"7",7,"=","FUN.","We Are Young f/Janel...",8502,"-49",-782,"+26",60.424,"+0.227",123,"11",1,14439,2738,110.772
"8",8,"=","ELLIE GOULDING","Lights",8258,"+133",933,"+45",58.243,"+1.189",135,"6",8,8258,933,58.243
"9",9,"=","USHER","Scream",8006,"+83",250,"+21",54.468,"+0.011",59,"7",8,8006,2323,54.474
"10",10,"+1","KATY PERRY","Wide Awake",7739,"+188",827,"+63",55.441,"+0.941",33,"2",10,7739,2824,55.441
"11",11,"-1","FLO RIDA","Wild Ones f/Sia",7617,"-80",-699,"+0",60.566,"-1.090",141,"16",2,12595,1940,93.589
"12",12,"=","JUSTIN BIEBER","Boyfriend",7151,"-129",-509,"-180",43.663,"-0.998",90,"13",9,7937,4726,51.515
"13",13,"=","KARMIN","Broken Hearted",6674,"-143",-574,"-104",42.596,"-0.559",126,"17",10,7320,936,47.276
"14",14,"=","DAVID GUETTA","Titanium f/Sia",6283,"+31",229,"-42",46.86,"+0.267",77,"5",14,6283,987,46.86
"15",15,"=","PITBULL","Back In Time",6226,"+55",132,"+78",42.48,"+0.173",87,"8",14,6226,925,42.571
"16",16,"=","GYM CLASS HEROES","Fighter f/Ryan Tedde...",5738,"+40",314,"-6",34.994,"+0.006",55,"18",16,5738,1441,34.994
"17",17,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",4550,"+188",998,"+107",32.68,"+0.903",57,"43",17,4550,998,32.68
"18",18,"=","DEMI LOVATO","Give Your Heart A Br...",4274,"+62",344,"+52",32.54,"+0.305",116,"23",17,4274,665,32.54
"19",19,"=","ONE DIRECTION","One Thing",4149,"+25",405,"-17",24.451,"+0.613",49,"35",18,4149,975,24.451
"20",20,"=","KATY PERRY","Part Of Me",3734,"-74",-497,"-12",23.919,"-0.339",132,"55",3,12039,3625,78.553
"21",21,"=","HAVANA BROWN","We Run The Night f/P...",3663,"+55",379,"-21",28.59,"+0.603",133,"38",21,3663,444,28.59
"22",22,"=","RITA ORA","How We Do (Party)",3042,"+40",34,"-36",16.327,"+0.178",59,"50",22,3054,620,16.512
"23",23,"=","CHER LLOYD","Want U Back",2943,"+136",955,"-44",18.12,"+1.394",43,"29",23,2943,1103,18.12
"24",24,"=","ADELE","Rumour Has It",2613,"-72",-492,"-21",15.704,"-0.811",112,"70",8,8497,1514,56.313
"25",25,"=","B.O.B","Both Of Us f/Taylor ...",2564,"+16",394,"-23",14.571,"+0.034",42,"41",25,2564,577,14.571
"26",26,"=","CALVIN HARRIS","Feel So Close",2557,"+17",-244,"+175",20.673,"-0.362",136,"32",7,8145,1329,55.352
"27",27,"=","THE WANTED","Chasing The Sun",2246,"+107",461,"+73",15.619,"+0.414",51,"60",27,2246,461,15.619
"28",28,"=","NEON TREES","Everybody Talks",1857,"+15",154,"-18",10.615,"+0.238",76,"19",28,1857,240,10.615
"29",29,"=","KIRKO BANGZ","Drank In My Cup",1688,"-12",-167,"-20",10.35,"-0.061",82,"84",28,1855,312,10.841
"30",30,"=","JASON MRAZ","I Won't Give Up",1591,"+24",171,"+8",8.508,"+0.263",70,"20",30,1591,276,8.508
"31",31,"=","GROUPLOVE","Tongue Tied",1493,"+15",91,"+3",9.425,"+0.082",61,"53",31,1493,284,9.425
"32",32,"=","FLO RIDA","Whistle",1268,"+87",529,"+8",7.641,"+0.437",19,"30",32,1268,529,7.641
"33",33,"=","OUTASIGHT","Now Or Never",1124,"+50",175,"+38",4.546,"+0.465",45,"--",33,1124,206,4.546
"34",34,"=","KELLY CLARKSON","Dark Side",1085,"+54",375,"-5",6.661,"+0.383",15,"126",34,1085,406,6.661
"35",35,"+1","SAMMY ADAMS","Only One",967,"+26",130,"+10",4.205,"+0.004",36,"--",34,967,230,4.261
"36",36,"-1","DRAKE","The Motto f/Lil Wayn...",963,"-23",-148,"-2",9.604,"-0.493",126,"67",25,2047,321,19.147
"37",37,"=","ALEX CLARE","Too Close",784,"+38",130,"+23",2.428,"+0.116",26,"52",37,784,194,2.428
"38",38,"=","MATCHBOX TWENTY","She's So Mean",723,"-1",364,"-91",2.976,"-0.052",7,"175",38,724,574,3.028
