"Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","ZAYN","Pillowtalk",16343,163,1325,-22,94.212,0.787,84,"64",1,16343,2441,94.212
2,"+2","MIKE POSNER","I Took A Pill In Ibiza",15298,124,1222,-46,92.497,0.637,98,"35",2,15298,1578,92.497
3,"-1","DNCE","Cake By The Ocean",15280,-211,-6,-320,88.048,-2.339,205,"58",2,15763,1185,92.576
4,"-1","G-EAZY","Me Myself And I f/Bebe Rexha",15155,-244,-963,-120,91.417,-1.952,106,"77",1,16250,1836,97.757
5,"=","LUKAS GRAHAM","7 Years",14595,211,1953,-107,87.822,1.196,96,"18",5,14595,2060,87.822
6,"=","JUSTIN BIEBER","Love Yourself",12938,-237,-1082,-137,89.994,-1.654,140,"73",1,19000,4103,124.28
7,"=","MEGHAN TRAINOR","NO",12395,-83,318,-150,67.84,-1.193,49,"24",7,12552,5498,69.649
8,"=","FLO RIDA","My House",12048,-309,-1440,-214,72.839,-1.666,186,"36",1,18123,2285,104.909
9,"=","FIFTH HARMONY","Work From Home",11585,126,998,16,65.906,0.634,56,"27",9,11585,4059,65.906
10,"=","TWENTY ONE PILOTS","Stressed Out",10388,-160,-1293,88,76.057,-2.207,159,"70",1,19140,2702,124.646
11,"=","ZARA LARSSON & MNEK","Never Forget You",10322,49,501,-54,61.899,-0.062,79,"43",11,10322,1534,61.961
12,"+1","ARIANA GRANDE","Dangerous Woman",8622,54,790,-35,49.826,0.36,42,"37",12,8622,4214,49.826
13,"-1","SELENA GOMEZ","Hands To Myself",8520,-394,-3242,197,49.855,-2.652,110,"134",1,16291,1952,91.457
14,"=","DJ SNAKE","Middle f/Bipolar Sunshine",8174,-44,88,-160,43.377,-0.427,96,"75",13,8218,1239,43.804
15,"=","THE CHAINSMOKERS","Don't Let Me Down f/Daya",7422,174,1695,-99,46.042,0.957,40,"26",15,7422,1906,46.042
16,"=","NICK JONAS","Close f/Tove Lo",6335,3,376,-124,31.468,0.237,28,"50",16,6335,3392,31.468
17,"=","JUSTIN BIEBER","Company",6099,-129,-355,-97,29.873,-0.725,54,"183",16,6486,2006,31.446
18,"+1","ALESSIA CARA","Wild Things",5359,84,454,78,22.822,0.498,82,"113",18,5359,814,22.822
19,"-1","TROYE SIVAN","Youth",5298,-69,-87,-93,21.602,-0.582,110,"103",17,5443,660,22.213
20,"=","RIHANNA","Work f/Drake",4785,-358,-2262,-8,29.966,-1.714,86,"67",8,11661,3999,67.246
21,"=","JASON DERULO","If It Ain't Love",4667,71,1166,-176,21.106,0.502,21,"178",21,4667,2192,21.106
22,"=","JAMES BAY","Let It Go",4046,92,424,50,20.506,0.557,61,"49",21,4046,885,20.506
23,"=","IGGY AZALEA","Team",3349,38,427,9,12.508,0.268,33,"133",23,3349,1132,12.565
24,"=","RUTH B.","Lost Boy",3185,20,347,-49,14.292,0.005,67,"52",24,3185,530,14.292
25,"+1","DRAKE","One Dance f/Wizkid & Kyla",2980,284,1826,74,21.647,1.594,12,"17",25,2980,1826,21.647
26,"+1","RIHANNA","Kiss It Better",2672,93,992,-24,12.573,0.629,16,"146",26,2672,1133,12.573
27,"-2","GWEN STEFANI","Make Me Like You",2515,-277,-727,-291,8.706,-0.724,64,"199",23,3265,1040,10.548
28,"+3","PINK","Just Like Fire",2194,377,2189,372,15.897,1.611,7,"46",28,2194,2189,15.897
29,"-1","GRACE","You Don't Own Me f/G-Eazy",2145,74,537,8,9.225,0.244,35,"97",28,2145,537,9.225
30,"-1","PITBULL F/ENRIQUE IGLESIAS","Messin' Around",2014,78,336,-177,9.498,-0.014,14,"111",29,2014,1675,13.913
31,"-1","TAYLOR SWIFT","New Romantics",1781,-111,-1348,114,8.004,-0.474,58,"96",17,5862,2558,28.461
32,"+1","FLUME","Never Be Like You f/Kai",1758,21,301,-31,8.55,0.091,38,"140",32,1758,345,8.55
33,"-1","ROBIN SCHULZ","Sugar f/Francesco Yates",1740,-26,-337,38,13.446,-0.395,147,"272",13,7836,1193,44.484
34,"=","PANIC! AT THE DISCO","Victorious",1581,-30,-58,-40,4.518,-0.084,55,"182",29,1641,273,4.676
35,"=","SIA","Cheap Thrills",1536,27,221,-6,5.98,0.054,45,"129",34,1536,248,5.98
36,"+1","MAJOR LAZER","Light It Up f/Nyla",1389,5,-24,-16,4.617,-0.059,51,"250",32,1418,288,5.389
37,"-1","HAILEE STEINFELD","Rock Bottom f/DNCE",1349,-60,-34,-69,3.618,-0.136,50,"264",32,1409,560,3.761
38,"=","TWENTY ONE PILOTS","Ride",1224,48,434,-43,3.904,0.225,12,"122",38,1224,477,3.904
39,"=","JEREMIH","Oui",1149,16,225,-17,3.159,0.062,33,"104",39,1149,248,3.159
40,"=","HALSEY","Colors",1070,-6,60,-27,2.949,-0.033,47,"293",38,1076,304,2.982
41,"+1","DAYA","Sit Still, Look Pretty",1049,20,105,-9,3.51,0.086,26,"186",40,1049,242,3.51
42,"+1","MELANIE MARTINEZ","Pity Party",973,17,104,2,2.606,0.061,24,"315",42,973,316,2.606
43,"-2","SHAWN HOOK","Sound Of Your Heart",965,-109,-1289,143,3.526,-0.257,103,"398",22,3274,576,10.588
44,"=","BEBE REXHA","No Broken Hearts f/Nicki Minaj",771,18,262,-8,2.887,0.029,7,"387",44,771,270,2.887
45,"+1","BELLY","Might Not f/The Weeknd",663,15,126,-4,2.651,0.114,11,"173",45,663,246,2.651
46,"-1","ELLE KING","America's Sweetheart",661,2,51,-13,1.545,-0.082,23,"128",44,661,345,1.627
47,"+2","DESIIGNER","Panda",574,42,165,26,4.859,0.262,2,"19",47,574,165,4.859
48,"=","TRYON","Somebody To Love Me",554,1,27,-10,0.734,-0.004,11,"--",48,554,95,0.748
49,"+1","ALAN WALKER","Faded",541,15,185,-6,3.867,0.127,4,"193",49,541,210,3.867
50,"-3","ANDRA DAY","Rise Up",536,-29,-103,-15,1.156,-0.057,40,"258",42,736,124,1.77
