"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","ADELE","Hello",19167,21,20,23,124.246,-0.287,48,"2",1,19167,4705,124.831
"2",2,"=","JUSTIN BIEBER","Sorry",17266,390,3256,-101,115.383,1.748,49,"3",2,17266,3902,115.383
"3",3,"=","SELENA GOMEZ","Same Old Love",15798,250,1487,70,92.592,1.175,86,"6",3,15798,1774,92.592
"4",4,"=","DRAKE","Hotline Bling",13686,-347,-1882,-222,81.041,-2.582,87,"10",2,16016,2377,99.499
"5",5,"=","ELLIE GOULDING","On My Mind",13581,-20,209,-160,80.489,-0.341,84,"14",5,13601,3457,82.642
"6",6,"=","ALESSIA CARA","Here",13304,93,724,-66,85.544,0.751,144,"20",6,13304,1451,85.544
"7",7,"=","SHAWN MENDES","Stitches",12411,-149,-2187,114,87.495,-1.041,202,"24",1,17999,2130,108.715
"8",8,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",11813,99,716,-136,68.223,0.776,164,"12",8,11813,1275,68.223
"9",9,"=","ELLE KING","Ex's and Oh's",10829,-343,-1210,-299,62.108,-1.935,118,"11",7,12070,1468,71.394
"10",10,"=","TAYLOR SWIFT","Wildest Dreams",9987,-303,-2771,2,63.767,-1.663,105,"42",1,18848,3531,112.715
"11",11,"=","THE WEEKND","In The Night",8954,226,1621,-83,58.342,0.8,28,"5/91",11,8954,3011,58.342
"12",12,"=","DEMI LOVATO","Confident",8369,123,522,92,41.44,0.832,70,"54",12,8369,1761,41.44
"13",13,"+2","JUSTIN BIEBER","What Do You Mean?",7681,-92,-1341,167,59.774,-0.553,104,"16",1,18691,5900,114.523
"14",14,"-1","ARIANA GRANDE","Focus",7658,-291,-478,-352,35.562,-1.644,41,"55",13,8129,5117,41.927
"15",15,"-1","THE WEEKND","The Hills",7600,-301,-1989,60,59.588,-1.728,130,"26",2,17451,2705,105.256
"16",16,"=","ONE DIRECTION","Perfect",7302,78,1095,-116,35.214,1.012,53,"30",16,7302,1211,35.214
"17",17,"=","DAYA","Hide Away",6595,151,804,83,34.031,1.009,116,"28",17,6595,804,34.031
