"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","PINK","Blow Me (One Last Ki...",12542,113,163,62,86.232,1.028,87,"16",1,12542,2737,86.232
"2",2,"=","MAROON 5","One More Night",12527,227,1216,-2,83.322,1.854,73,"5",2,12527,1593,83.322
"3",3,"=","FLO RIDA","Whistle",10601,-104,-1118,11,63.308,-0.775,116,"10",1,12179,1412,76.089
"4",4,"+1","JUSTIN BIEBER","As Long As You Love ...",10550,147,627,-1,76.081,1.456,86,"11",4,10550,1300,76.081
"5",5,"-1","NEON TREES","Everybody Talks",10472,-93,-374,-68,63.73,-0.207,173,"22",3,10891,1632,66.269
"6",6,"=","OWL CITY & CARLY RAE...","Good Time",10209,91,290,19,69.013,0.134,95,"13",6,10209,1961,69.602
"7",7,"=","TAYLOR SWIFT","We Are Never Ever Ge...",9047,132,518,56,64.8,1.853,46,"6",7,9047,4592,64.8
"8",8,"=","FUN.","Some Nights",8880,148,559,4,57.644,1.013,111,"7",8,8880,1295,57.644
"9",9,"+1","ELLIE GOULDING","Lights",7927,-110,-987,121,60.42,-0.976,232,"45",1,13999,1482,101.262
"10",10,"-1","DEMI LOVATO","Give Your Heart A Br...",7793,-262,-1960,-2,56.626,-1.353,213,"42",1,11880,1256,80.294
"11",11,"=","ALEX CLARE","Too Close",7650,108,306,-31,49.596,0.772,123,"9",11,7650,1328,49.596
"12",12,"=","KATY PERRY","Wide Awake",6604,-95,-1041,30,44.152,-0.385,130,"40",1,14124,2824,100.029
"13",13,"=","NICKI MINAJ","Pound The Alarm",6484,-18,-99,-29,41.883,-0.7,75,"29",13,6583,1036,45.522
"14",14,"=","CHRIS BROWN","Don't Wake Me Up",5841,73,393,-4,47.101,0.542,104,"21",14,5841,982,47.101
"15",15,"=","ENRIQUE IGLESIAS","Finally Found You f/...",4910,103,487,26,31.793,0.725,31,"8",15,4910,1803,31.793
"16",16,"+1","PSY","Gangnam Style",4358,212,1404,9,32.525,1.584,20,"1",16,4358,1695,32.525
"17",17,"-1","KARMIN","Hello",4335,4,-34,-30,23.674,-0.148,53,"53",16,4370,1012,25.698
"18",18,"=","NE-YO","Let Me Love You",4071,95,682,52,32.203,1.091,51,"24",17,4071,687,32.203
"19",19,"=","TRAIN","50 Ways To Say Goodb...",3664,45,153,14,19.746,0.283,56,"17",17,3664,717,19.746
"20",20,"=","DAVID GUETTA","I Can Only Imagine f...",3382,49,137,14,20.349,0.01,62,"64",20,3382,589,21.757
"21",21,"+1","CHRISTINA AGUILERA","Your Body",3053,81,1406,493,17.802,0.46,15,"33",21,3053,2059,18.79
"22",22,"-1","CALVIN HARRIS","Let's Go f/Ne-Yo",3042,18,-393,169,20.769,0.613,154,"92",5,9398,1254,61.384
"23",23,"+1","USHER","Numb",2952,54,791,-96,15.978,0.283,27,"132",23,2952,1028,15.978
"24",24,"-1","CHER LLOYD","Want U Back",2888,-68,-1039,123,16.626,-0.254,140,"30",9,8069,1103,45.503
"25",25,"=","LINKIN PARK","Burn It Down",2486,10,-28,14,11.487,0.134,115,"82",23,2534,475,11.656
"26",26,"+4","KE$HA","Die Young",2269,451,2269,451,22.693,3.92,4,"3",26,2269,2269,22.693
"27",27,"=","ONE DIRECTION","Live While We're You...",2233,268,1397,64,15.367,0.799,9,"--",26,2233,2151,18.445
"28",28,"-2","ONEREPUBLIC","Feel Again",2014,-2,10,-60,9.842,-0.044,23,"51",26,2072,813,9.995
"29",29,"=","PHILLIP PHILLIPS","Home",1866,35,204,-5,11.217,0.232,80,"12",29,1866,311,11.217
"30",30,"-2","OLLY MURS","Heart Skips A Beat",1836,-106,-553,-79,9.24,-0.613,78,"68",25,2416,401,13.274
"31",31,"=","CONOR MAYNARD","Vegas Girl",1804,-6,-35,16,8.369,-0.066,63,"117",27,1870,280,8.839
"32",32,"+1","RIHANNA","Diamonds",1538,230,1538,230,18.568,2.361,3,"4",32,1538,1538,18.568
"33",33,"-1","ED SHEERAN","The A Team",1420,51,144,46,10.157,0.394,41,"38",31,1420,231,10.157
"34",34,"=","TREY SONGZ","2 Reasons f/T.I.",1334,32,147,23,8.02,0.12,41,"95",32,1334,243,8.02
"35",35,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1149,1,141,-25,4.399,-0.045,27,"221",34,1149,352,4.49
"36",36,"=","ZEDD","Spectrum f/Matthew K...",1142,-2,-56,-7,5.649,-0.094,39,"157",33,1198,305,6.722
"37",37,"=","AUSTIN MAHONE","Say Somethin",1121,7,81,4,4.721,-0.032,57,"297",35,1121,195,4.861
"38",38,"=","FLO RIDA","I Cry",1046,80,402,37,6.283,0.399,14,"73",38,1046,446,6.283
"39",39,"=","THE SCRIPT","Hall Of Fame f/will....",957,23,373,-36,3.688,0.174,13,"118",39,957,468,3.688
"40",40,"+1","CHRIS WALLACE","Remember When (Push ...",910,18,48,4,2.801,0.116,48,"--",37,910,122,2.801
"41",41,"-1","KELLY CLARKSON","Dark Side",873,-58,-984,138,9.313,-0.637,112,"115",20,3559,493,18.412
"42",42,"=","BRIDGIT MENDLER","Ready Or Not",751,15,35,14,3.215,0.099,26,"135",39,751,218,3.215
"43",43,"=","MEGAN & LIZ","Bad For Me",660,-1,137,-81,2.632,-0.441,20,"--",42,664,313,3.348
"44",44,"=","KANYE WEST","Mercy f/Big Sean/Pus...",597,-8,-83,11,5.039,-0.437,39,"36",40,699,131,6.418
"45",45,"=","WIZ KHALIFA","Work Hard, Play Hard",520,-18,-109,4,1.755,-0.132,73,"83",41,681,95,2.822
"46",46,"=","ELLIE GOULDING","Anything Could Happe...",485,17,311,-16,2.923,0.081,6,"103",44,485,406,2.991
"47",47,"=","IMAGINE DRAGONS","It's Time",444,39,224,3,1.484,0.132,6,"28",47,444,230,1.484
"48",48,"=","BOYS LIKE GIRLS","Be Your Everything",434,29,173,6,1.36,0.058,6,"--",47,434,173,1.36
"49",49,"=","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",427,26,95,20,2.926,0.363,20,"62",44,427,95,3.663
"50",50,"=","LUMINEERS","Ho Hey",377,14,27,8,1.824,0.065,13,"26",45,377,115,1.824
