"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MILEY CYRUS","Wrecking Ball",13529,"-202",-1112,"-74",91.943,"-1.390",81,"10",1,15459,2954,107.57
"2",2,"=","IMAGINE DRAGONS","Demons",13511,"+240",1631,"+68",90.493,"+1.597",91,"7",2,13511,1982,90.493
"3",3,"=","AVICII","Wake Me Up",12800,"+11",-913,"+343",101.795,"-0.044",127,"11",1,17010,2103,116.977
"4",4,"+1","EMINEM","The Monster f/Rih...",12019,"+241",2318,"-228",89.602,"+1.553",33,"2/32",4,12019,2904,89.602
"5",5,"-1","LORDE","Royals",11886,"-196",-1205,"+107",78.488,"-1.292",111,"4",1,16495,2817,112.509
"6",6,"+1","ONEREPUBLIC","Counting Stars",11001,"+318",2496,"-58",83.488,"+1.836",50,"3/90",6,11001,2567,83.488
"7",7,"-1","DRAKE","Hold On We're Goi...",10917,"-112",-721,"-125",61.405,"-0.758",112,"17",4,11961,1610,74.25
"8",8,"=","SELENA GOMEZ","Slow Down",9696,"-21",-110,"-54",53.229,"-0.244",105,"34",7,9868,1167,57.795
"9",9,"=","PITBULL","Timber f/Ke$ha",9142,"+206",1447,"+26",60.921,"+0.998",48,"1",9,9142,1716,60.921
"10",10,"=","KATY PERRY","Unconditionally",8921,"+24",676,"-80",50.872,"+0.140",43,"14",9,8921,3384,50.872
"11",11,"=","LADY GAGA","Applause",8294,"-269",-2302,"-43",58.232,"-1.630",111,"16",4,12273,3922,81.876
"12",12,"=","ZEDD","Stay The Night f/...",8034,"+31",819,"-131",55.039,"-0.239",63,"19",12,8034,1238,55.278
"13",13,"=","KATY PERRY","Roar",7276,"-221",-1770,"+46",51.352,"-1.569",112,"9",1,17176,6098,117.145
"14",14,"=","JUSTIN TIMBERLAKE","TKO",6584,"-93",-18,"-134",31.009,"-0.285",68,"62",11,6739,1724,32.813
"15",15,"=","NEIGHBOURHOOD","Sweater Weather",6459,"+53",576,"-24",33.833,"+0.039",155,"13",15,6459,869,33.833
"16",16,"+1","LADY GAGA","Do What U Want f/...",6091,"+89",1207,"-162",40.732,"+0.904",33,"15",16,6091,1408,40.732
"17",17,"-1","JASON DERULO","Marry Me",6062,"-2",144,"-54",31.533,"-0.001",78,"28",14,6064,856,31.947
"18",18,"=","PASSENGER","Let Her Go",5092,"+68",957,"-117",30.594,"+0.750",63,"8",18,5092,1223,30.594
"19",19,"=","ONE DIRECTION","Story Of My Life",5029,"+83",999,"-33",29.079,"+0.999",32,"6",19,5029,1292,29.079
"20",20,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",4828,"+124",718,"+23",27.464,"+0.669",78,"23",19,4828,762,27.464
"21",21,"=","ELLIE GOULDING","Burn",4130,"+6",921,"-188",29.582,"+0.306",56,"12",21,4130,1109,29.582
"22",22,"=","LANA DEL REY","Summertime Sadnes...",3318,"-41",-324,"+18",28.231,"-0.400",151,"104",2,13737,1923,88.403
