"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","JUSTIN BIEBER","Love Yourself",19000,86,517,-82,123.623,0.907,65,"3",1,19000,4103,123.623
2,"=","TWENTY ONE PILOTS","Stressed Out",17009,67,1151,-141,108.955,1.378,84,"2",2,17009,2702,108.955
3,"=","THE WEEKND","In The Night",15641,24,182,-127,86.599,-0.775,87,"53",3,15668,3011,89.68
4,"=","JUSTIN BIEBER","Sorry",14202,7,-281,352,105.541,-0.097,108,"10",1,19494,3902,127.324
5,"=","ALESSIA CARA","Here",13564,-303,-2203,92,79.722,-1.95,203,"40",1,17621,1489,109.076
6,"=","THE CHAINSMOKERS","Roses f/Rozes",13316,151,720,123,80.256,0.812,133,"12",6,13316,2023,80.256
7,"=","SELENA GOMEZ","Same Old Love",11191,-312,-2172,13,75.267,-2.004,145,"39",1,18836,1774,120.08
8,"=","DAYA","Hide Away",10451,16,504,-125,57.269,0.343,175,"24",8,10451,883,57.269
9,"=","FLO RIDA","My House",9623,191,1586,-115,55.874,0.908,111,"1",9,9623,1978,55.874
10,"=","DNCE","Cake By The Ocean",9209,163,922,4,50.348,0.315,130,"17",10,9209,1111,50.348
11,"+1","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",8517,3,108,-50,42.334,-0.157,75,"22",10,8533,1989,43.062
12,"-1","ADELE","Hello",8413,-143,-1533,-50,62.111,-0.615,107,"7",1,19167,4705,124.831
13,"=","TAYLOR SWIFT","Out Of The Woods",8309,49,827,-108,46.102,0.433,35,"63",13,8309,2806,46.102
14,"=","SELENA GOMEZ","Hands To Myself",8092,121,1055,2,48.491,0.983,35,"14",14,8092,1952,48.491
15,"=","ADELE","When We Were Young",7887,27,36,-92,37.025,0.097,53,"15",12,7911,1962,37.025
16,"=","CHARLIE PUTH","One Call Away",6532,125,570,68,31.882,1.257,90,"8",16,6532,819,31.882
17,"=","G-EAZY","Me Myself And I f/Bebe Rexha",5864,194,1600,-90,34.328,1.273,31,"13",17,5864,1836,34.328
18,"=","ELLIE GOULDING","Something In The Way You Move",5766,137,1087,39,29.174,0.882,30,"115",17,5766,1673,29.174
19,"=","ROBIN SCHULZ","Sugar f/Francesco Yates",5207,62,867,-178,27.178,0.455,72,"75",19,5207,1193,27.178
20,"=","ELLIE GOULDING","On My Mind",5051,-70,-351,63,37.051,-1.208,143,"103",4,14332,3457,82.642
21,"=","JASON DERULO","Get Ugly",4751,-11,162,-118,18.672,-0.403,56,"49",19,4762,1110,19.08
22,"=","DRAKE","Hotline Bling",4200,-118,-403,-119,25.399,-0.964,146,"36",2,16016,2377,99.499
23,"+1","RIHANNA","Work f/Drake",3933,312,1271,-118,25.671,1.796,11,"4/28",23,3999,3999,33.644
24,"-1","TORI KELLY","Hollow",3841,0,106,-34,13.07,0.197,91,"286",23,3841,501,13.07
25,"+2","MIKE POSNER","I Took A Pill In Ibiza",3355,149,1075,-111,23.284,1.133,23,"26",25,3355,1205,23.284
26,"-1","TRAVI$ SCOTT","Antidote",3296,-42,30,-105,12.746,-0.223,70,"54",24,3360,545,13.354
27,"-1","RACHEL PLATTEN","Stand By You",3238,10,405,-58,16.342,0.395,100,"25",26,3238,493,16.342
28,"=","DEMI LOVATO","Confident",2872,-206,-1701,21,20.11,-0.477,129,"100",9,9049,1761,48.443
29,"+2","ZAYN","Pillowtalk",2785,381,1998,162,17.194,1.749,9,"5",29,2785,2441,17.739
30,"=","DAVID GUETTA","Bang My Head f/Sia",2605,-17,154,-81,12.62,-0.187,59,"140",30,2648,395,12.851
31,"-2","ONE DIRECTION","Perfect",2527,-228,-2076,85,16.234,-1.102,112,"51",10,8635,1211,42.552
32,"=","TROYE SIVAN","Youth",2091,58,475,20,6.91,0.32,35,"135",32,2091,501,6.91
33,"=","BORNS","Electric Love",1921,31,95,27,5.637,0.143,70,"144",33,1921,225,5.637
34,"=","JUSTIN TIMBERLAKE","Drink You Away",1786,-16,35,-94,6.434,-0.071,51,"89",34,1819,390,6.581
35,"+1","DJ SNAKE","Middle f/Bipolar Sunshine",1770,79,466,20,12.57,0.219,21,"82",35,1770,511,12.57
36,"-1","SHAWN HOOK","Sound Of Your Heart",1763,31,268,22,5.499,0.273,28,"544",35,1763,576,5.499
37,"=","POST MALONE","White Iverson",1618,-70,-348,-5,6.505,-0.535,84,"50",27,2470,451,8.408
38,"=","DIPLO & SLEEPY TOM","Be Right There",1598,-40,-28,8,7.609,-0.487,76,"266",33,1769,271,10.721
39,"=","R. CITY","Make Up f/Chloe Angelides",1495,-119,-392,-122,6.562,-0.428,63,"219",31,1899,348,9.56
40,"+1","LUKAS GRAHAM","7 Years",1428,44,310,-2,4.946,0.266,21,"23",40,1428,388,4.946
41,"-1","FALL OUT BOY","Irresistible f/Demi Lovato",1410,-159,-1630,137,7.642,-1.085,102,"97",21,4199,560,17.263
42,"=","FETTY WAP","679 f/Remy Boyz...",1040,5,-142,52,6.781,0.088,154,"52",19,5210,769,28.742
43,"+1","ALESSIA CARA","Wild Things",994,58,596,-39,5.736,0.503,7,"310",43,994,635,5.736
