"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TAYLOR SWIFT","Style",18188,-53,-126,105,112.757,-0.148,83,11,1,18488,3111,115.714
2,"=","MAROON 5","Sugar",18091,88,395,-10,113.277,0.792,77,6,2,18091,2244,113.277
3,"=","ED SHEERAN","Thinking Out Loud",15469,-186,-1124,117,96.134,-1.223,112,3,1,18914,3319,118.241
4,"+1","ELLIE GOULDING","Love Me Like You Do",15204,161,1525,42,101.358,0.872,78,4,4,15204,2216,101.358
5,"-1","MARK RONSON","Uptown Funk f/Bruno Mars",14893,-216,-1300,183,101.626,-1.338,139,2,1,19386,3126,125.545
6,"=","PITBULL","Time Of Our Lives f/Ne-Yo",14027,-267,-1562,-133,80.386,-1.915,121,16,4,15799,2867,94.608
7,"=","RIHANNA/KANYE WEST/P MCCARTNEY","FourFiveSeconds",10820,-19,-370,44,59.333,-0.776,63,5,6,11254,3932,65.756
8,"=","NATALIE LA ROSE","Somebody f/Jeremih",10415,196,1068,48,60.912,1.231,84,13,8,10415,1500,60.912
9,"=","ARIANA GRANDE","One Last Time",9342,19,692,-62,56.23,0.417,50,22,9,9342,2135,56.23
10,"=","CALVIN HARRIS","Outside f/Ellie Goulding",9029,-20,27,24,59.711,-0.309,99,32,8,9077,1280,60.662
11,"=","ZEDD","I Want You To Know f/S. Gomez",7894,133,619,181,48.279,0.93,34,28,11,7894,3786,48.279
12,"=","NICK JONAS","Chains",7769,48,343,70,42.165,0.374,77,12,11,7769,1264,42.277
13,"+2","THE WEEKND","Earned It",7158,314,2365,64,51.586,1.693,39,7,13,7158,2365,51.586
14,"-1","JASON DERULO","Want To Want Me",7149,175,1724,-164,46.669,1.29,20,14,13,7149,4301,46.669
15,"-1","ONE DIRECTION","Night Changes",6905,-12,108,-7,35.9,-0.505,134,37,13,6928,1221,36.976
16,"=","FLO RIDA","GDFR f/Sage The Gemini",6844,93,1159,-195,36.434,0.705,79,8,14,6844,1433,36.434
17,"=","TORI KELLY","Nobody Love",4983,53,363,0,21.705,0.307,47,50,17,4983,1398,21.705
18,"+1","VANCE JOY","Riptide",4543,97,253,130,24.141,0.762,152,38,18,4543,802,24.141
19,"-1","KELLY CLARKSON","Heartbeat Song",4487,-21,-276,13,19.394,-0.22,74,35,18,4797,1093,21.689
20,"+1","TOVE LO","Talking Body",3992,26,296,-21,21.773,0.446,73,33,20,3992,692,21.773
21,"-1","LILLYWOOD & ROBIN SCHULZ","Prayer In C",3956,-392,-2451,-88,29.752,-1.743,147,84,6,10755,1413,68.631
22,"+1","SAM SMITH","Lay Me Down",3552,57,520,51,16.48,0.391,47,53,22,3552,1008,16.48
23,"-1","USHER","I Don't Mind f/Juicy J",3547,-228,-1684,35,15.456,-1.256,112,54,15,6241,911,35.105
24,"=","NICKI MINAJ","Truffle Butter f/Drake...",2998,8,-33,1,16.693,0.119,70,26,24,3035,577,17.071
25,"=","WALK THE MOON","Shut Up And Dance",2926,115,752,30,19.718,1.173,43,10,25,2926,752,19.718
26,"+1","ECHOSMITH","Bright",2258,74,380,124,9.208,0.248,55,60,26,2258,405,9.208
27,"+2","LUNCHMONEY LEWIS","Bills",2143,52,235,49,9.158,0.243,35,42,27,2143,672,9.221
28,"-2","NE-YO","She Knows f/Juicy J",2122,-198,-1768,117,9.764,-0.736,91,71,17,5524,1028,24.954
29,"-1","IMAGINE DRAGONS","I Bet My Life",2049,-100,-88,-179,8.422,-0.4,83,46,27,2178,436,8.841
30,"=","WHO IS FANCY","Goodbye",2005,42,-50,57,9.313,-0.175,43,90,28,2070,427,10.511
31,"+1","MEGHAN TRAINOR","Dear Future Husband",1962,71,1092,-113,8.403,0.42,9,47,31,1962,1246,8.403
32,"-1","CHRIS BROWN & TYGA","Ayo",1953,45,253,15,9.861,0.345,40,58,31,1953,341,9.861
33,"=","FIFTH HARMONY","Worth It f/Kid Ink",1691,12,315,3,8.322,-0.022,25,39,32,1691,418,8.344
34,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",1630,62,540,-87,10.536,0.376,21,24,34,1630,672,10.536
35,"=","DJ SNAKE & ALUNAGEORGE","You Know You Like It",1518,15,512,-106,11.766,-0.002,22,80,35,1518,618,11.768
36,"=","LIFE OF DILLON","Overload",1425,12,299,-63,3.369,0.011,31,276,36,1425,486,3.369
37,"=","IGGY AZALEA","Trouble f/Jennifer Hudson",1391,42,159,18,4.234,0.287,41,18,34,1391,298,4.234
38,"=","GEORGE EZRA","Budapest",1385,55,302,13,4.951,0.301,27,17,38,1385,302,4.951
39,"=","SHAGGY F/MOHOMBI/FAYDEE/COSTI","I Need Your Love",1287,-13,118,-80,6.177,0.085,35,226,36,1300,233,6.177
40,"=","ELLA HENDERSON","Ghost",1239,-58,-819,215,7.908,-0.318,199,61,11,8217,1207,40.362
41,"=","ANDY GRAMMER","Honey, I'm Good",1218,30,188,-12,4.861,0.254,32,20,40,1218,225,4.861
42,"=","CASH CASH","Surrender",1094,4,-28,-45,4.724,-0.05,70,465,37,1134,224,5.014
43,"=","RYN WEAVER","OctaHate",1092,14,174,-23,3.023,-0.042,21,158,42,1092,277,3.086
44,"+1","RIHANNA","Bitch Better Have My Money",880,33,880,33,9.204,0.251,3,1,44,880,880,9.204
45,"-1","SELENA GOMEZ","The Heart Wants What It Wants",862,-33,-257,6,5.729,-0.359,143,150,7,10523,2058,67.628
46,"+2","SIA","Elastic Heart f/The Weeknd...",771,70,168,48,6.603,0.344,14,62,46,771,168,6.603
47,"-1","SHEPPARD","Geronimo",770,-12,135,-23,3.484,-0.041,38,36,46,782,194,3.525
48,"-1","CHARLI XCX","Doing It",712,-17,-26,-23,1.537,-0.027,30,1208,43,770,126,1.581
49,"=","KALIN & MYLES","Trampoline",569,-9,-28,-7,1.862,0.031,39,96,41,784,333,3.136
50,"=","R5","Let's Not Be Alone Tonight",566,51,236,27,1.48,0.194,2,1085,50,566,236,1.48
