"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Set Fire To The Rain",13799,"-37",87,"-65",91.102,"-0.160",98,"5",1,13928,2301,91.812
2,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",12444,"+167",1670,"-135",82.231,"+0.417",54,"3",2,12444,2321,82.231
3,"=","JESSIE J Domino",11834,"-82",-40,"-171",65.967,"-0.525",168,"29",2,12024,1524,67.403
4,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",11241,"+163",557,"+136",66.659,"+1.323",82,"15",4,11241,1674,66.659
5,"=","FLO RIDA Good Feeling",10022,"-139",-1411,"+69",66.264,"-0.775",159,"27",1,13154,1657,85.747
6,"=","PITBULL F/CHRIS BROWN International Love",9126,"+43",298,"-47",55.756,"+0.038",120,"22",6,9126,1086,56.669
7,"=","RIHANNA We Found Love f/Calvin Harris",8902,"-19",-390,"+112",65.109,"-1.074",159,"34",1,14238,2184,95.593
8,"=","GYM CLASS HEROES Ass Back Home",8453,"+90",678,"+25",55.757,"+0.523",99,"26",8,8453,1379,55.757
9,"=","WANTED Glad You Came",7667,"+190",853,"+88",46.248,"+1.548",54,"2",9,7667,1330,46.248
10,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",6696,"+39",910,"-127",41.662,"+0.390",99,"13",10,6696,1174,41.662
11,"=","GAVIN DEGRAW Not Over You",6524,"-61",-454,"-14",35.242,"+0.330",190,"39",10,7039,547,37.933
12,"=","BRUNO MARS It Will Rain",6190,"-114",-1062,"+31",36.111,"-0.716",151,"46",1,13635,2024,86.477
13,"+1","KATY PERRY Part Of Me",6185,"+190",1845,"-166",38.953,"+0.558",18,"7",13,6185,3625,38.953
14,"-1","KATY PERRY The One That Got Away",5844,"-154",-1209,"-40",35.58,"-0.875",147,"79",1,13402,1631,80.623
15,"+1","DRAKE Take Care f/Rihanna",5461,"+54",678,"-58",40.606,"+0.320",55,"18",15,5461,1220,40.606
16,"-1","LMFAO Sexy And I Know It",5418,"-55",-237,"-69",34.014,"-0.049",188,"16",2,12000,1530,74.768
17,"=","OUTASIGHT Tonight Is The Night",5352,"+13",256,"-45",27.631,"+0.481",122,"37",16,5352,572,27.631
18,"=","SELENA GOMEZ & THE SCENE Love You Like A...",4841,"-62",-1104,"+91",30.458,"-0.786",192,"66",6,9154,1208,48.131
19,"=","LMFAO Sorry For Party Rocking",3800,"-78",-180,"-114",14.681,"-0.476",52,"59",19,3980,1009,16.853
20,"+1","CALVIN HARRIS Feel So Close",3664,"+165",1183,"+23",27.111,"+1.009",22,"48",20,3664,1328,27.111
21,"-1","CHRIS BROWN Turn Up The Music",3658,"+139",888,"+4",19.36,"+1.097",30,"24",20,3658,987,19.36
22,"=","NICKI MINAJ Starships",3387,"+141",1611,"-123",21.553,"+0.479",17,"8/92",22,3387,1834,21.553
23,"+1","FLO RIDA Wild Ones f/Sia",2770,"+89",955,"-18",20.549,"+0.622",27,"11",23,2770,973,20.549
24,"-1","TRAIN Drive By",2726,"+31",325,"-41",11.668,"+0.283",47,"14",23,2726,500,11.668
25,"=","BREATHE CAROLINA Blackout",2477,"-63",-1086,"+129",13.631,"-0.124",190,"74",17,4661,498,24.36
26,"=","HOT CHELLE RAE I Like It Like That f/New...",2210,"-140",-1294,"+25",9.33,"-0.383",154,"64",15,5237,639,24.246
27,"=","JAY Z & KANYE WEST N***** In Paris",2199,"-103",-913,"+39",14.547,"-0.828",117,"35",15,5155,785,36.602
28,"=","J. COLE Workout",2041,"-54",-400,"+15",16.202,"+0.076",130,"76",12,5803,659,35.209
29,"=","COLDPLAY Princess Of China",1946,"+40",143,"+30",9.298,"-0.086",97,"60",29,1946,363,9.624
30,"+4","FUN. We Are Young f/Janelle Monae",1692,"+211",1049,"+112",11.969,"+1.328",9,"1",30,1692,1049,11.969
31,"+2","KARMIN Broken Hearted",1620,"+122",607,"+27",7.647,"+0.679",12,"--",31,1620,739,7.647
32,"=","CHRISTINA PERRI A Thousand Years",1542,"+30",232,"-2",7.645,"+0.258",57,"33",32,1542,280,7.645
33,"-3","MADONNA Give Me All Your Luvin'",1538,"-245",-1115,"-176",5.764,"-1.254",27,"87",20,4569,4569,39.788
34,"-3","JOJO Disaster",1462,"-117",-484,"-100",6.179,"-0.387",110,"283",27,1975,318,7.773
35,"=","JASON DERULO Breathing",1378,"+10",146,"+0",4.983,"+0.077",27,"304",34,1378,432,4.983
36,"=","AVICII Levels (ID)",1193,"-41",-141,"-32",8.773,"-0.234",57,"91",33,1352,260,9.722
37,"=","TYGA Rack City",1160,"+22",32,"+2",6.189,"-0.148",35,"19",37,1160,287,8.937
38,"=","DEV & ENRIQUE IGLESIAS Naked",1131,"+24",1,"+15",4.078,"+0.032",41,"171",37,1156,318,4.125
39,"=","RIHANNA Talk That Talk f/Jay Z",1096,"+40",166,"+6",4.459,"+0.075",24,"56",39,1096,256,4.459
40,"=","WE THE KINGS Say You Like Me",876,"-119",-566,"-105",3.183,"-0.299",165,"357",31,1486,320,4.492
41,"=","COLBIE CAILLAT Brighter Than The Sun",851,"-82",-248,"-83",3.327,"-0.311",117,"90",34,1153,157,4.408
42,"+2","HAVANA BROWN We Run The Night f/Pitbull",795,"+19",84,"+5",6.001,"+0.231",19,"200",42,795,237,6.001
43,"+4","ONE DIRECTION What Makes You Beautiful",790,"+118",484,"+103",4.114,"+0.621",2,"30",43,790,484,4.114
