"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5","One More Night",15170,36,1125,-28,118.883,0.906,102,"4",1,15170,1593,118.883
2,"=","JUSTIN BIEBER","As Long As You Love ...",13428,-40,973,-40,98.247,0.489,115,"17",2,13468,1300,98.247
3,"=","TAYLOR SWIFT","We Are Never Ever Ge...",13339,33,1007,-37,90.724,-0.115,75,"5",2,13339,4592,90.839
4,"=","FUN.","Some Nights",12428,9,985,-34,87.047,-0.198,140,"9",4,12428,1295,87.245
5,"=","ALEX CLARE","Too Close",11132,69,998,-50,76.059,-0.08,152,"16",5,11132,1328,76.139
6,"=","CHRIS BROWN","Don't Wake Me Up",9753,181,1384,89,74.26,0.363,133,"22",6,9753,1384,74.26
7,"=","PINK","Blow Me (One Last Ki...",9384,-57,-453,175,71.803,-0.72,116,"48",1,12762,2737,90.315
8,"=","OWL CITY & CARLY RAE...","Good Time",9341,-97,-585,-8,60.015,-1.122,124,"21",4,10627,1961,71.832
9,"=","KE$HA","Die Young",8781,162,1459,13,64.826,1.158,33,"2",9,8781,3842,64.826
10,"=","PSY","Gangnam Style",7746,59,763,70,59.817,0.033,49,"1",10,7746,1695,59.817
11,"=","NE-YO","Let Me Love You",7732,108,1169,36,71.335,0.897,80,"15",11,7732,1169,71.335
12,"=","RIHANNA","Diamonds",7437,152,1485,17,57.755,1.94,32,"7",12,7437,2812,57.755
13,"+1","ENRIQUE IGLESIAS","Finally Found You f/...",6954,53,745,1,46.326,0.568,60,"37",13,6954,1803,46.326
14,"-1","NEON TREES","Everybody Talks",6865,-222,-849,48,43.256,-1.248,202,"36",3,10891,1632,66.269
15,"=","BRUNO MARS","Locked Out Of Heaven",6262,166,1144,22,46.084,0.756,27,"3",15,6262,2790,46.084
16,"=","ONE DIRECTION","Live While We're You...",5207,11,335,14,28.392,-0.288,38,"25",16,5207,2151,28.68
17,"=","FLO RIDA","Whistle",4822,-149,-684,-29,31.128,-0.932,145,"26",1,12179,1412,76.089
18,"=","TRAIN","50 Ways To Say Goodb...",4753,-59,73,-111,29.346,-0.423,85,"18",17,4812,717,29.769
19,"+1","FLO RIDA","I Cry",4113,161,1178,6,32.355,1.448,43,"8",19,4113,1178,32.355
20,"-1","CHRISTINA AGUILERA","Your Body",4008,-36,180,-62,23.498,-0.487,44,"45",19,4044,2059,23.985
21,"=","USHER","Numb",3707,15,117,2,21.944,0.126,56,"68",20,3707,1028,21.944
22,"=","PHILLIP PHILLIPS","Home",3549,103,658,60,27.931,0.77,109,"11",22,3549,658,27.931
