"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","BRUNO MARS It Will Rain",13577,"+2",66,"-142",85.05,"-0.214",109,"13",1,13635,2024,86.477
"2",2,"=","RIHANNA We Found Love f/Calvin Harris",13460,"-78",-454,"-111",91.951,"+0.123",117,"7",1,14238,2184,95.593
"3",3,"=","KATY PERRY The One That Got Away",13358,"-5",-19,"-179",80.093,"+0.132",105,"18",2,13387,1631,80.623
"4",4,"=","FLO RIDA Good Feeling",12771,"+38",862,"-277",84.065,"+0.219",117,"5",4,12771,1657,84.065
"5",5,"=","ADELE Set Fire To The Rain",9738,"+237",1754,"-139",63.372,"+1.136",56,"2",5,9738,2301,63.372
"6",6,"=","SELENA GOMEZ & THE SCENE Love You Like A...",9076,"+25",611,"-216",47.445,"+0.114",150,"35",6,9076,1208,47.445
"7",7,"=","LMFAO Sexy And I Know It",8901,"-112",-803,"-88",58.129,"-0.955",146,"9",2,12000,1530,74.768
"8",8,"=","DAVID GUETTA Without You f/Usher",8032,"-88",-1001,"+30",49.405,"-0.340",146,"32",1,13428,1586,84.476
"9",9,"=","JESSIE J Domino",7889,"+150",1289,"-107",46.581,"+0.683",126,"10",9,7889,1524,46.581
"10",10,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",6505,"-121",-717,"-28",39.586,"-0.782",205,"33",1,13951,1685,86.013
"11",11,"=","GAVIN DEGRAW Not Over You",5872,"+20",389,"-27",29.81,"+0.028",148,"16",11,5872,547,29.81
"12",12,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",5580,"+10",-453,"+117",35.557,"-0.173",195,"19",1,14127,1893,93.336
"13",13,"=","J. COLE Workout",5522,"+37",261,"-62",33.636,"-0.147",88,"26",13,5522,659,34.202
"14",14,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",5054,"+123",999,"-99",32.338,"+0.713",40,"1",14,5054,1674,32.338
"15",15,"+1","GYM CLASS HEROES Ass Back Home",4859,"+113",834,"-100",30.263,"+0.731",57,"14",15,4859,1379,30.263
"16",16,"-1","COBRA STARSHIP You Make Me Feel... f/Sab...",4813,"-54",-547,"+10",29.901,"-0.370",220,"59",4,11548,1097,70.438
"17",17,"=","JAY Z & KANYE WEST N***** In Paris",4802,"+68",367,"-43",35.542,"+0.418",75,"12",15,4802,785,35.542
"18",18,"+1","HOT CHELLE RAE I Like It Like That f/New...",4599,"+51",470,"-46",21.906,"+0.177",112,"39",18,4599,639,21.906
"19",19,"-1","RIHANNA You Da One",4555,"-1",149,"-85",24.348,"-0.021",70,"31",17,4562,3394,36.963
"20",20,"=","PITBULL F/CHRIS BROWN International Love",4443,"+55",533,"-120",29.015,"+0.483",78,"15",20,4443,1058,29.015
"21",21,"=","BREATHE CAROLINA Blackout",4338,"-27",124,"-58",23.926,"-0.209",148,"23",21,4365,498,24.135
"22",22,"=","DRAKE Headlines",4003,"-213",-687,"-229",23.703,"-0.963",96,"46",16,4778,754,30.781
"23",23,"+1","OUTASIGHT Tonight Is The Night",3569,"+13",141,"-59",18.461,"-0.188",80,"37",23,3574,506,18.649
"24",24,"-1","LADY GAGA Marry The Night",3364,"-280",-1378,"-114",17.908,"-1.549",72,"80",14,5499,1570,30.701
"25",25,"=","T-PAIN 5 O'clock f/Wiz Khalifa",3240,"-236",-1935,"+16",15.44,"-0.799",104,"43",10,6640,1264,34.118
"26",26,"=","KELLY CLARKSON Mr. Know It All",3002,"-92",-1032,"+93",14.646,"-0.768",138,"56",11,6408,1093,34.137
"27",27,"=","FRAY Heartbeat",2940,"+66",367,"+34",12.857,"+0.093",85,"86",27,2940,677,12.857
"28",28,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",2414,"+83",593,"+24",15.654,"+0.586",57,"8",28,2414,593,15.654
"29",29,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",2367,"+195",1410,"+7",13.059,"+1.057",12,"3",29,2367,1410,13.059
"30",30,"=","BIG TIME RUSH Music Sounds Better With U",1630,"+60",304,"+51",5.991,"+0.214",54,"855",30,1630,304,5.991
"31",31,"+2","WANTED Glad You Came",1538,"+211",785,"+156",10.498,"+1.025",12,"74",31,1538,785,10.498
"32",32,"=","BIG SEAN Dance (A$$)",1451,"+30",245,"-8",10.627,"+0.016",47,"30",32,1451,341,10.627
"33",33,"-2","WILL.I.AM T.H.E (The Hardest Ever)",1428,"-20",168,"-51",5.569,"-0.021",43,"66",30,1462,355,5.59
"34",34,"=","JOJO Disaster",1179,"+22",101,"+36",3.645,"+0.051",68,"472",33,1179,197,3.645
"35",35,"=","WE THE KINGS Say You Like Me",1111,"-10",-11,"-32",2.767,"+0.003",123,"359",35,1127,320,2.844
"36",36,"+1","COLDPLAY Princess Of China",914,"+29",125,"+51",4.454,"+0.088",55,"102",36,914,155,4.454
"37",37,"-1","COLBIE CAILLAT Brighter Than The Sun",894,"+1",137,"-20",2.777,"-0.009",75,"47",36,894,157,2.786
"38",38,"=","NICKI MINAJ Fly f/Rihanna",874,"-5",-67,"+13",4.927,"+0.028",124,"137",15,4998,987,27.303
"39",39,"=","COBRA STARSHIP Middle Finger f/Mac Mille...",872,"+9",176,"-19",3.594,"-0.047",27,"362",39,872,195,3.641
