"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","NICK JONAS","Jealous",16046,-93,99,-217,98.113,-0.329,131,"20",1,16139,1846,98.442
"2",2,"=","TAYLOR SWIFT","Blank Space",15711,-148,-1654,62,107.833,-0.822,84,"5",1,18014,3248,118.647
"3",3,"+1","MARK RONSON","Uptown Funk f/Bruno Mars",15401,379,2926,-40,104.534,3.812,71,"1",3,15401,3126,104.534
"4",4,"-1","ARIANA GRANDE & THE WEEKND","Love Me Harder",15027,-163,-495,-239,83.135,-1.944,105,"37",3,15619,1751,93.102
"5",5,"=","SAM SMITH","I'm Not The Only One",14591,-4,65,-208,89.238,0.623,117,"15",4,14631,2111,89.238
"6",6,"=","HOZIER","Take Me To Church",13445,191,1374,-2,84.671,1.357,99,"7",5,13445,2004,84.671
"7",7,"=","SELENA GOMEZ","The Heart Wants What It Wants",10463,6,51,-26,66.845,0.127,75,"25",7,10523,2058,67.376
"8",8,"+1","ED SHEERAN","Thinking Out Loud",10134,289,2683,-225,69.676,1.538,44,"2",8,10134,3319,69.676
"9",9,"-1","MEGHAN TRAINOR","Lips Are Movin",10021,71,664,-56,60.549,1.17,92,"4",8,10021,1423,60.549
"10",10,"=","MAROON 5","Animals",7825,-326,-2433,-70,49.76,-2.792,119,"30",1,17381,3186,114.705
"11",11,"=","JAMES NEWTON HOWARD","The Hanging Tree f/J. Lawrence",7722,71,285,-89,42.173,-0.928,43,"40",11,7777,2403,48.466
"12",12,"=","ALESSO","Heroes",6977,17,101,-11,40.691,-0.16,134,"38",12,7022,896,44.035
"13",13,"+1","ELLA HENDERSON","Ghost",5998,49,502,-117,26.916,0.316,131,"11",13,5998,1207,26.916
"14",14,"+2","LILLYWOOD & ROBIN SCHULZ","Prayer In C",5947,156,975,-36,39.646,0.021,79,"52",14,5947,1413,39.72
"15",15,"=","FALL OUT BOY","Centuries",5900,92,633,13,30.213,0.916,125,"9",15,5900,756,30.213
"16",16,"-3","CALVIN HARRIS","Blame f/John Newman",5729,-337,-2488,154,45.352,-1.528,134,"88",3,13993,1988,88.09
"17",17,"=","PITBULL","Time Of Our Lives f/Ne-Yo",5701,120,1129,-36,32.56,0.738,53,"29",17,5701,1390,32.56
"18",18,"=","PRINCE ROYCE","Stuck On A Feeling f/Snoop...",5449,63,800,-96,30.963,0.244,47,"60",18,5449,1306,30.963
"19",19,"=","ONEREPUBLIC","I Lived",4942,31,414,-93,22.322,0.084,67,"18",19,4942,1083,22.322
"20",20,"=","FIFTH HARMONY","Sledgehammer",4592,9,97,-62,19.741,0.074,66,"44",19,4618,800,20.247
"21",21,"=","ONE DIRECTION","Night Changes",4220,16,94,23,19.096,0.624,66,"41",19,4220,1221,19.096
"22",22,"+2","TAYLOR SWIFT","Style",3289,322,1993,115,25.146,2.329,15,"17",22,3289,1993,25.146
"23",23,"-1","I LOVE MAKONNEN","Tuesday f/Drake",3115,41,478,-19,12.453,0.325,61,"72",22,3115,633,12.453
"24",24,"-1","CALVIN HARRIS","Outside f/Ellie Goulding",3068,76,873,-133,17.581,0.567,31,"65",23,3068,1280,17.581
"25",25,"=","USHER","I Don't Mind f/Juicy J",2399,68,590,-22,16.781,0.516,44,"28",25,2399,721,16.781
"26",26,"+5","MAROON 5","Sugar",2122,333,1715,227,15.065,1.91,9,"6",26,2122,1715,15.065
"27",27,"+2","ELLIE GOULDING","Love Me Like You Do",2097,178,1496,7,11.935,0.698,10,"19",27,2097,1496,11.935
"28",28,"-2","HOODIE ALLEN","All About It f/Ed Sheeran",2087,-1,-67,-30,8.441,-0.115,57,"36",26,2158,444,9.662
"29",29,"-2","VANCE JOY","Riptide",2034,38,142,66,9.386,0.397,84,"35",27,2034,255,9.386
"30",30,"-2","5 SECONDS OF SUMMER","What I Like About You",1955,11,204,-12,6.404,0.036,41,"465",28,1955,400,6.404
"31",31,"-1","BIG SEAN","I Don't F**k With You f/E-40",1912,0,-101,9,10.494,0.071,72,"235",27,2022,340,10.884
"32",32,"+2","BECKY G","Can't Stop Dancin'",1497,15,168,-9,5.121,-0.055,56,"158",32,1497,431,5.176
"33",33,"-1","IGGY AZALEA","Beg For It f/MØ",1464,-122,-1692,330,8.565,-0.416,88,"85",11,7303,2920,38.689
"34",34,"-1","MILKY CHANCE","Stolen Dance",1451,-70,-364,-26,8.377,-0.441,87,"61",30,1959,256,11.849
"35",35,"=","NE-YO","She Knows f/Juicy J",1437,76,576,31,6.275,0.233,23,"74",35,1437,576,6.275
"36",36,"+1","KELLY CLARKSON","Heartbeat Song",1113,20,917,-176,5.238,-0.774,6,"33",36,1113,1093,6.012
"37",37,"-1","NICO & VINZ","In Your Arms",1058,-141,-958,53,4.249,-0.386,118,"210",20,3920,1121,18.903
"38",38,"+1","NATALIE LA ROSE","Somebody f/Jeremih",921,28,316,-19,7.097,0.268,16,"140",38,921,335,7.097
"39",39,"+1","PRIORY","Weekend",818,25,75,33,2.039,0.017,52,"801",39,818,156,2.113
"40",40,"-2","EDEN XO","Too Cool To Dance",782,-126,-659,-39,2.301,-0.289,79,"1247",31,1936,410,6.7
"41",41,"+1","NICK JONAS","Chains",690,21,297,-61,2.408,0.209,9,"231",41,690,401,2.408
"42",42,"-1","DAVID GUETTA","Dangerous f/Sam Martin",688,-81,-676,80,4.332,-0.458,106,"127",22,3486,1540,19.376
"43",43,"=","TOVE LO","Talking Body",663,63,371,40,4.909,0.37,5,"195",43,663,371,4.909
"44",44,"=","JESSIE J","Masterpiece",485,30,171,-9,1.516,0.075,7,"299",44,485,251,1.516
"45",45,"=","IMAGINE DRAGONS","I Bet My Life",425,-1,-79,-27,1.437,0.004,15,"53",45,516,181,1.761
"46",46,"=","FLO RIDA","GDFR f/Sage The Gemini",396,22,66,26,0.817,0.037,11,"27",46,396,66,0.817
"47",47,"=","AVICII","The Nights",363,10,170,-19,0.984,0.04,2,"212",47,363,189,0.984
"48",48,"=","CASH CASH","Surrender",345,4,86,-14,0.73,0.024,2,"646",48,345,100,0.73
"49",49,"=","SHEPPARD","Geronimo",338,14,56,8,0.922,0.056,2,"78",49,338,56,0.922
"50",50,"=","NICKI MINAJ","Truffle Butter f/Drake...",333,15,140,-6,2.51,0.172,2,"--",50,333,146,2.51
