"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","ARIANA GRANDE","Problem f/Iggy Azalea",17353,119,1056,-108,114.968,1.295,62,"4",1,17353,2576,115.069
2,"=","IGGY AZALEA","Fancy f/Charlie XCX",16469,-16,-408,112,107.471,0.223,102,"6/28",1,17156,2440,116.166
3,"=","NICO & VINZ","Am I Wrong",15655,255,1495,-117,107.28,1.593,91,"5",3,15655,2409,107.28
4,"=","CALVIN HARRIS","Summer",14745,89,287,-21,92.977,0.776,102,"12",3,14765,1917,95.785
5,"=","MAGIC!","Rude",12688,283,1821,-40,86.455,1.71,76,"2",5,12688,2272,86.455
6,"+1","DISCLOSURE","Latch f/Sam Smith",10100,221,867,106,69.851,1.526,149,"10",6,10100,1508,69.851
7,"-1","PARAMORE","Ain't It Fun",9719,-209,-1574,-64,58.261,-0.823,143,"39",2,14464,1853,84.721
8,"=","SAM SMITH","Stay With Me",9542,224,1348,-40,61.775,1.866,50,"3",8,9542,1606,61.775
9,"+1","MKTO","Classic",9060,95,324,57,52.277,1.013,212,"25",9,9060,733,52.277
10,"-1","KATY PERRY","Birthday",8820,-193,-739,-215,43.848,-1.706,86,"57",7,9576,2209,52.775
11,"=","JASON DERULO","Wiggle f/Snoop Dogg",7529,51,201,31,35.799,0.593,53,"7",11,7529,1666,35.968
12,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",6886,-136,-1258,155,43.243,-0.371,128,"53",1,15543,2024,97.949
13,"=","ONEREPUBLIC","Love Runs Out",6797,134,895,-34,36.567,0.901,60,"16",13,6797,1336,36.567
14,"+1","MAROON 5","Maps",6543,203,2198,724,38.891,1.073,15,"8",14,6543,4866,38.891
15,"-1","RIXTON","Me And My Broken Heart",6300,-252,-2413,219,33.52,-1.416,121,"52",6,11699,1397,59.689
16,"+1","PHARRELL WILLIAMS","Come Get It Bae",5122,86,701,-22,22.494,0.757,39,"41",16,5122,993,22.494
17,"-1","ED SHEERAN","Sing",5024,-370,-2296,-180,24.268,-2.192,84,"18",6,10622,2778,57.807
18,"=","DEMI LOVATO","Really Don't Care f/Cher Lloyd",4923,155,896,68,24.198,0.787,37,"32",18,4923,1152,24.198
19,"=","KONGOS","Come With Me Now",4846,121,652,53,18.658,0.359,74,"26",18,4846,652,18.658
20,"=","JENNIFER LOPEZ","First Love",4140,91,439,24,21.242,0.789,44,"163",20,4140,853,21.242
21,"=","AFROJACK","Ten Feet Tall f/Wrabel",3443,25,272,-39,14.113,0.154,93,"124",21,3443,633,14.113
22,"=","LORDE","Tennis Court",3257,65,222,38,14.576,0.278,63,"85",22,3257,590,14.576
23,"+1","CHARLI XCX","Boom Clap",3159,286,1493,148,18.333,1.246,17,"9",23,3159,1493,18.333
24,"-1","SIA","Chandelier",3129,36,387,-9,19.381,1.093,72,"11",23,3129,561,19.381
25,"=","TIESTO","Wasted",2950,99,765,-2,15.484,0.338,49,"45",25,2950,775,15.484
26,"=","BECKY G","Shower",2947,132,787,77,12.924,0.464,46,"31",26,2947,787,12.924
27,"=","TREY SONGZ","Na Na",2690,45,218,10,17.4,0.301,88,"30",27,2690,394,18.704
28,"=","KATY TIZ","The Big Bang",2242,-96,-526,-85,8.351,-0.795,97,"181",24,2827,878,14.656
29,"+3","CLEAN BANDIT","Rather Be f/Jess Glynne",2060,233,1071,182,15.613,1.883,33,"55",29,2060,1071,15.613
30,"=","AJR","I'm Ready",1943,14,53,13,5.945,0.042,81,"51",30,1943,346,5.945
31,"=","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",1891,49,447,26,22.14,0.803,37,"87",31,1891,447,22.14
32,"-3","ONE DIRECTION","You & I",1819,-128,-1086,-36,7.482,-0.327,67,"107",21,3204,850,12.022
33,"=","RITA ORA","I Will Never Let You Down",1792,48,509,-4,6.698,0.168,37,"--",33,1792,513,6.698
34,"=","M. JACKSON & J. TIMBERLAKE","Love Never Felt So Good",1516,-128,-718,-101,7.123,-0.49,58,"61",28,2309,1126,13.019
35,"=","HAIM","Forever",1098,-103,-420,-59,2.678,-0.333,70,"--",35,1596,291,5.196
36,"=","FLORIDA-GEORGIA LINE","This Is How We Roll f/J.Derulo",1075,47,320,-24,6.384,0.191,16,"48",36,1075,370,6.384
37,"=","ECHOSMITH","Cool Kids",1017,33,191,12,3.848,0.121,23,"120",37,1017,377,3.848
38,"+1","MADDEN BROTHERS","We Are Done",984,54,276,9,3.868,0.112,18,"--",38,984,424,4.087
39,"-1","NEON TREES","Sleeping With A Friend",885,-97,-871,18,4.662,-0.383,146,"172",18,4374,507,18.342
40,"+1","AVICII","Addicted To You",776,27,53,14,2.072,0.022,28,"--",40,776,175,2.351
41,"-1","CHRIS BROWN","Loyal f/Lil' Wayne",757,-6,-19,-15,4.931,-0.068,95,"80",40,854,230,7.37
42,"+1","CHROMEO","Jealous (I Ain't With It)",721,22,137,14,2.807,-0.005,30,"--",42,721,137,2.812
43,"-1","TINASHE","2 On f/Schoolboy Q",719,16,115,-29,2.706,0.03,22,"68",42,719,231,2.761
44,"=","INGRID MICHAELSON","Girls Chase Boys",649,12,89,-7,3.493,0.067,23,"49",44,649,168,3.493
45,"=","TOVE LO","Habits (Stay High)",614,20,136,-15,2.665,0.026,8,"97",45,614,224,2.665
46,"=","CAPITAL CITIES","One Minute More",612,19,125,-8,1.547,0.076,9,"--",46,612,180,1.547
47,"=","COLDPLAY","A Sky Full Of Stars",517,16,82,-8,1.394,0.017,2,"59",47,517,90,1.394
48,"+1","KIESZA","Hideaway",471,29,246,10,6.113,0.467,2,"186",48,471,246,6.113
49,"+1","IGGY AZALEA","Black Widow f/Rita Ora",464,95,434,82,4.922,0.825,2,"145",49,464,434,4.922
50,"-2","NICKI MINAJ","Pills N Potions",462,-8,10,-15,1.303,-0.041,10,"38",48,470,147,1.344
