"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","IGGY AZALEA","Fancy f/Charlie XCX",17082,"+41",1353,"-229",115.547,"-0.133",88,"8/27",1,17082,2440,115.68
"2",2,"=","ARIANA GRANDE","Problem f/Iggy Azalea",14888,"+297",1690,"+5",100.968,"+2.094",48,"6",2,14888,2576,100.968
"3",3,"=","CALVIN HARRIS","Summer",13302,"+111",1267,"-126",89.022,"+0.753",88,"12",3,13302,1917,89.022
"4",4,"=","PARAMORE","Ain't It Fun",12474,"-303",-1951,"-262",77.641,"-1.453",129,"20",2,14464,1853,84.721
"5",5,"+1","NICO & VINZ","Am I Wrong",11740,"+273",1600,"+41",75.037,"+2.066",77,"7",5,11740,1600,75.037
"6",6,"-1","DJ SNAKE & LIL JON","Turn Down For What",11683,"-135",-488,"-205",66.844,"-1.350",149,"13",5,12201,1490,74.029
"7",7,"=","RIXTON","Me And My Broken Heart",11036,"-191",-647,"-192",56.232,"-0.712",107,"41",6,11699,1397,59.689
"8",8,"=","JUSTIN TIMBERLAKE","Not A Bad Thing",10693,"-394",-2891,"-44",67.809,"-3.117",114,"39",1,15543,2024,97.949
"9",9,"=","JOHN LEGEND","All Of Me",10304,"-302",-1436,"-112",76.254,"-1.915",139,"18",1,17233,2520,121.78
"10",10,"=","KATY PERRY","Birthday",9519,"+45",296,"+15",51.87,"-0.235",72,"46",10,9519,2209,52.775
"11",11,"+1","MAGIC!","Rude",8992,"+257",2060,"+43",63.112,"+1.847",62,"4",11,8992,2060,63.112
"12",12,"-1","ED SHEERAN","Sing",8846,"-343",-1582,"-341",46.551,"-1.527",70,"16",6,10622,2778,57.807
"13",13,"=","MKTO","Classic",8516,"+47",352,"-29",48.311,"+0.298",198,"23",12,8516,733,48.311
"14",14,"=","DISCLOSURE","Latch f/Sam Smith",8487,"+191",1085,"+57",56.518,"+0.912",135,"15",13,8487,1508,56.518
"15",15,"=","SAM SMITH","Stay With Me",6845,"+122",1167,"-175",45.129,"+0.979",36,"5",15,6845,1606,45.129
"16",16,"=","JASON DERULO","Wiggle f/Snoop Dogg",6762,"+242",1308,"+154",33.87,"+1.127",39,"10",16,6762,1666,33.87
"17",17,"=","ONEREPUBLIC","Love Runs Out",4802,"+159",1237,"-2",24.528,"+0.712",46,"22",17,4802,1336,24.528
"18",18,"=","KONGOS","Come With Me Now",3874,"+83",592,"-6",16.104,"+0.486",60,"28",18,3874,628,16.104
"19",19,"=","PHARRELL WILLIAMS","Come Get It Bae",3547,"+151",748,"+33",16.301,"+0.811",25,"63",19,3547,993,16.301
"20",20,"=","JENNIFER LOPEZ","First Love",3283,"+40",646,"-76",16.319,"+0.130",30,"148",20,3283,853,16.319
"21",21,"=","ONE DIRECTION","You & I",3152,"-10",-4,"-62",11.777,"-0.064",53,"96",21,3204,850,12.003
"22",22,"+3","DEMI LOVATO","Really Don't Care f/Cher Lloyd",2969,"+182",919,"+95",12.943,"+0.651",23,"73",22,2969,919,12.943
"23",23,"+1","AFROJACK","Ten Feet Tall f/Wrabel",2895,"+38",312,"-43",11.726,"+0.091",79,"195",23,2895,633,11.726
"24",24,"-2","NEON TREES","Sleeping With A Friend",2792,"-223",-1313,"-90",12.426,"-0.885",132,"122",18,4374,507,18.342
"25",25,"+2","KATY TIZ","The Big Bang",2772,"+28",234,"-6",14.656,"+0.221",83,"139",25,2772,878,14.656
"26",26,"=","SHAKIRA","Empire",2733,"-51",-85,"-34",9.702,"-0.365",81,"66",22,2835,529,11.37
"27",27,"+1","LORDE","Tennis Court",2641,"+68",304,"+37",12.309,"+0.443",49,"132",27,2641,590,12.309
"28",28,"-5","5 SECONDS OF SUMMER","She Looks So Perfect",2628,"-335",-1778,"-150",10.218,"-1.181",85,"29",17,5675,1186,24.087
"29",29,"=","SIA","Chandelier",2378,"+61",270,"+44",12.77,"-0.039",58,"26",28,2378,561,12.809
"30",30,"=","M. JACKSON & J. TIMBERLAKE","Love Never Felt So Good",2289,"+14",201,"-17",9.693,"+0.138",44,"47",29,2289,1126,13.019
"31",31,"=","TREY SONGZ","Na Na",2242,"+21",320,"-23",17.491,"+0.286",74,"53",31,2242,394,17.491
"32",32,"=","BECKY G","Shower",1948,"+32",202,"+12",9.564,"+0.217",32,"36",32,1948,632,9.564
"33",33,"=","AJR","I'm Ready",1795,"+28",101,"+14",4.943,"+0.091",67,"67",31,1795,346,4.943
"34",34,"=","TIESTO","Wasted",1780,"+26",241,"-4",11.867,"+0.070",35,"58",34,1780,486,11.867
"35",35,"=","HAIM","Forever",1586,"+31",148,"-9",5.15,"+0.124",56,"--",35,1586,291,5.196
"36",36,"--","MAROON 5","Maps",1312,"--",1312,"--",13.657,"--",1,"9",36,1312,1312,13.657
"37",37,"=","ENRIQUE IGLESIAS","Bailando f/Gente De Zona",1246,"+40",252,"+19",16.018,"+1.290",23,"144",37,1246,317,16.018
"38",38,"-2","PITBULL","Wild Wild Love f/GRL",1150,"-81",-819,"+146",6.573,"-0.346",107,"76",13,6576,1068,37.145
"39",39,"-1","RITA ORA","I Will Never Let You Down",1075,"+18",148,"+8",3.073,"+0.145",23,"--",38,1075,247,3.073
"40",40,"-1","TIESTO","Red Lights",889,"-33",-296,"+30",9.16,"-0.151",116,"150",15,6068,850,36.436
"41",41,"-1","CHRIS BROWN","Loyal f/Lil' Wayne",820,"-12",13,"-23",7.132,"+0.114",81,"199",40,854,230,7.132
"42",42,"-1","CLEAN BANDIT","Rather Be f/Jess Glynne",805,"+16",195,"+3",3.695,"+0.203",19,"153",41,805,195,3.695
"43",43,"-1","ECHOSMITH","Cool Kids",641,"+28",266,"-31",2.77,"+0.146",9,"--",42,641,377,2.77
"44",44,"-1","AVICII","Addicted To You",615,"+15",156,"-8",1.971,"+0.098",14,"--",43,615,175,1.971
"45",45,"+1","CHARLI XCX","Boom Clap",548,"+113",538,"+108",3.258,"+0.616",3,"11",45,548,538,3.258
"46",46,"-2","CHROMEO","Jealous (I Ain't With It)",547,"+12",88,"-5",1.65,"+0.055",16,"--",43,547,119,1.663
