"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",14838,-58,61,-200,96.217,-0.283,73,"5",1,14935,2322,96.531
"2",2,"=","LMFAO Party Rock Anthem",13787,-62,-195,-73,92.869,-0.18,90,"2",1,14043,1859,94.193
"3",3,"=","PITBULL Give Me Everything f/Ne-Yo",11695,-130,-1024,-35,77.558,-1.131,90,"10",1,14233,1811,95.596
"4",4,"=","NICKI MINAJ Super Bass",11054,70,660,-24,68.131,0.354,90,"8",4,11054,1188,68.131
"5",5,"=","BRITNEY SPEARS I Wanna Go",10573,251,1518,34,72.1,1.53,56,"9",5,10573,1768,72.1
"6",6,"=","ONEREPUBLIC Good Life",9465,-18,173,-88,53.062,-0.092,90,"11",6,9496,978,53.154
"7",7,"+1","HOT CHELLE RAE Tonight Tonight",9298,24,316,-96,51.054,0.442,90,"6",7,9298,838,51.054
"8",8,"-1","LADY GAGA The Edge Of Glory",9090,-200,-818,-129,53.268,-1.968,90,"18",3,11672,2193,68.045
"9",9,"+1","LIL WAYNE How To Love",7406,77,850,-58,42.77,0.319,65,"7",9,7406,1328,42.77
"10",10,"-1","ADELE Rolling In The Deep",7256,-169,-994,-50,45.832,-1.899,90,"13",1,14295,2273,96.15
"11",11,"=","BAD MEETS EVIL Lighters f/Bruno Mars",6952,233,1509,70,48.041,2.137,44,"4/90",11,6952,1509,48.041
"12",12,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",5305,11,228,-51,26.658,-0.17,90,"25",12,5305,615,26.932
"13",13,"=","THE BAND PERRY If I Die Young",5293,113,674,126,27.693,0.653,90,"14",13,5293,674,27.693
"14",14,"=","BLACK EYED PEAS Just Can't Get Enough",5102,-48,-327,13,33.271,-0.678,90,"54",2,13366,715,84.474
"15",15,"=","BEYONCE Best Thing I Never Had",4554,20,77,-26,21.693,-0.173,62,"21",15,4571,856,22.192
"16",16,"=","LUPE FIASCO The Show Goes On",4409,-124,-935,54,24.432,-0.606,90,"66",6,8825,1043,53.459
"17",17,"=","CHRIS BROWN She Ain't You",4306,43,305,-24,22.593,0.077,79,"51",17,4306,635,22.593
"18",18,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",4025,93,919,-55,21.488,0.545,56,"15",18,4025,1017,21.488
"19",19,"+1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",3886,131,806,-22,20.577,0.771,31,"1",19,3886,951,20.577
"20",20,"-1","JENNIFER LOPEZ I'm Into You f/Lil Wayne",3780,-2,343,-61,20.609,-0.089,65,"42",19,3782,611,20.698
"21",21,"+1","FOSTER THE PEOPLE Pumped Up Kicks",3170,129,971,-38,18.437,0.396,26,"3",21,3170,1009,18.437
"22",22,"-1","JASON DERULO Don't Wanna Go Home",3123,-320,-1958,-56,14.925,-1.488,88,"35",9,7292,1463,37.775
"23",23,"=","PITBULL Rain Over Me",3087,82,594,10,18.444,0.394,30,"22",23,3087,813,18.444
"24",24,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",2911,127,797,21,15.065,0.813,41,"16",24,2911,797,15.065
"25",25,"=","RIHANNA Cheers (Drink To That)",2907,183,1551,-43,20.531,1.471,12,"32",25,2907,1594,20.531
