"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","BRUNO MARS","When I Was Your M...",15736,"-21",-275,"-37",105.927,"-0.056",90,"3",1,16011,2737,106.569
"2",2,"=","RIHANNA","Stay f/Mikky Ekko",15134,"+88",1367,"-135",101.662,"+0.428",78,"4",2,15134,1920,101.662
"3",3,"+1","PITBULL","Feel This Moment",12171,"+196",1706,"+112",82.167,"+0.583",99,"11",3,12171,1706,82.167
"4",4,"-1","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",12007,"-31",-326,"-55",71.292,"+0.003",91,"10",3,12353,6457,74.223
"5",5,"+1","PINK","Just Give Me A Re...",11245,"+142",1793,"-123",74.538,"+1.120",54,"1",5,11245,1949,74.538
"6",6,"-1","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",11244,"-58",-932,"+179",71.831,"-0.629",148,"15/18",1,15012,2020,109.652
"7",7,"=","MAROON 5","Daylight",10172,"-436",-2659,"-325",66.014,"-2.058",143,"33",1,14639,1641,96.697
"8",8,"=","CALVIN HARRIS","Sweet Nothing f/F...",8550,"-246",-2109,"-112",58.001,"-0.646",151,"61",4,11639,1126,84.444
"9",9,"=","DEMI LOVATO","Heart Attack",8081,"+8",407,"-92",50.982,"+0.196",46,"8",9,8081,2482,50.982
"10",10,"=","SWEDISH HOUSE MAF...","Don't You Worry C...",7807,"-68",-522,"+25",49.574,"-0.515",218,"72",1,14704,1905,116.982
"11",11,"=","OLLY MURS","Troublemaker f/Fl...",7456,"+62",295,"+41",41.724,"+0.160",119,"28",11,7456,1121,41.724
"12",12,"=","TAYLOR SWIFT","I Knew You Were T...",7068,"-164",-1404,"+34",52.284,"-1.674",147,"48",1,16073,2452,126.481
"13",13,"=","KREWELLA","Alive",6955,"+57",264,"+9",45.223,"-0.318",67,"45",13,6955,1026,45.974
"14",14,"+1","ICONA POP","I Love It f/Charl...",6395,"+232",1316,"+124",38.433,"+1.369",66,"5",14,6395,1316,38.433
"15",15,"+1","JUSTIN TIMBERLAKE","Mirrors",6386,"+332",2077,"+42",43.051,"+2.232",24,"6",15,6386,2236,43.051
"16",16,"-2","TAYLOR SWIFT","22",6175,"-28",288,"-22",31.406,"+0.047",43,"23",14,6203,2327,31.406
"17",17,"+1","MACKLEMORE & RYAN...","Can't Hold Us f/R...",5664,"+157",1616,"-124",41.965,"+0.791",32,"2",17,5664,1985,41.965
"18",18,"-1","WILL.I.AM & BRITN...","Scream And Shout",5561,"-89",-704,"-4",37.5,"-0.444",141,"41",3,13157,2182,99.406
"19",19,"=","MUMFORD & SONS","I Will Wait",5180,"-120",-823,"-122",31.16,"-0.355",100,"44",14,6076,747,37.093
