"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY","Roar",16504,-126,-579,-62,110.914,-0.619,69,"3",1,17176,6098,117.145
"2",2,"=","LORDE","Royals",16349,35,844,-206,108.456,0.576,68,"1",2,16349,2817,108.456
"3",3,"=","AVICII","Wake Me Up",16151,59,375,-66,108.165,0.243,84,"5",2,16151,2103,108.165
"4",4,"=","MILEY CYRUS","Wrecking Ball",11995,245,1786,-38,83.557,1.172,38,"4",4,11995,2954,83.557
"5",5,"=","JAY Z","Holy Grail f/Just...",11611,12,-89,2,76.273,0.55,107,"15",4,11700,2095,78.442
"6",6,"=","LADY GAGA","Applause",11407,46,365,16,76.472,-0.355,68,"10",6,11407,3922,77.477
"7",7,"=","LANA DEL REY","Summertime Sadnes...",10943,-262,-1921,14,66.181,-1.942,108,"33/51",2,13737,1923,88.403
"8",8,"=","DRAKE","Hold On We're Goi...",10145,34,217,-1,66.208,0.48,69,"6",7,10145,1610,66.208
"9",9,"=","PARAMORE","Still Into You",7640,-27,81,-102,44.456,-0.185,163,"29",9,7667,961,46.958
"10",10,"=","SELENA GOMEZ","Slow Down",7608,47,670,-57,44.042,0.177,62,"31",10,7608,1167,44.042
"11",11,"=","CAPITAL CITIES","Safe And Sound",7197,-298,-1992,-78,52.293,-1.323,181,"18",2,13601,1309,86.941
"12",12,"=","BRUNO MARS","Gorilla",6577,6,143,-24,38.16,-0.493,40,"24",12,6577,1872,38.774
"13",13,"=","ROBIN THICKE","Give It 2 U f/Ken...",6303,-15,134,-45,33.58,-0.1,76,"57",13,6339,1340,33.892
"14",14,"=","TAYLOR SWIFT","Everything Has .....",5693,8,245,-37,30.196,-0.836,97,"45",14,5693,990,31.815
"15",15,"=","BRITNEY SPEARS","Work Bitch",5635,33,299,-9,31.022,-0.4,34,"22",15,5635,3487,31.994
"16",16,"=","JUSTIN TIMBERLAKE","TKO",5044,95,868,-66,29.837,0.665,25,"69",16,5044,1724,29.837
"17",17,"=","IMAGINE DRAGONS","Demons",4473,201,1151,83,27.001,1.535,48,"11",17,4473,1151,27.001
"18",18,"=","TEGAN & SARA","Closer",4245,40,326,-7,21.498,0.548,125,"104",17,4245,570,21.498
"19",19,"=","AWOLNATION","Sail",3944,-52,-103,-48,18.424,-0.169,149,"30",17,4079,550,18.593
"20",20,"=","JASON DERULO","Marry Me",3768,71,636,-21,19.129,0.624,35,"25",20,3768,856,19.129
