"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY","Roar",17082,"+53",290,"-105",117.112,"+0.058",57,"4",1,17082,6098,117.112
"2",2,"=","AVICII","Wake Me Up",15176,"+217",1797,"-46",101.916,"+0.809",72,"5",2,15176,2103,101.916
"3",3,"=","LORDE","Royals",14242,"+130",1923,"-316",94.639,"+1.207",56,"2",3,14242,2817,94.639
"4",4,"=","LANA DEL REY","Summertime Sadnes...",13653,"-33",-86,"-151",85.272,"-0.678",96,"23/34",2,13737,1923,88.403
"5",5,"=","JAY Z","Holy Grail f/Just...",11561,"+39",638,"-88",78.121,"-0.154",95,"11",5,11561,2095,78.275
"6",6,"=","CAPITAL CITIES","Safe And Sound",10863,"-138",-1473,"-9",67.26,"-0.116",169,"20",2,13601,1309,86.941
"7",7,"=","LADY GAGA","Applause",10802,"+86",696,"-25",74.091,"+0.285",56,"7",7,10802,3922,74.091
"8",8,"=","DRAKE","Hold On We're Goi...",9676,"+157",1226,"+23",62.438,"+0.257",57,"6",8,9676,1610,62.438
"9",9,"=","MILEY CYRUS","Wrecking Ball",8735,"+243",1926,"-88",60.312,"+1.638",26,"3/88",9,8735,2954,60.312
"10",10,"+1","PARAMORE","Still Into You",7154,"+100",504,"+0",44.378,"+0.617",151,"26",10,7154,961,44.378
"11",11,"-1","ROBIN THICKE","Blurred Lines f/P...",6932,"-165",-941,"-114",44.919,"-0.227",151,"19",1,16771,2544,113.5
"12",12,"=","SELENA GOMEZ","Slow Down",6420,"+94",1031,"-60",35.684,"+0.579",50,"32",12,6420,1167,35.684
"13",13,"=","BRUNO MARS","Gorilla",6161,"+81",870,"-91",35.653,"+0.814",28,"30",13,6161,1872,35.653
"14",14,"=","ROBIN THICKE","Give It 2 U f/Ken...",6062,"+34",452,"-142",33.367,"+0.256",64,"44",13,6062,1340,33.367
"15",15,"+1","TAYLOR SWIFT","Everything Has .....",5364,"+33",460,"-18",29.583,"+0.594",85,"37",15,5364,990,29.583
"16",16,"-1","MACKLEMORE & RYAN...","Same Love f/Mary ...",5228,"-323",-2776,"-85",33.789,"-1.511",136,"48",5,11178,1815,71.324
"17",17,"=","BRITNEY SPEARS","Work Bitch",5005,"+170",956,"-41",28.61,"+0.526",22,"14",17,5005,3487,29.745
"18",18,"+1","EMINEM","Berzerk",4302,"+19",178,"-70",19.611,"-0.076",41,"9/72",18,4302,1757,19.955
"19",19,"+1","AWOLNATION","Sail",4007,"+89",391,"+62",18.119,"+0.347",137,"21",19,4007,550,18.119
"20",20,"+1","TEGAN & SARA","Closer",3800,"+84",481,"-2",19.499,"+0.678",113,"123",20,3800,570,19.499
"21",21,"+3","JUSTIN TIMBERLAKE","TKO",3190,"+179",1196,"-75",21.42,"+0.999",13,"76",21,3190,1724,21.42
"22",22,"=","PINK","True Love f/Lily ...",3108,"+20",114,"-12",13.432,"+0.276",78,"81",22,3108,503,13.432
"23",23,"+3","IMAGINE DRAGONS","Demons",2691,"+140",568,"+55",16.101,"+0.566",36,"16",23,2691,772,16.101
"24",24,"+3","JASON DERULO","Marry Me",2598,"+54",661,"-78",12.312,"+0.526",23,"28",24,2598,856,12.312
"25",25,"+3","MILEY CYRUS","We Can't Stop",2459,"-67",-772,"+150",14.31,"-0.236",124,"10",9,9405,1276,55.184
"26",26,"-1","PHILLIP PHILLIPS","Gone, Gone, Gone",2394,"-195",-1190,"-97",14.288,"-0.952",132,"51",19,4407,462,24.14
"27",27,"+2","FIFTH HARMONY","Miss Movin' On",2347,"+33",187,"-44",11.086,"+0.374",90,"86",27,2347,324,11.086
"28",28,"+2","NEIGHBOURHOOD","Sweater Weather",2233,"+7",121,"+5",7.851,"+0.005",100,"38",28,2233,262,7.866
"29",29,"+2","KREWELLA","Live For The Nigh...",2017,"-66",24,"-165",9.979,"-0.078",77,"226",29,2083,288,10.057
"30",30,"+2","BONNIE MCKEE","American Girl",1755,"-127",-968,"-41",6.944,"-0.713",92,"68",23,3167,740,15.059
"31",31,"+2","RIHANNA","What Now",1705,"+39",477,"-90",6.149,"+0.111",16,"293",31,1705,821,6.149
