"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","WIZ KHALIFA","See You Again f/Charlie Puth",17991,375,3713,56,112.793,1.356,45,"2/66",1,17991,3713,112.793
2,"=","THE WEEKND","Earned It",16628,12,-317,127,90.995,0.103,89,"10",1,17055,2820,102.104
3,"+1","JASON DERULO","Want To Want Me",15911,300,1934,206,89.107,1.079,70,"9",3,15911,4301,89.169
4,"-1","WALK THE MOON","Shut Up And Dance",15732,58,2129,-268,93.407,-0.132,93,"3",3,15732,2567,95.712
5,"=","ELLIE GOULDING","Love Me Like You Do",14211,-347,-1944,-201,91.556,-0.63,128,"24",1,18696,2216,120.696
6,"=","NICK JONAS","Chains",11680,-62,-25,-72,62.474,-0.489,127,"33",6,11747,1317,67.449
7,"=","NATALIE LA ROSE","Somebody f/Jeremih",10106,-361,-3341,-66,59.627,-1.944,134,"36",3,15912,2141,87.237
8,"=","ARIANA GRANDE","One Last Time",9713,-344,-2142,-299,53.139,-2.101,100,"62",6,12152,2135,76.95
9,"+1","TOVE LO","Talking Body",9708,82,1213,12,55.947,0.881,123,"12",9,9708,1213,55.947
10,"-1","MAROON 5","Sugar",9549,-226,-1651,31,64.091,-1.29,127,"22",1,18530,2244,117.81
11,"=","FLO RIDA","GDFR f/Sage The Gemini",9314,-241,-1680,-174,45.119,-0.996,129,"31",7,11307,1433,61.931
12,"=","DAVID GUETTA","Hey Mama  f/Nicki Minaj",9033,12,1438,-240,57.487,0.548,71,"5",12,9033,1678,57.487
13,"=","DJ SNAKE & ALUNAGEORGE","You Know You Like It",8649,52,1223,-198,46.393,0.247,72,"17",13,8649,1606,46.472
14,"=","TAYLOR SWIFT","Style",8189,-64,-853,162,53.632,-0.115,133,"35",1,18488,3111,115.714
15,"=","FIFTH HARMONY","Worth It f/Kid Ink",6398,84,986,-156,28.728,0.234,75,"14",15,6398,1312,28.728
16,"=","MEGHAN TRAINOR","Dear Future Husband",5974,-18,194,45,25.99,-0.092,59,"13",15,6002,1246,28.557
17,"=","ECHOSMITH","Bright",5106,0,307,-34,21.308,0.271,105,"39",17,5106,965,22.144
18,"=","ANDY GRAMMER","Honey, I'm Good",4504,110,1003,22,22.144,0.669,82,"6",18,4504,1003,22.144
19,"=","FETTY WAP","Trap Queen",4281,101,578,32,21.85,0.295,50,"8/84",18,4281,816,21.85
20,"=","SKRILLEX & DIPLO","Where Are U Now f/J. Bieber",4001,103,776,-56,20.337,0.298,37,"23",20,4001,1069,20.337
21,"=","GEORGE EZRA","Budapest",3817,12,586,-18,15.544,0.016,77,"37",21,3817,712,16.094
22,"=","SHAGGY F/MOHOMBI/FAYDEE/COSTI","I Need Your Love",3764,122,753,61,20.928,0.788,85,"65",22,3764,753,20.928
23,"=","NICKI MINAJ","The Night Is Still Young",3547,148,1093,-58,17.809,0.171,18,"42",23,3547,1341,17.809
24,"=","BRITNEY SPEARS & IGGY AZALEA","Pretty Girls",3051,119,-209,-151,11.659,0.052,14,"25",21,3260,3236,23.486
25,"=","SIA","Elastic Heart f/The Weeknd...",2904,98,728,4,20.552,0.628,64,"58",25,2904,728,20.552
26,"=","RYN WEAVER","OctaHate",2754,-16,-29,-19,8.561,-0.129,71,"52",23,2785,649,9.343
27,"=","SHEPPARD","Geronimo",2739,-3,106,-15,10.751,-0.051,88,"40",25,2753,732,11.307
28,"+3","PITBULL","Fun f/Chris Brown",2174,154,550,85,15.564,0.65,22,"26",28,2174,550,15.564
29,"=","CARLY RAE JEPSEN","I Really Like You",2161,64,167,4,8.545,0.608,47,"74",29,2161,404,8.545
30,"=","CALVIN HARRIS","Pray To God f/HAIM",2061,20,241,7,11.079,-0.289,31,"189",30,2061,664,12.043
31,"+2","OMI","Cheerleader",2058,95,656,-11,16.922,0.555,16,"30",31,2058,713,16.922
32,"+3","MAROON 5","This Summer's Gonna Hurt...",2057,385,2057,385,19.115,3.268,3,"19",32,2057,2057,19.115
33,"-1","MARTIN GARRIX","Don't Look Down f/Usher",2052,85,144,88,9.961,0.281,36,"128",30,2052,627,11
34,"-6","ZEDD","I Want You To Know f/S. Gomez",1934,-223,-2074,111,13.685,-0.692,84,"82",11,9109,3786,52.698
35,"-1","RIHANNA","American Oxygen",1821,-1,70,-71,5.641,-0.174,22,"105",32,1822,927,6.457
36,"=","CALVIN HARRIS","Outside f/Ellie Goulding",1491,-61,-106,-32,16.354,-0.544,149,"147",8,9077,1280,60.662
37,"+1","DILLON FRANCIS & DJ SNAKE","Get Low",1392,37,50,49,4.37,0.07,49,"89",37,1438,371,6.171
38,"-1","NATE RUESS","Nothing Without Love",1302,-83,-610,-94,6.051,-0.24,46,"68",29,2025,1078,9.694
39,"=","RIHANNA/KANYE WEST/P MCCARTNEY","FourFiveSeconds",1280,-25,-313,53,5.926,-0.027,113,"72",6,11254,3932,65.756
40,"=","ADAM LAMBERT","Ghost Town",1275,8,230,20,5.912,0.287,15,"252",40,1275,661,5.912
41,"+1","MAJOR LAZER","Lean On f/MØ & DJ Snake",1249,45,447,0,9.224,0.282,8,"41",41,1249,447,9.224
42,"-1","R5","Let's Not Be Alone Tonight",1226,-23,-92,-23,3.125,-0.018,52,"288",37,1372,490,3.388
43,"+3","ED SHEERAN","Photograph",1180,150,980,120,5.77,0.521,3,"117",43,1180,980,5.77
44,"-1","FALL OUT BOY","Uma Thurman",1175,33,144,32,5.255,0.149,28,"38",42,1175,318,5.268
45,"-1","NE-YO","Coming With You",1153,14,177,-15,5.121,0.124,22,"1106",43,1153,257,5.121
46,"-1","SAM HUNT","Take Your Time",1067,29,250,3,4.043,0.12,8,"34",45,1067,296,4.043
47,"=","YEARS & YEARS","King",1033,32,94,17,4.701,0.103,19,"196",46,1033,276,4.791
48,"=","ALESSO","Cool",923,-22,-94,-23,2.708,-0.203,45,"313",43,1032,273,3.893
49,"+1","JEREMIH F/FLO RIDA","Tonight Belongs To U!",914,25,107,0,3.831,0.16,8,"618",49,914,327,3.973
50,"-1","KATY TIZ","Whistle (While You Work)",914,-7,28,-14,2.229,-0.025,36,"113",44,921,133,2.254
