"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ELLIE GOULDING","Lights",13991,"-8",207,"-74",100.896,"+0.531",185,"12",1,13999,1482,100.896
2,"=","KATY PERRY","Wide Awake",13767,"+7",-173,"+62",96.301,"-0.165",83,"6",1,14124,2824,100.029
3,"=","DAVID GUETTA","Titanium f/Sia",10739,"+35",290,"-53",78.269,"+0.521",127,"15",3,10739,1091,78.269
4,"=","RIHANNA","Where Have You Been",10523,"-75",-1115,"+33",78.603,"-0.355",120,"33",2,12963,1884,95.69
5,"=","MAROON 5","Payphone f/Wiz Khali...",10215,"-198",-1203,"-124",77.77,"-2.393",119,"25",1,14353,3415,107.136
6,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",9190,"+62",432,"+29",59.361,"+0.762",107,"29",6,9190,1254,59.361
7,"=","DEMI LOVATO","Give Your Heart A Br...",8978,"+104",571,"+69",66.102,"+1.195",166,"22",7,8978,1250,66.102
8,"=","CARLY RAE JEPSEN","Call Me Maybe",8620,"-176",-1272,"-12",59.773,"-0.875",155,"4",1,14563,1711,111.23
9,"=","USHER","Scream",8328,"-184",-1088,"-173",57.692,"-1.309",109,"30",6,9627,2323,68.266
10,"+1","FLO RIDA","Whistle",7890,"+160",917,"+57",54.568,"+0.585",69,"2",10,7890,1412,54.568
11,"-1","PINK","Blow Me (One Last Ki...",7870,"+38",598,"-35",52.144,"+0.660",40,"13/97",10,7870,2737,52.144
12,"=","CHER LLOYD","Want U Back",7344,"+45",381,"+5",44.41,"+0.145",93,"9",11,7344,1103,44.41
13,"+1","OWL CITY & CARLY RAE...","Good Time",6440,"+71",460,"+38",42.174,"+0.831",48,"8",13,6440,1961,42.174
14,"+2","NEON TREES","Everybody Talks",5611,"+243",1277,"+163",35.41,"+0.883",126,"16",14,5611,1277,35.41
15,"=","HAVANA BROWN","We Run The Night f/P...",5326,"-68",-332,"-66",38.895,"-0.549",183,"50",14,5660,544,41.835
16,"+1","THE WANTED","Chasing The Sun",4580,"+0",118,"-50",26.219,"+0.049",101,"47",16,4580,656,26.67
17,"+1","JUSTIN BIEBER","As Long As You Love ...",4547,"+31",671,"-104",30.474,"+0.238",39,"7",17,4547,1096,30.474
18,"+1","MAROON 5","One More Night",4168,"+133",850,"-92",25.801,"+1.475",26,"5",18,4168,1236,25.801
19,"+1","NO DOUBT","Settle Down",3914,"+77",583,"-52",22.541,"+0.380",26,"69",19,3914,1467,22.541
20,"+1","NICKI MINAJ","Pound The Alarm",3513,"+179",814,"+93",24.004,"+1.724",28,"18",20,3513,1036,24.004
21,"+1","FUN.","Some Nights",3402,"+74",576,"-8",22.092,"+0.654",64,"3",21,3402,715,22.092
22,"+1","KELLY CLARKSON","Dark Side",3119,"+8",160,"-21",18.412,"+0.243",65,"32",20,3119,493,18.412
23,"+1","GROUPLOVE","Tongue Tied",2921,"+17",66,"+6",17.204,"-0.272",111,"48",20,2955,433,18.208
24,"+1","JASON MRAZ","I Won't Give Up",2853,"+24",233,"-2",19.171,"-0.055",120,"19",22,2853,276,19.226
25,"+1","ALEX CLARE","Too Close",2685,"+34",315,"-1",17.458,"+0.181",76,"14",25,2685,468,17.458
26,"+1","ONE DIRECTION","One Thing",2285,"-173",-1367,"+69",11.211,"-0.817",99,"45",13,5433,975,29.694
27,"+1","OUTASIGHT","Now Or Never",2212,"+4",-11,"+3",12.293,"+0.226",95,"184",25,2249,320,12.293
