"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","FUN. We Are Young f/Janelle Monae",14280,"-16",-138,"-33",109.821,"-0.107",75,"4",1,14439,2738,110.772
"2",2,"=","FLO RIDA Wild Ones f/Sia",12501,"+106",564,"+94",90.397,"+0.885",93,"7",2,12501,1940,90.397
"3",3,"=","WANTED Glad You Came",11813,"-239",-1428,"-171",91.187,"-0.781",120,"10",1,13712,1363,101.962
"4",4,"=","GOTYE Somebody That I Used To Know",11429,"+259",1986,"+26",88.088,"+1.468",67,"1",4,11429,2018,88.088
"5",5,"=","NICKI MINAJ Starships",10763,"+228",1410,"+169",77.926,"+0.911",83,"8/36",5,10763,1834,77.926
"6",6,"=","KATY PERRY Part Of Me",10097,"-211",-1552,"-132",68.124,"-1.852",84,"22",3,12039,3625,78.553
"7",7,"=","ONE DIRECTION What Makes You Beautiful",10071,"+60",728,"-87",69.301,"+0.969",68,"6",6,10071,1579,69.301
"8",8,"=","ADELE Rumour Has It",8451,"-20",158,"-60",54.801,"+0.422",64,"25",8,8471,1514,55.764
"9",9,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",7897,"-81",-894,"+22",59.604,"-1.564",120,"24",1,13549,2321,99.332
"10",10,"=","JUSTIN BIEBER Boyfriend",7604,"-45",-256,"-12",44.397,"-0.605",42,"5",9,7937,4726,51.492
"11",11,"=","CALVIN HARRIS Feel So Close",7358,"-163",-787,"-187",48.754,"-1.294",88,"12",7,8145,1329,55.352
"12",12,"=","CARLY RAE JEPSEN Call Me Maybe",7135,"+45",605,"-15",49.619,"+0.454",57,"3",12,7135,1298,49.619
"13",13,"=","MAROON 5 Payphone f/Wiz Khalifa",6527,"+259",1374,"+13",47.215,"+1.731",21,"2",13,6527,3415,47.215
"14",14,"=","KARMIN Broken Hearted",5843,"+32",185,"+73",35.54,"+0.390",78,"18",14,5843,936,35.54
"15",15,"=","TRAIN Drive By",5737,"+7",202,"+7",34.203,"+0.123",113,"11",15,5738,601,34.203
"16",16,"=","DRAKE Take Care f/Rihanna",5132,"-145",-1162,"+5",40.953,"-0.596",121,"37",8,7620,1220,60.618
"17",17,"=","JENNIFER LOPEZ Dance Again f/Pitbull",4800,"-27",2,"-38",29.706,"-0.144",38,"13",17,4851,2243,30.831
"18",18,"+1","PITBULL Back In Time",3961,"+53",674,"-78",21.054,"+0.240",39,"15",18,3961,925,21.054
"19",19,"+4","RIHANNA Where Have You Been",3464,"+315",1652,"+198",25.325,"+1.937",22,"17",19,3464,1652,25.325
"20",20,"+1","ELLIE GOULDING Lights",3301,"+113",786,"+67",20.438,"+0.573",87,"31",20,3301,786,20.438
"21",21,"-1","B.O.B So Good",3221,"-149",-1293,"-135",17.517,"-1.465",65,"28",18,4675,1013,31.923
"22",22,"=","TAYLOR SWIFT Eyes Open",2989,"-166",-851,"-159",14.672,"-0.807",43,"19",20,3925,1442,22.308
"23",23,"+2","USHER Scream",2918,"+380",1656,"+213",22.45,"+1.814",11,"34",23,2918,2119,24.842
"24",24,"=","DEMI LOVATO Give Your Heart A Break",2753,"+123",665,"+91",17.99,"+0.523",68,"40",24,2753,665,17.99
"25",25,"+1","DAVID GUETTA Titanium f/Sia",2126,"+85",644,"+3",14.188,"+0.406",29,"33",25,2126,690,14.188
"26",26,"+3","HAVANA BROWN We Run The Night f/Pitbull",1969,"+45",150,"-41",14.961,"+0.254",85,"47",26,1969,267,14.961
"27",27,"+1","DRAKE The Motto f/Lil Wayne",1940,"-7",-52,"+40",16.388,"-0.004",78,"30",25,2047,321,19.147
"28",28,"+3","CHRIS RENE Young Homie",1715,"+77",201,"+51",7.67,"+0.727",57,"109",28,1715,213,7.67
