"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","BRITNEY SPEARS I Wanna Go",12602,-48,-126,-47,77.786,-0.118,88,"21",1,12853,1768,82.422
2,"=","KATY PERRY Last Friday Night (T.G.I.F.)",12069,-110,-890,33,73.52,-0.688,105,"23",1,14935,2322,96.531
3,"+2","BAD MEETS EVIL Lighters f/Bruno Mars",11107,121,692,-10,72.263,0.957,76,"12",3,11107,1599,72.263
4,"-1","NICKI MINAJ Super Bass",10924,-123,-697,-97,68.321,-0.829,122,"15",3,12009,1188,73.23
5,"-1","LMFAO Party Rock Anthem",10903,-128,-710,-74,73.491,-0.965,122,"4/97",1,14043,1859,94.193
6,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",10889,209,1663,-65,69.025,1.854,63,"2",6,10889,1893,69.025
7,"=","PITBULL Give Me Everything f/Ne-Yo",8164,-91,-320,-55,58.813,-1.216,122,"17",1,14233,1811,95.596
8,"+1","FOSTER THE PEOPLE Pumped Up Kicks",8113,94,1028,-69,48.461,0.382,58,"3",8,8113,1302,48.461
9,"-1","ONEREPUBLIC Good Life",7988,-71,-629,51,50.004,-0.855,122,"16",6,9571,978,57.364
10,"=","HOT CHELLE RAE Tonight Tonight",7732,-150,-1189,19,43.957,-0.819,122,"20",5,10036,838,54.593
11,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",7205,130,1058,-73,44.883,0.602,73,"7",11,7205,1218,44.883
12,"=","RIHANNA Cheers (Drink To That)",7155,109,524,24,39.92,0.443,44,"5",11,7155,1594,39.92
13,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",7095,105,664,38,42.638,1.049,88,"9",12,7095,1017,42.638
14,"=","LIL WAYNE How To Love",6339,-121,-869,24,38.469,-0.187,97,"11",9,8047,1328,45.275
15,"=","LADY GAGA You And I",5983,86,1011,-93,35.272,0.354,32,"6",15,5983,1553,35.272
16,"=","THE BAND PERRY If I Die Young",4749,-194,-992,-113,26.56,-1.051,122,"18",11,6052,768,32.555
17,"=","IYAZ Pretty Girls",4606,40,436,-39,22.032,-0.157,97,"46",17,4606,659,22.189
18,"=","DEV In The Dark",4502,129,1097,-13,31.784,0.811,43,"19",18,4502,1224,31.784
19,"=","ADELE Someone Like You",4428,158,1224,-35,28.2,0.925,34,"1",19,4428,1346,28.2
20,"=","LADY GAGA The Edge Of Glory",3972,-64,-754,98,21.938,-0.275,122,"47",3,11672,2193,68.045
21,"=","JASON DERULO It Girl",3268,95,936,-41,15.311,0.854,23,"31",21,3268,1048,15.311
22,"=","THE SCRIPT Nothing",3056,9,400,-109,14.791,0.226,42,"43",21,3056,722,14.791
