"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"+1","RIHANNA","Stay f/Mikky Ekko",15377,"+66",532,"-37",101.61,"-0.253",83,"5",1,15377,1920,101.978
2,"-1","BRUNO MARS","When I Was Your M...",15285,"-115",-519,"+2",100.737,"-1.386",95,"7",1,16011,2737,106.569
3,"=","PITBULL","Feel This Moment",12781,"+95",1157,"-117",85.726,"+0.576",104,"18",3,12781,1706,85.726
4,"=","PINK","Just Give Me A Re...",12555,"+189",1655,"-109",84.222,"+1.486",59,"2",4,12555,1949,84.222
5,"=","JUSTIN TIMBERLAKE","Suit & Tie f/JAY ...",10711,"-307",-1399,"-270",62.148,"-2.586",96,"15",3,12353,6457,74.223
6,"=","MACKLEMORE & RYAN...","Thrift Shop f/Wan...",10351,"-164",-1093,"+26",64.917,"-1.311",153,"16/22",1,15012,2020,109.652
7,"=","MAROON 5","Daylight",9094,"-238",-1998,"+48",59.988,"-1.327",148,"47",1,14639,1641,96.697
8,"=","DEMI LOVATO","Heart Attack",8508,"+91",431,"+9",53.451,"+0.389",51,"13",8,8508,2482,53.451
9,"+2","JUSTIN TIMBERLAKE","Mirrors",7656,"+279",1907,"+53",52.167,"+1.990",29,"4",9,7656,2236,52.167
10,"=","OLLY MURS","Troublemaker f/Fl...",7652,"+35",329,"-6",41.81,"-0.290",124,"36",10,7652,1121,42.217
11,"-2","CALVIN HARRIS","Sweet Nothing f/F...",7650,"-139",-1407,"+120",52.618,"-1.016",156,"70",4,11639,1126,84.444
12,"=","KREWELLA","Alive",7265,"+41",438,"+34",44.592,"-0.012",72,"45",12,7265,1026,45.974
13,"+1","ICONA POP","I Love It f/Charl...",7253,"+166",1263,"-14",43.792,"+1.019",71,"6",13,7253,1359,43.792
14,"-1","SWEDISH HOUSE MAF...","Don't You Worry C...",6886,"-249",-1028,"-174",44.539,"-1.438",223,"83",1,14704,1905,116.982
