"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",14379,160,916,142,91.338,1.47,63,"3",1,14379,2322,91.338
"2",2,"=","LMFAO Party Rock Anthem",14013,3,346,-36,93.687,0.271,80,"1/87",1,14013,1859,93.687
"3",3,"=","PITBULL Give Me Everything f/Ne-Yo",12993,-68,-540,144,87.174,-1.059,80,"8",1,14233,1811,95.596
"4",4,"=","LADY GAGA The Edge Of Glory",10106,-98,-719,165,62.763,-0.503,80,"12",3,11672,2193,68.045
"5",5,"=","NICKI MINAJ Super Bass",10079,151,1103,21,63.136,0.842,80,"6",5,10079,1188,63.136
"6",6,"+1","ONEREPUBLIC Good Life",9072,69,848,-52,50.56,0.622,80,"16",6,9072,978,50.56
"7",7,"-1","ADELE Rolling In The Deep",8818,-239,-1633,60,61.294,-2.096,80,"9",1,14295,2273,96.15
"8",8,"=","HOT CHELLE RAE Tonight Tonight",8759,54,641,-3,46.122,0.337,80,"4",7,8759,838,46.122
"9",9,"=","BRITNEY SPEARS I Wanna Go",8515,148,1281,-8,58,1.211,46,"7",9,8515,1768,58
"10",10,"+2","LIL WAYNE How To Love",6207,133,1110,-55,35.807,0.969,55,"5",10,6207,1328,35.807
"11",11,"=","LUPE FIASCO The Show Goes On",5923,-156,-1171,43,34.223,-1.207,80,"45",6,8825,1043,53.459
"12",12,"-2","JASON DERULO Don't Wanna Go Home",5911,-281,-1205,-163,29.99,-1.317,78,"23",9,7292,1463,37.775
"13",13,"=","BLACK EYED PEAS Just Can't Get Enough",5614,-42,-537,130,38.8,-0.248,80,"47",2,13366,715,84.474
"14",14,"=","KATY PERRY E.T.",5105,-137,-848,-43,34.871,-1.133,80,"57",1,14624,0,96.745
"15",15,"+1","BAD MEETS EVIL Lighters f/Bruno Mars",4924,152,1171,-62,30.459,1.035,34,"2/75",15,4924,1450,30.459
"16",16,"-1","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",4855,-4,309,-75,25.061,0.293,80,"30",15,4859,615,25.061
"17",17,"+1","THE BAND PERRY If I Die Young",4571,11,317,89,24.476,-0.068,80,"15",17,4571,655,24.544
"18",18,"-1","BRUNO MARS Lazy Song",4467,-99,-439,17,20.435,-0.55,80,"28",3,11422,1054,61.587
"19",19,"=","BEYONCE Best Thing I Never Had",4371,24,242,47,21.192,0.162,52,"18",18,4371,856,21.192
"20",20,"=","BRITNEY SPEARS Till The World Ends",3830,-55,-457,15,28.716,-0.454,80,"64",3,11896,966,75.819
"21",21,"=","CHRIS BROWN She Ain't You",3739,68,462,22,19.553,0.249,69,"50",21,3739,635,19.553
"22",22,"=","NICOLE SCHERZINGER Right There",3445,-220,-897,-151,14.553,-0.899,64,"38",16,4411,720,21.085
"23",23,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",3364,78,571,30,18.741,0.373,55,"52",23,3364,611,18.741
"24",24,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",2739,63,578,-68,14.688,-0.037,46,"27",24,2739,646,14.725
"25",25,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",2651,119,929,-22,13.086,0.783,21,"17",25,2651,951,13.086
"26",26,"=","RIHANNA California King Bed",2156,-245,-1318,-124,9.083,-1.059,75,"39",19,3856,616,16.018
"27",27,"=","PITBULL Rain Over Me",2106,88,652,-10,14.966,0.397,20,"58",27,2106,662,14.966
"28",28,"=","AVRIL LAVIGNE Smile",2021,12,320,1,7.975,0.092,62,"68",27,2021,320,7.975
"29",29,"=","BLACK EYED PEAS Don't Stop The Party",2008,42,448,26,7.447,0.051,28,"173",28,2008,492,7.447
"30",30,"=","IYAZ Pretty Girls",1921,31,338,-15,7.992,0.067,55,"88",28,1921,353,7.992
"31",31,"+1","FOSTER THE PEOPLE Pumped Up Kicks",1843,127,788,47,11.488,0.946,16,"11",31,1843,788,11.488
"32",32,"-1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",1802,76,450,19,10.114,0.479,31,"31",31,1802,450,10.114
"33",33,"+1","COLDPLAY Every Teardrop Is A Waterfall",1701,42,204,55,8.281,0.07,35,"48",30,1701,446,8.281
"34",34,"-1","MARTIN SOLVEIG & DRAGONETTE Hello",1699,7,115,9,15.311,-0.082,80,"66",18,4031,605,23.761
"35",35,"=","AFROJACK Take Over Control f/Eva Simons",1273,29,182,1,14.19,0.234,40,"76",35,1273,234,14.19
"36",36,"=","KELLY ROWLAND Motivation f/Lil Wayne",1247,20,252,-11,4.025,-0.015,25,"--",36,1247,338,4.04
