"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",13579,-36,-402,67,80.752,-0.114,95,"24",1,14935,2322,96.531
2,"=","BRITNEY SPEARS I Wanna Go",12853,29,342,-105,82.151,0.106,78,"20",2,12853,1768,82.151
3,"=","NICKI MINAJ Super Bass",11910,-10,-63,-95,73.23,0.13,112,"14",3,12009,1188,73.23
4,"=","LMFAO Party Rock Anthem",11826,-42,-435,53,80.486,-0.42,112,"10",1,14043,1859,94.193
5,"=","BAD MEETS EVIL Lighters f/Bruno Mars",10157,70,646,-83,63.807,0.575,66,"15",5,10157,1599,63.807
6,"=","HOT CHELLE RAE Tonight Tonight",9541,-72,-482,-58,52.041,-0.515,112,"23",5,10036,838,54.593
7,"=","ONEREPUBLIC Good Life",9115,-68,-392,-46,53.855,-0.753,112,"25",6,9571,978,57.364
8,"=","PITBULL Give Me Everything f/Ne-Yo",8776,-56,-428,96,64.952,-0.121,112,"13",1,14233,1811,95.596
9,"=","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",8471,283,1520,107,50.859,1.582,53,"5",9,8471,1684,50.859
10,"=","LIL WAYNE How To Love",7853,-51,-147,-39,42.517,-0.114,87,"28",9,8047,1328,45.275
11,"=","FOSTER THE PEOPLE Pumped Up Kicks",6647,135,981,-23,38.499,0.993,48,"2",11,6647,1302,38.499
12,"=","RIHANNA Cheers (Drink To That)",6404,125,742,-46,37.474,0.392,34,"8",12,6404,1594,37.474
13,"=","COBRA STARSHIP You Make Me Feel... f/Sab...",6318,56,680,-68,35.712,0.616,78,"7",12,6318,1017,35.712
14,"=","THE BAND PERRY If I Die Young",5917,9,-122,-2,32.245,0.344,112,"22",11,6052,768,32.397
15,"+1","GYM CLASS HEROES Stereo Hearts f/Adam Le...",5586,177,860,42,32.603,0.918,63,"9",15,5586,1014,32.603
16,"-1","LADY GAGA The Edge Of Glory",5313,-167,-842,-58,29.726,-1.266,112,"51",3,11672,2193,68.045
17,"=","LADY GAGA You And I",4459,216,1501,-31,26.991,1.362,22,"4",17,4459,1553,26.991
18,"=","IYAZ Pretty Girls",4023,91,609,-25,19.637,0.69,87,"65",18,4023,659,19.637
