"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","ELLIE GOULDING","Love Me Like You Do",18629,"+169",958,"+104",120.169,"+0.583",101,"14",1,18629,2216,120.169
"2",2,"=","MAROON 5","Sugar",17499,"-80",-712,"-20",113.624,"-0.204",100,"16/66",1,18530,2244,117.81
"3",3,"=","NATALIE LA ROSE","Somebody f/Jeremih",15449,"+239",1231,"+25",86.344,"+0.979",107,"21",3,15449,2141,86.344
"4",4,"+1","THE WEEKND","Earned It",14623,"+378",2751,"+55",92.262,"+2.217",62,"8",4,14623,2751,92.262
"5",5,"-1","TAYLOR SWIFT","Style",13888,"-407",-2656,"-112",90.56,"-2.342",106,"28",1,18488,3111,115.714
"6",6,"+1","ARIANA GRANDE","One Last Time",11731,"+69",368,"-18",76.95,"+0.704",73,"39",6,11731,2135,76.95
"7",7,"-1","MARK RONSON","Uptown Funk f/Bruno Mars",11392,"-342",-1399,"-254",79.541,"-1.870",162,"10",1,19386,3126,125.545
"8",8,"=","JASON DERULO","Want To Want Me",11012,"+208",1394,"+25",66.786,"+1.197",43,"9",8,11012,4301,66.786
"9",9,"=","FLO RIDA","GDFR f/Sage The Gemini",10389,"+178",1011,"+80",56.081,"+0.757",102,"18",9,10389,1433,56.081
"10",10,"+1","NICK JONAS","Chains",9372,"+69",433,"+36",53.688,"+0.706",100,"15",10,9372,1264,53.688
"11",11,"-1","ED SHEERAN","Thinking Out Loud",9196,"-416",-2325,"-144",54.673,"-1.635",135,"20",1,18914,3319,118.241
"12",12,"=","ZEDD","I Want You To Know f/S. Gomez",9109,"+45",121,"+38",52.557,"+0.195",57,"75",11,9109,3786,52.557
"13",13,"=","WALK THE MOON","Shut Up And Dance",8727,"+276",1868,"-12",55.946,"+1.789",66,"4",13,8727,2103,55.946
"14",14,"+1","TOVE LO","Talking Body",6412,"+111",590,"+51",38.079,"+1.079",96,"23",14,6412,1043,38.079
"15",15,"-1","PITBULL","Time Of Our Lives f/Ne-Yo",6317,"-129",-1035,"+154",45.849,"-1.000",144,"51",4,15799,2867,94.608
"16",16,"=","TORI KELLY","Nobody Love",5513,"-43",-64,"-110",25.228,"-0.202",70,"78",16,5612,1398,26.444
"17",17,"=","WIZ KHALIFA","See You Again f/Charlie Puth",5382,"+551",3149,"+310",37.897,"+3.660",18,"1/67",17,5382,3149,37.897
"18",18,"+2","MEGHAN TRAINOR","Dear Future Husband",4812,"+110",701,"+67",22.937,"+0.409",32,"24",18,4812,1246,22.937
"19",19,"-1","SAM SMITH","Lay Me Down",4791,"+2",72,"-78",24.788,"+0.208",70,"49/72",18,4791,1008,24.788
