"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MAROON 5","One More Night",13720,"-2",198,"-49",97.764,"+0.136",87,"4",1,13722,1593,97.764
2,"+1","JUSTIN BIEBER","As Long As You Love ...",11940,"+135",518,"+118",80.207,"+1.410",100,"11",2,11940,1300,80.207
3,"-1","PINK","Blow Me (One Last Ki...",11690,"-252",-1025,"-236",83.965,"-1.284",101,"36",1,12762,2737,90.315
4,"=","TAYLOR SWIFT","We Are Never Ever Ge...",11296,"+224",1249,"+63",73.525,"+1.265",60,"7",4,11296,4592,73.525
5,"=","FUN.","Some Nights",10926,"+150",1169,"+11",71.908,"+1.298",125,"5",5,10926,1295,71.908
6,"=","OWL CITY & CARLY RAE...","Good Time",10543,"-18",-16,"-10",70.616,"-0.154",109,"19",4,10627,1961,71.832
7,"+1","ALEX CLARE","Too Close",9267,"+122",780,"+27",60.308,"+0.303",137,"9",7,9267,1328,60.308
8,"-1","NEON TREES","Everybody Talks",9093,"-83",-930,"+31",53.347,"-0.316",187,"28",3,10891,1632,66.269
9,"+1","CHRIS BROWN","Don't Wake Me Up",7351,"+134",841,"+17",51.651,"+0.730",118,"21",9,7351,982,51.651
10,"-1","FLO RIDA","Whistle",7334,"-248",-1682,"+44",45.756,"-1.285",130,"18",1,12179,1412,76.089
11,"=","ELLIE GOULDING","Lights",6398,"-36",-591,"+101",48.927,"-0.504",246,"32",1,13999,1482,101.262
12,"=","PSY","Gangnam Style",6310,"+103",893,"-23",48.604,"+0.341",34,"2",12,6310,1695,48.604
13,"=","KE$HA","Die Young",5956,"+194",1645,"-81",43.835,"+0.665",18,"6",13,5956,3842,43.835
14,"+1","NE-YO","Let Me Love You",5659,"+100",754,"-37",46.609,"+1.600",65,"16",14,5659,834,46.609
15,"-1","ENRIQUE IGLESIAS","Finally Found You f/...",5621,"+4",177,"-75",35.506,"+0.366",45,"34",13,5646,1803,35.506
16,"=","KATY PERRY","Wide Awake",4764,"-83",-1058,"+89",33.253,"-0.349",144,"61",1,14124,2824,100.029
17,"+1","RIHANNA","Diamonds",4737,"+166",1830,"-142",34.185,"+1.543",17,"8",17,4737,2812,34.185
18,"+1","ONE DIRECTION","Live While We're You...",4451,"+95",571,"-1",25.376,"+0.465",23,"13",18,4451,2151,25.376
19,"-2","NICKI MINAJ","Pound The Alarm",4391,"-217",-1396,"-22",27.656,"-1.388",89,"55",11,6583,1036,45.522
20,"=","TRAIN","50 Ways To Say Goodb...",4222,"+19",148,"-50",22.918,"+0.343",70,"17",17,4222,717,22.918
21,"=","DAVID GUETTA","I Can Only Imagine f...",3781,"+24",201,"+23",24.197,"+0.518",76,"66",19,3781,589,24.197
22,"=","CHRISTINA AGUILERA","Your Body",3778,"+55",268,"-4",22.726,"+0.531",29,"43",21,3778,2059,22.726
23,"+1","USHER","Numb",3524,"+10",215,"-48",19.48,"+0.084",41,"79",22,3540,1028,19.48
24,"+1","BRUNO MARS","Locked Out Of Heaven",3336,"+277",1303,"-26",24.48,"+1.874",12,"25",24,3336,2790,24.48
25,"-2","KARMIN","Hello",3313,"-239",-1137,"-200",17.59,"-1.209",67,"63",16,4491,1012,25.698
26,"=","LINKIN PARK","Burn It Down",2648,"-50",7,"-65",12.372,"-0.213",129,"88",23,2714,475,12.585
27,"=","PHILLIP PHILLIPS","Home",2498,"+59",322,"+21",15.675,"+0.569",94,"14",27,2498,327,15.675
28,"=","ONEREPUBLIC","Feel Again",2274,"+52",86,"+80",11.693,"+0.253",37,"46",26,2274,813,11.693
29,"=","FLO RIDA","I Cry",1978,"+107",476,"+63",12.53,"+0.932",28,"23",29,1978,492,12.53
30,"=","ED SHEERAN","The A Team",1840,"+31",195,"+6",14.953,"+0.907",55,"35",29,1840,276,14.953
31,"+1","TREY SONGZ","2 Reasons f/T.I.",1681,"+36",195,"+24",9.861,"+0.350",55,"92",31,1681,243,9.861
32,"-1","CHER LLOYD","Want U Back",1666,"-83",-540,"-9",9.994,"-0.371",154,"44",9,8069,1103,45.503
33,"=","RITA ORA","R.I.P. f/Tinie Tempa...",1557,"+18",185,"-28",5.823,"-0.055",41,"130",33,1557,352,6.184
34,"+1","THE SCRIPT","Hall Of Fame f/will....",1103,"+16",79,"+10",4.58,"+0.131",27,"47",34,1103,468,4.58
35,"+1","CHRIS WALLACE","Remember When (Push ...",1027,"+9",46,"+16",3.086,"+0.057",62,"--",35,1027,122,3.086
36,"+1","BRIDGIT MENDLER","Ready Or Not",1018,"+27",105,"+9",4.938,"+0.334",40,"82",36,1018,218,4.938
37,"+1","ELLIE GOULDING","Anything Could Happe...",856,"+53",321,"+36",5.766,"+0.303",20,"59",37,856,406,5.766
38,"+4","SWEDISH HOUSE MAFIA","Don't You Worry Chil...",759,"+38",169,"+18",4.539,"+0.331",34,"86",38,759,169,4.539
39,"=","MEGAN & LIZ","Bad For Me",754,"-27",-14,"-31",2.862,"-0.068",34,"--",39,801,313,3.348
40,"+3","IMAGINE DRAGONS","It's Time",719,"+15",118,"+12",2.647,"+0.104",20,"30",40,719,230,2.647
41,"-1","ZEDD","Spectrum f/Matthew K...",698,"-58",-283,"-18",4.042,"-0.324",53,"222",33,1198,305,6.722
42,"+2","LUMINEERS","Ho Hey",684,"+50",231,"+42",3.936,"+0.515",27,"20",42,684,231,3.936
43,"-2","AUSTIN MAHONE","Say Somethin",675,"-63",-367,"-43",2.686,"-0.246",71,"314",35,1121,195,4.861
44,"+1","BOYS LIKE GIRLS","Be Your Everything",623,"+9",37,"+4",2.124,"+0.027",20,"--",43,623,199,2.124
45,"-11","ADELE","Skyfall",576,"-635",-241,"-1392",2.729,"-9.501",8,"3",34,1211,1151,12.23
46,"=","CHER LLOYD","Oath f/Becky G",570,"+54",285,"+15",2.965,"+0.253",6,"140",46,570,285,2.965
47,"+1","PITBULL","Don't Stop The Party",537,"+66",282,"+27",3.134,"+0.347",6,"233",47,537,282,3.134
48,"-1","CONOR MAYNARD","Vegas Girl",429,"-54",-779,"+95",2.055,"-0.138",77,"262",27,1870,280,8.839
49,"=","WONDER GIRLS","Like Money f/Akon",391,"+0",10,"-14",1.943,"+0.007",22,"--",47,403,59,1.948
50,"--","CARLY RAE JEPSEN","This Kiss",334,"--",48,"--",1.317,"--",1,"396",50,334,48,1.317
