"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","LORDE","Royals",16465,"-30",288,"-113",109.887,"-0.492",72,"1",1,16495,2817,110.379
"2",2,"=","AVICII","Wake Me Up",16377,"+20",412,"-52",110.111,"-0.145",88,"8",2,16377,2103,110.256
"3",3,"=","KATY PERRY","Roar",15772,"-289",-1115,"-210",108.882,"-0.632",73,"3",1,17176,6098,117.145
"4",4,"=","MILEY CYRUS","Wrecking Ball",12884,"+233",1653,"-24",87.356,"+0.945",42,"11",4,12884,2954,87.356
"5",5,"=","JAY Z","Holy Grail f/Just...",11437,"-137",-252,"-142",75.946,"-1.099",111,"23",4,11700,2095,78.442
"6",6,"=","LADY GAGA","Applause",11306,"-32",52,"-56",73.882,"-0.705",72,"17",6,11407,3922,77.477
"7",7,"=","DRAKE","Hold On We're Goi...",10391,"+18",345,"-96",66.296,"-0.368",73,"13",7,10391,1610,66.787
"8",8,"=","LANA DEL REY","Summertime Sadnes...",9653,"-513",-2135,"-309",58.587,"-2.108",112,"49/61",2,13737,1923,88.403
"9",9,"=","SELENA GOMEZ","Slow Down",7736,"-19",318,"-132",43.358,"-0.514",66,"44",9,7755,1167,44.042
"10",10,"=","PARAMORE","Still Into You",7728,"+30",99,"+64",44.891,"-0.056",167,"30",9,7728,961,46.958
"11",11,"=","BRUNO MARS","Gorilla",6771,"+22",277,"+37",37.345,"-0.875",44,"32",11,6771,1872,38.774
"12",12,"=","ROBIN THICKE","Give It 2 U f/Ken...",6000,"-150",-275,"-154",31.079,"-1.006",80,"80",12,6339,1340,33.892
"13",13,"=","BRITNEY SPEARS","Work Bitch",5524,"-63",46,"-110",28.549,"-1.149",38,"31",13,5635,3487,31.994
"14",14,"=","TAYLOR SWIFT","Everything Has .....",5480,"-75",-166,"-128",27.709,"-0.669",101,"52",14,5693,990,31.815
"15",15,"=","JUSTIN TIMBERLAKE","TKO",5335,"+22",566,"-71",30.843,"-0.539",29,"82",15,5335,1724,31.382
"16",16,"=","IMAGINE DRAGONS","Demons",5091,"+146",1170,"-5",31.665,"+0.618",52,"15",16,5091,1175,31.665
"17",17,"=","TEGAN & SARA","Closer",4329,"+12",281,"-17",22.41,"+0.120",129,"123",17,4329,570,22.41
"18",18,"=","JASON DERULO","Marry Me",3965,"+33",362,"-57",19.802,"+0.108",39,"27",18,3965,856,19.802
"19",19,"=","AWOLNATION","Sail",3711,"-98",-349,"-86",17.552,"-0.404",153,"33",17,4079,550,18.593
"20",20,"=","NEIGHBOURHOOD","Sweater Weather",3058,"+49",618,"-16",12.344,"+0.271",116,"41",20,3058,634,12.344
"21",21,"=","RIHANNA","What Now",2950,"+72",516,"+11",12.081,"+0.153",32,"151",21,2950,821,12.081
"22",22,"=","TRAVIE MCCOY","Rough Water f/Jas...",2592,"+23",407,"-13",15.677,"-0.290",30,"84",22,2592,705,15.967
"23",23,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",2462,"-96",-778,"+69",16.802,"-0.886",152,"121",5,11178,1815,71.324
"24",24,"+1","ZEDD","Stay The Night f/...",2445,"+96",831,"+3",18.428,"+0.452",24,"58",24,2445,896,18.428
"25",25,"-1","PINK","True Love f/Lily ...",2402,"-102",-688,"-44",10.003,"-0.557",94,"131",22,3177,503,13.47
"26",26,"+1","J. COLE","Crooked Smile f/T...",2169,"+14",135,"-20",11.299,"+0.182",65,"173",26,2169,332,11.299
"27",27,"-1","EMINEM","Berzerk",2107,"-216",-1548,"+0",8.143,"-0.767",57,"22",18,4302,1757,19.955
"28",28,"+1","MILEY CYRUS","We Can't Stop",1874,"-46",-223,"-4",11.327,"-0.442",140,"36",9,9405,1276,55.184
"29",29,"-1","FIFTH HARMONY","Miss Movin' On",1855,"-90",-445,"-62",7.793,"-0.807",106,"74",25,2347,324,11.589
"30",30,"+10","KATY PERRY","Unconditionally",1807,"+654",1807,"+654",19.078,"+5.647",4,"19",30,1807,1807,19.078
"31",31,"+2","PITBULL","Timber f/Ke$ha",1630,"+131",1031,"+80",14.614,"+0.697",9,"25",31,1630,1031,14.614
"32",32,"-2","FALL OUT BOY","Alone Together",1625,"-3",106,"-7",7.514,"-0.093",65,"167",30,1635,326,7.668
"33",33,"-2","ARMIN VAN BUUREN","This Is What It F...",1535,"-27",-80,"-41",12.97,"+0.041",90,"161",31,1615,249,13.444
"34",34,"-2","ICONA POP","All Night",1534,"-13",77,"-31",7.545,"-0.241",66,"190",32,1547,231,7.786
"35",35,"-1","MACKLEMORE & RYAN...","White Walls f/ScH...",1512,"+32",300,"+3",7.891,"+0.220",39,"57",33,1512,300,7.891
"36",36,"-1","PASSENGER","Let Her Go",1414,"+14",298,"-56",7.162,"-0.006",24,"16",34,1414,367,7.168
"37",37,"-1","ONEREPUBLIC","Counting Stars",1401,"+57",398,"-17",8.786,"+0.294",11,"6",36,1401,576,8.786
"38",38,"=","EMELI SANDE","My Kind Of Love",1329,"+46",191,"+56",3.585,"+0.066",24,"312",37,1329,433,3.585
"39",39,"-2","ELLIE GOULDING","Burn",1305,"+22",451,"-24",7.089,"+0.089",17,"55",37,1305,475,7.089
"40",40,"-1","ENRIQUE IGLESIAS","Heart Attack",1299,"+36",327,"+27",8.284,"-0.085",17,"127",39,1299,564,8.369
"41",41,"=","SARA BAREILLES","Brave",1164,"+18",139,"-13",5.628,"-0.038",52,"38",38,1164,194,5.666
"42",42,"+1","CHRIS BROWN","Love More f/Nicki...",991,"+0",111,"-19",5.571,"+0.037",30,"71",42,991,161,5.571
"43",43,"+2","JOHN NEWMAN","Love Me Again",929,"+20",71,"-5",4.053,"-0.027",19,"275",43,929,205,4.131
"44",44,"=","THE WANTED","We Own The Night",910,"-39",104,"-41",2.055,"-0.043",59,"--",41,949,193,2.897
"45",45,"-3","KREWELLA","Live For The Nigh...",907,"-121",-972,"-35",5.662,"-0.345",93,"365",28,2083,288,10.333
"46",46,"=","CHER LLOYD","I Wish f/T.I.",904,"+9",62,"+1",2.291,"+0.019",24,"245",43,904,293,2.302
"47",47,"=","ZENDAYA","Replay",860,"+30",424,"-29",4.111,"+0.240",6,"70",47,860,457,4.111
"48",48,"=","NEW POLITICS","Harlem",782,"+5",43,"+10",3.176,"-0.081",48,"184",42,798,159,3.257
"49",49,"=","YLVIS","The Fox",721,"+27",269,"-3",3.183,"+0.137",3,"14",49,721,272,3.183
"50",50,"--","BIG SEAN","Beware f/Lil Wayn...",675,"--",225,"--",2.33,"--",1,"75",50,675,225,2.33
