"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","AVICII","Wake Me Up",17010,"+14",560,"-58",116.285,"-0.069",96,"8",1,17010,2103,116.354
"2",2,"=","LORDE","Royals",16262,"-62",-205,"-63",108.775,"+0.663",80,"3",1,16495,2817,110.379
"3",3,"=","MILEY CYRUS","Wrecking Ball",14800,"+188",1718,"-9",99.528,"+1.124",50,"10",3,14800,2954,99.528
"4",4,"=","KATY PERRY","Roar",13498,"-193",-2061,"+78",98.141,"-0.557",81,"7",1,17176,6098,117.145
"5",5,"=","LADY GAGA","Applause",11616,"+98",298,"+87",79.598,"-0.572",80,"17",5,11616,3922,80.17
"6",6,"=","DRAKE","Hold On We're Goi...",11302,"+63",779,"-69",70.461,"-0.049",81,"14",6,11302,1610,70.51
"7",7,"=","JAY Z","Holy Grail f/Just...",9557,"-311",-1731,"-158",63.473,"-1.428",119,"29",4,11700,2095,78.442
"8",8,"=","SELENA GOMEZ","Slow Down",8855,"+146",979,"+7",52.545,"+0.755",74,"43",8,8855,1167,52.545
"9",9,"=","PARAMORE","Still Into You",8004,"+28",244,"-4",47.628,"+0.224",175,"32",9,8004,961,47.628
"10",10,"=","BRUNO MARS","Gorilla",7262,"+76",445,"+30",36.196,"+0.009",52,"35",10,7262,1872,38.774
"11",11,"+1","IMAGINE DRAGONS","Demons",6986,"+290",1670,"+65",45.014,"+2.038",60,"13",11,6986,1670,45.014
"12",12,"-1","LANA DEL REY","Summertime Sadnes...",6841,"-339",-2470,"+3",44.664,"-1.883",120,"67/75",2,13737,1923,88.403
"13",13,"=","JUSTIN TIMBERLAKE","TKO",5874,"+48",467,"-23",31.497,"-0.191",37,"60",13,5874,1724,31.688
"14",14,"=","TAYLOR SWIFT","Everything Has .....",5185,"-137",-309,"-151",25.442,"-0.819",109,"64",14,5693,990,31.815
"15",15,"=","BRITNEY SPEARS","Work Bitch",5017,"-263",-487,"-243",23.337,"-1.823",46,"47",13,5635,3487,31.994
"16",16,"+1","KATY PERRY","Unconditionally",4904,"+334",2710,"+5",31.715,"+1.874",12,"24",16,4904,3384,31.715
"17",17,"+1","JASON DERULO","Marry Me",4558,"+108",531,"+47",23.335,"+0.339",47,"22",17,4558,856,23.335
"18",18,"-2","ROBIN THICKE","Give It 2 U f/Ken...",4466,"-269",-1407,"-142",20.327,"-1.832",88,"112",12,6339,1340,33.892
"19",19,"=","TEGAN & SARA","Closer",4424,"+27",76,"+8",21.144,"-0.005",137,"97",17,4426,570,22.41
"20",20,"=","NEIGHBOURHOOD","Sweater Weather",3758,"+101",656,"+57",15.99,"+0.315",124,"25",20,3758,656,15.99
"21",21,"+1","ZEDD","Stay The Night f/...",3702,"+204",1151,"+99",26.768,"+0.927",32,"44",21,3702,1151,26.768
"22",22,"-1","RIHANNA","What Now",3576,"+75",609,"+60",15.649,"+0.283",40,"82",21,3576,821,15.649
"23",23,"=","TRAVIE MCCOY","Rough Water f/Jas...",3221,"+79",566,"+16",18.255,"+0.322",38,"69",22,3221,705,18.255
"24",24,"+1","PITBULL","Timber f/Ke$ha",2922,"+199",1143,"+50",22.714,"+0.738",17,"15",24,2922,1143,22.714
"25",25,"-1","AWOLNATION","Sail",2761,"-108",-839,"+3",13.654,"-0.397",161,"37",17,4079,550,18.593
"26",26,"=","J. COLE","Crooked Smile f/T...",2375,"+40",192,"+26",12.486,"+0.197",73,"168",26,2375,332,12.486
"27",27,"=","ONEREPUBLIC","Counting Stars",2118,"+166",664,"+113",14.255,"+1.308",19,"9",27,2118,664,14.255
"28",28,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",1944,"+67",401,"+36",10.987,"+0.493",47,"42",28,1944,401,10.987
"29",29,"+1","ENRIQUE IGLESIAS","Heart Attack",1835,"+104",496,"+64",9.74,"+0.330",25,"114",29,1835,564,9.74
"30",30,"+1","PASSENGER","Let Her Go",1759,"+95",311,"+63",8.914,"+0.436",32,"5",30,1759,367,8.914
"31",31,"-2","FALL OUT BOY","Alone Together",1759,"+4",117,"-12",7.521,"+0.005",73,"141",29,1759,326,7.668
"32",32,"=","ELLIE GOULDING","Burn",1698,"+77",377,"+61",9.576,"+0.568",25,"36",32,1698,475,9.576
"33",33,"=","ICONA POP","All Night",1593,"-15",39,"-34",7.571,"-0.050",74,"239",31,1608,231,7.786
"34",34,"=","EMELI SANDE","My Kind Of Love",1424,"-11",70,"-36",4.112,"-0.003",32,"270",34,1436,433,4.115
"35",35,"+1","SARA BAREILLES","Brave",1393,"+32",218,"+21",6.549,"+0.121",60,"40",35,1393,218,6.549
"36",36,"+1","JOHN NEWMAN","Love Me Again",1233,"+16",257,"-31",4.779,"-0.039",27,"148",36,1233,288,4.818
"37",37,"-2","PINK","True Love f/Lily ...",1223,"-182",-1112,"-115",5.048,"-0.578",102,"151",22,3177,503,13.47
"38",38,"=","ZENDAYA","Replay",1171,"+31",245,"-35",5.152,"+0.099",14,"74",38,1171,457,5.152
"39",39,"=","CHRIS BROWN","Love More f/Nicki...",1132,"+6",133,"-2",6.12,"-0.051",38,"66",39,1132,161,6.171
"40",40,"+8","EMINEM","The Monster f/Rih...",1109,"+331",1109,"+331",10.656,"+3.235",2,"1",40,1109,1109,10.656
"41",41,"+1","NEW POLITICS","Harlem",1031,"+74",241,"+66",3.706,"+0.115",56,"173",41,1031,241,3.706
"42",42,"-2","ARMIN VAN BUUREN","This Is What It F...",1015,"-98",-505,"-81",10.485,"-0.938",98,"152",31,1615,249,13.444
"43",43,"-2","EMINEM","Berzerk",954,"-141",-975,"+37",3.811,"-0.452",65,"11",18,4302,1757,19.955
"44",44,"-1","CHER LLOYD","I Wish f/T.I.",847,"-24",-64,"-30",2.36,"-0.056",32,"210",42,919,293,2.423
"45",45,"-1","YLVIS","The Fox",845,"-14",85,"-53",3.225,"-0.092",11,"12",44,859,272,3.398
"46",46,"=","CHRIS WALLACE","Keep Me Crazy",819,"+15",126,"-7",1.307,"+0.015",57,"--",45,819,133,1.307
"47",47,"+3","LADY GAGA","Do What U Want f/...",800,"+143",673,"+83",9.626,"+1.514",2,"30",47,800,673,9.626
"48",48,"-3","THE WANTED","We Own The Night",798,"-49",-78,"-15",2.053,"-0.108",67,"--",41,949,193,2.897
"49",49,"-2","BIG SEAN","Beware f/Lil Wayn...",797,"+12",109,"-1",3.067,"+0.068",7,"78",47,797,225,3.067
"50",50,"--","ONE DIRECTION","Story Of My Life",702,"--",702,"--",5.392,"--",1,"2/79",50,702,702,5.392
