"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","FLO RIDA","My House",16475,"-285",-1262,"-170",95.837,"-0.955",163,"3",1,18123,2285,104.909
"2",2,"=","SELENA GOMEZ","Hands To Myself",15709,"+127",137,"+124",89.476,"+1.033",87,"32",2,15709,1952,89.574
"3",3,"=","G-EAZY","Me Myself And I f/Bebe Rexha",15358,"+63",970,"-161",85.861,"+0.536",83,"14",3,15358,1836,85.861
"4",4,"=","JUSTIN BIEBER","Love Yourself",14969,"+28",-277,"+135",107.234,"+0.161",117,"12",1,19000,4103,124.28
"5",5,"=","TWENTY ONE PILOTS","Stressed Out",14698,"-153",-1549,"+4",100.039,"-0.014",136,"9",1,19140,2702,124.646
"6",6,"=","DNCE","Cake By The Ocean",14249,"+23",938,"-204",88.429,"-0.132",182,"10",6,14249,1185,88.561
"7",7,"=","ZAYN","Pillowtalk",12677,"+186",822,"+92",76.426,"-0.398",61,"17/43",7,12677,2441,76.971
"8",8,"=","MIKE POSNER","I Took A Pill In Ibiza",12271,"+207",1247,"+75",71.453,"+1.897",75,"5",8,12271,1578,71.453
"9",9,"=","RIHANNA","Work f/Drake",11661,"+36",495,"-21",67.246,"+0.080",63,"8/87",8,11661,3999,67.246
"10",10,"=","MEGHAN TRAINOR","NO",10082,"+124",1106,"-73",58.755,"+0.733",26,"2",10,10082,5498,58.755
"11",11,"=","LUKAS GRAHAM","7 Years",9101,"+297",1261,"+146",52.763,"+1.610",73,"1",11,9101,1392,52.763
"12",12,"=","ZARA LARSSON & MNEK","Never Forget You",8124,"+110",467,"+16",46.067,"-0.063",56,"6",12,8124,1534,46.13
"13",13,"=","FIFTH HARMONY","Work From Home",7815,"+191",699,"+134",40.436,"+1.120",33,"4",13,7815,4059,40.436
"14",14,"=","CHARLIE PUTH","One Call Away",7104,"-442",-1968,"-305",36.82,"-2.127",142,"11",10,9491,931,51.298
"15",15,"=","DJ SNAKE","Middle f/Bipolar Sunshine",6983,"+84",516,"+51",36.807,"+0.314",73,"25",15,6983,1239,36.807
"16",16,"=","ARIANA GRANDE","Dangerous Woman",6180,"+124",1050,"-156",32.488,"+0.590",19,"7",16,6180,4214,33.464
"17",17,"=","TAYLOR SWIFT","New Romantics",5843,"+0",72,"-80",28.309,"-0.070",35,"20",17,5862,2558,28.461
"18",18,"=","JUSTIN BIEBER","Company",5553,"+22",283,"-101",26.706,"+0.234",31,"81",18,5553,2006,26.706
"19",19,"=","TROYE SIVAN","Youth",4799,"+28",242,"-42",18.906,"+0.331",87,"30",19,4799,660,18.906
"20",20,"=","THE WEEKND","In The Night",4669,"-40",-577,"+61",28.461,"-0.039",139,"212",3,15760,3011,89.68
"21",21,"+1","ALESSIA CARA","Wild Things",4059,"+38",77,"+2",15.403,"+0.004",59,"59",21,4059,814,15.944
"22",22,"-1","ROBIN SCHULZ","Sugar f/Francesco Yates",3727,"-299",-1999,"-13",26.68,"-1.066",124,"105",13,7836,1193,44.484
"23",23,"=","SHAWN HOOK","Sound Of Your Heart",3274,"+60",205,"+68",10.267,"+0.004",80,"104",23,3274,576,10.588
"24",24,"=","GWEN STEFANI","Make Me Like You",2952,"+7",136,"-42",9.332,"-0.057",41,"82",24,2952,1040,9.539
"25",25,"+4","NICK JONAS","Close f/Tove Lo",2405,"+419",2405,"+419",19.282,"+1.976",5,"13",25,2405,2405,19.282
"26",26,"+1","THE CHAINSMOKERS","Don't Let Me Down f/Daya",2380,"+168",1062,"+66",14.089,"+0.651",17,"18",26,2380,1062,14.089
"27",27,"-1","JAMES BAY","Let It Go",2321,"+47",194,"+11",10.179,"+0.327",38,"21",26,2321,885,10.179
"28",28,"=","NATHAN SYKES","Over And Over Again f/A.Grande",2174,"-17",86,"-62",6.806,"-0.147",64,"215",27,2191,585,6.953
"29",29,"-4","ELLIE GOULDING","Something In The Way You Move",2127,"-321",-1994,"+52",7.76,"-0.931",82,"191",14,7731,1673,38.605
"30",30,"=","RUTH B.","Lost Boy",1995,"+63",366,"+37",8.358,"+0.364",44,"19",29,1995,425,8.358
"31",31,"+1","IGGY AZALEA","Team",1751,"+118",1023,"-34",7.209,"+0.291",10,"84",31,1751,1132,7.209
"32",32,"+1","NELLY","Die A Happy Man",1502,"-11",62,"-43",4.493,"-0.047",38,"230",32,1513,555,4.54
"33",33,"-2","ZENDAYA","Something New f/Chris Brown",1442,"-196",-944,"-159",4.986,"-0.682",47,"170",27,2568,892,10.907
"34",34,"=","PANIC! AT THE DISCO","Victorious",1366,"+15",198,"-20",3.336,"+0.084",32,"49",34,1366,273,3.336
"35",35,"=","HAILEE STEINFELD","Rock Bottom f/DNCE",1256,"+26",124,"+3",3.498,"+0.043",27,"313",35,1256,560,3.508
"36",36,"=","DILLON FRANCIS & KYGO","Coming Over f/James Hersey",1189,"+18",250,"-12",4.369,"+0.096",24,"1285",36,1189,283,4.369
"37",37,"=","DEMI LOVATO","Stone Cold",1139,"+28",615,"-64",5.12,"+0.063",9,"185",37,1139,688,5.12
"38",38,"+1","MAJOR LAZER","Light It Up f/Nyla",1003,"+37",187,"+22",3.933,"+0.101",28,"311",38,1003,224,3.933
"39",39,"-1","KYGO","Stole The Show f/Parson James",998,"-41",-414,"-32",2.8,"-0.285",56,"216",32,1668,374,6.89
"40",40,"+2","FLUME","Never Be Like You f/Kai",957,"+34",262,"-6",5.882,"+0.061",15,"111",40,957,284,5.882
"41",41,"=","SIA","Cheap Thrills",938,"+13",179,"-24",2.708,"-0.033",22,"45",40,938,234,2.741
"42",42,"-2","RACHEL PLATTEN","Stand By You",878,"-58",-605,"+123",4.528,"-0.293",152,"65",19,4017,493,19.073
"43",43,"=","HALSEY","Colors",834,"+14",70,"-6",2.245,"+0.047",24,"322",40,834,304,2.245
"44",44,"=","GRACE","You Don't Own Me f/G-Eazy",807,"+51",245,"+20",3.734,"+0.361",12,"226",44,807,245,3.734
"45",45,"=","ANDRA DAY","Rise Up",715,"+13",123,"-1",1.732,"+0.029",17,"187",45,715,124,1.732
"46",46,"+1","JEREMIH","Oui",636,"+24",214,"+6",1.408,"+0.060",10,"39",46,636,214,1.408
"47",47,"-1","KELLY CLARKSON","Piece By Piece",629,"-10",31,"-28",2.034,"-0.107",17,"114",44,639,146,2.338
"48",48,"=","DAYA","Sit Still, Look Pretty",502,"+39",207,"+23",1.303,"+0.027",3,"220",48,502,207,1.303
"49",49,"+1","ELLE KING","America's Sweetheart",443,"+53",303,"+42",1.231,"+0.092",2,"98",49,443,303,1.231
"50",50,"--","MELANIE MARTINEZ","Pity Party",435,"--",279,"--",1.131,"--",1,"306",50,435,279,1.131
