"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","MARK RONSON","Uptown Funk f/Bruno Mars",18247,"+50",33,"+20",120.63,"+0.063",99,"1",1,18337,3126,121.173
"2",2,"=","ED SHEERAN","Thinking Out Loud",16711,"+83",435,"-91",103.106,"+0.444",72,"3",2,16711,3319,103.106
"3",3,"=","HOZIER","Take Me To Church",14394,"-87",-296,"-101",86.622,"-0.901",127,"12",2,14683,2004,91.149
"4",4,"=","MEGHAN TRAINOR","Lips Are Movin",13482,"-87",181,"-120",70.627,"-0.860",120,"19",4,13569,1988,75.882
"5",5,"=","TAYLOR SWIFT","Blank Space",11736,"-182",-1073,"-78",85.703,"-0.584",112,"15",1,18014,3248,118.647
"6",6,"=","TAYLOR SWIFT","Style",10869,"+331",2382,"+37",77.034,"+2.450",43,"11",6,10869,2382,77.034
"7",7,"=","PITBULL","Time Of Our Lives f/Ne-Yo",10388,"+173",1100,"-11",64.542,"+1.313",81,"20",6,10388,1573,64.542
"8",8,"=","LILLYWOOD & ROBIN SCHULZ","Prayer In C",9477,"+138",668,"+75",61.826,"+0.737",107,"37",8,9477,1413,61.826
"9",9,"=","MAROON 5","Sugar",9200,"+204",1427,"-44",61.064,"+2.144",37,"10",9,9200,2223,61.064
"10",10,"=","SAM SMITH","I'm Not The Only One",8356,"-265",-2248,"+92",48.493,"-1.376",145,"23",4,14636,2111,89.299
"11",11,"=","ELLA HENDERSON","Ghost",7769,"+77",213,"+32",39.905,"+0.178",159,"26",11,7769,1207,40.289
"12",12,"+1","RIHANNA/KANYE WEST/P MCCARTNEY","FourFiveSeconds",7620,"+217",1608,"+18",48.237,"+1.527",23,"4",12,7620,3932,48.237
"13",13,"-1","FALL OUT BOY","Centuries",7496,"+19",174,"-29",40.231,"+0.532",153,"18",12,7496,756,40.231
"14",14,"=","CALVIN HARRIS","Outside f/Ellie Goulding",6129,"+81",735,"-23",39.761,"+0.953",59,"43",14,6129,1280,39.761
"15",15,"+1","ELLIE GOULDING","Love Me Like You Do",5893,"+173",981,"+52",35.445,"+0.980",38,"2",15,5893,1496,35.445
"16",16,"-1","ARIANA GRANDE & THE WEEKND","Love Me Harder",5583,"-139",-996,"+28",33.839,"-0.999",133,"50",3,15619,1751,93.102
"17",17,"=","ONE DIRECTION","Night Changes",4985,"+85",314,"+71",24.335,"+0.442",94,"56",17,4985,1221,24.335
