"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"+1","ADELE","Hello",17236,422,3641,76,115.026,1.714,30,"1",1,17236,4705,115.026
"2",2,"-1","SHAWN MENDES","Stitches",16646,-222,-570,-39,107.662,-1.053,184,"15",1,17999,2130,108.715
"3",3,"=","DRAKE","Hotline Bling",15807,82,906,68,98.702,0.272,69,"5",3,15807,2377,98.702
"4",4,"=","TAYLOR SWIFT","Wildest Dreams",15324,-163,-761,237,96.494,-1.613,87,"18",1,18848,3531,112.715
"5",5,"+2","SELENA GOMEZ","Same Old Love",12099,96,1095,24,74.021,0.742,68,"12",5,12099,1774,74.021
"6",6,"=","ELLIE GOULDING","On My Mind",12083,35,738,105,70.943,0.466,66,"28",6,12083,3457,70.943
"7",7,"-2","THE WEEKND","The Hills",11917,-143,-1402,64,74.349,-1.803,112,"22",2,17451,2705,105.256
"8",8,"=","ELLE KING","Ex's and Oh's",11719,61,729,-5,70.043,0.294,100,"11",7,11719,1468,70.043
"9",9,"=","ALESSIA CARA","Here",11662,165,1146,283,72.215,0.764,126,"16",8,11662,1451,72.215
"10",10,"=","JUSTIN BIEBER","What Do You Mean?",10944,-259,-1175,108,81.447,-1.322,86,"7",1,18691,5900,114.523
"11",11,"=","JUSTIN BIEBER","Sorry",10172,326,2045,271,68.468,2.891,31,"2",11,10172,3902,68.468
"12",12,"=","MEGHAN TRAINOR","Like I'm Gonna Lose You",9361,130,1064,49,51.843,0.462,146,"10",12,9361,1248,51.843
"13",13,"+1","DEMI LOVATO","Confident",7593,104,566,204,37.894,0.151,52,"46",13,7593,1761,37.894
"14",14,"+1","ARIANA GRANDE","Focus",7530,100,611,13,40.994,-0.219,23,"32",14,7530,5117,41.213
"15",15,"-2","X AMBASSADORS","Renegades",7240,-304,-1924,-131,34.105,-1.996,104,"52",8,9986,1573,48.866
"16",16,"+1","RUDIMENTAL","Lay It All On Me f/Ed Sheeran",5917,21,183,59,29.723,-0.157,53,"47",16,5917,1343,29.88
"17",17,"-1","R. CITY","Locked Away f/Adam Levine",5865,-106,-472,79,39.368,-0.424,135,"53",1,17400,2155,103.625
