"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","AVICII","Wake Me Up",15595,-123,-1080,-78,110.952,-0.434,109,"7",1,17010,2103,116.977
"2",2,"=","MILEY CYRUS","Wrecking Ball",15333,-1,-86,-38,103.325,-0.641,63,"11",2,15459,2954,107.57
"3",3,"=","LORDE","Royals",14993,-245,-1082,-146,106.738,-1.102,93,"3",1,16495,2817,112.509
"4",4,"=","LADY GAGA","Applause",12199,-74,81,-221,81.876,0.17,93,"12",4,12273,3922,81.876
"5",5,"=","DRAKE","Hold On We're Goi...",11820,47,64,-1,70.45,-0.761,94,"14",5,11821,1610,74.25
"6",6,"=","KATY PERRY","Roar",11619,-105,-1025,122,87.446,-0.941,94,"9",1,17176,6098,117.145
"7",7,"=","IMAGINE DRAGONS","Demons",10132,242,1586,5,69.154,1.975,73,"6",7,10132,1982,69.154
"8",8,"=","SELENA GOMEZ","Slow Down",9815,17,338,-74,56.652,-0.285,87,"46",7,9815,1167,56.937
"9",9,"=","PARAMORE","Still Into You",7880,-72,-281,-81,45.428,-0.39,188,"35",9,8192,961,48.594
"10",10,"+1","KATY PERRY","Unconditionally",6883,98,934,-106,42.52,0.137,25,"20",10,6883,3384,42.52
"11",11,"-1","JAY Z","Holy Grail f/Just...",6714,-272,-1311,-161,50.507,-1.343,132,"40",4,11700,2095,78.442
"12",12,"=","JUSTIN TIMBERLAKE","TKO",6498,45,185,-47,31.512,-0.212,50,"65",11,6504,1724,32.813
"13",13,"+2","EMINEM","The Monster f/Rih...",5666,364,2557,128,44.426,2.238,15,"2/64",13,5666,2782,44.426
"14",14,"=","ZEDD","Stay The Night f/...",5581,223,1081,150,41.308,1.442,45,"37",14,5581,1238,41.308
"15",15,"-2","BRUNO MARS","Gorilla",5517,-415,-1656,-400,24.266,-1.738,65,"54",10,7264,1872,38.774
"16",16,"=","JASON DERULO","Marry Me",5412,111,351,35,27.673,0.336,60,"19",14,5412,856,27.673
"17",17,"=","PITBULL","Timber f/Ke$ha",5382,224,1351,20,39.039,1.441,30,"5",17,5382,1351,39.039
"18",18,"+2","ONEREPUBLIC","Counting Stars",5173,303,1827,77,38.981,2.074,32,"4",18,5173,1827,38.981
"19",19,"-1","NEIGHBOURHOOD","Sweater Weather",5046,54,630,-62,22.395,0.325,137,"17",17,5046,869,22.395
"20",20,"-1","LANA DEL REY","Summertime Sadnes...",4725,-239,-1220,-127,35.626,-1.347,133,"72",2,13737,1923,88.403
"21",21,"=","RIHANNA","What Now",4043,21,242,35,17.183,-0.161,53,"82",19,4043,821,17.344
"22",22,"=","TRAVIE MCCOY","Rough Water f/Jas...",3868,9,188,-55,21.986,0.019,51,"80",22,3868,705,22.115
"23",23,"+2","MACKLEMORE & RYAN...","White Walls f/ScH...",2977,104,720,17,19.256,0.612,60,"38",23,2977,720,19.256
"24",24,"+2","LADY GAGA","Do What U Want f/...",2888,159,1296,22,20.434,0.617,15,"16",24,2888,1296,20.434
"25",25,"-2","TAYLOR SWIFT","Everything Has .....",2862,-158,-1623,64,12.323,-0.654,122,"77",14,5693,990,31.815
"26",26,"+1","PASSENGER","Let Her Go",2746,135,544,48,14.931,0.623,45,"8",26,2746,544,14.931
"27",27,"+2","ONE DIRECTION","Story Of My Life",2682,129,1148,-43,13.174,0.564,14,"15",27,2682,1292,13.174
"28",28,"=","ENRIQUE IGLESIAS","Heart Attack",2615,4,261,-80,13.204,-0.049,38,"136",26,2615,649,13.314
"29",29,"-5","TEGAN & SARA","Closer",2585,-308,-1758,-221,11.172,-1.248,150,"172",17,4451,570,22.41
"30",30,"=","ELLIE GOULDING","Burn",2313,98,342,80,14.507,0.647,38,"42",30,2313,475,14.507
"31",31,"=","J. COLE","Crooked Smile f/T...",2176,-35,-186,-3,11.172,-0.162,86,"226",26,2407,332,12.679
"32",32,"=","FALL OUT BOY","Alone Together",1956,42,195,60,8.258,0.149,86,"142",29,1956,326,8.258
"33",33,"=","SARA BAREILLES","Brave",1785,61,278,14,10.161,0.527,73,"18",33,1785,293,10.161
"34",34,"=","ZENDAYA","Replay",1644,13,228,-34,6.927,-0.115,27,"71",34,1644,457,7.042
"35",35,"=","JOHN NEWMAN","Love Me Again",1567,56,191,50,7.089,0.063,40,"114",35,1567,288,7.089
