"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ROBIN THICKE","Blurred Lines f/P...",15870,103,861,-27,107.367,1.322,69,"1",1,15870,2544,107.367
"2",2,"=","DAFT PUNK","Get Lucky",14700,47,718,-8,98.556,0.936,86,"6",2,14700,2173,98.556
"3",3,"=","IMAGINE DRAGONS","Radioactive",14049,10,540,-114,86.117,0.741,95,"5",3,14049,2069,86.117
"4",4,"=","SELENA GOMEZ","Come & Get It",11965,-365,-1774,-245,68.258,-2.429,99,"17",1,14547,2034,86.045
"5",5,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",10531,-209,-1643,24,78.068,-1.465,125,"10",1,16503,2448,112.279
"6",6,"=","ZEDD","Clarity f/Foxes",10476,80,646,-96,72.514,0.43,122,"16",6,10476,1183,73.288
"7",7,"=","JASON DERULO","The Other Side",10370,74,515,-44,60.457,0.004,89,"28",7,10370,2399,60.813
"8",8,"=","BRUNO MARS","Treasure",9714,131,899,31,58.485,0.524,67,"11/53",8,9714,2114,58.485
"9",9,"=","JUSTIN TIMBERLAKE","Mirrors",9251,-245,-1432,-79,66.185,-1.38,117,"19",1,16201,3114,111.865
"10",10,"+1","MAROON 5","Love Somebody",8925,169,1041,71,58.949,1.439,63,"18",10,8925,1161,58.949
"11",11,"-1","FLORIDA-GEORGIA L...","Cruise",8901,-220,-1018,-114,42.189,-1.033,113,"12/34",6,10190,1411,52.727
"12",12,"=","CALVIN HARRIS F/E...","I Need Your Love",8640,99,887,-34,59.467,0.186,103,"26",12,8640,1386,59.467
"13",13,"=","MACKLEMORE & RYAN...","Same Love f/Mary ...",7151,168,1484,-106,49.594,0.8,54,"8",13,7151,1815,49.594
"14",14,"=","ANNA KENDRICK","Cups (Pitch Perfe...",6994,158,791,60,45.909,0.904,111,"7",14,6994,902,45.909
"15",15,"=","CAPITAL CITIES","Safe And Sound",6334,121,945,-23,40.063,1.052,87,"13",15,6334,1083,40.063
"16",16,"=","MILEY CYRUS","We Can't Stop",6127,174,1259,44,36.254,1.035,42,"2",16,6127,1276,36.254
"17",17,"=","RIHANNA","Right Now f/David...",5475,98,1029,43,34.877,0.146,52,"78",17,5475,1144,34.877
"18",18,"=","PINK","Just Give Me A Re...",4536,-153,-1052,-15,31.388,-1.224,147,"25",1,15624,1949,106.133
"19",19,"=","KE$HA","Crazy Kids",4271,92,513,20,20.953,0.491,76,"49",19,4271,529,20.953
"20",20,"=","AUSTIN MAHONE","What About Love",4045,29,546,-49,20.449,0.081,38,"79",20,4045,982,20.595
"21",21,"=","BRITNEY SPEARS","Ooh La La",3829,23,154,27,19.577,-0.351,30,"76",21,3836,2895,27.844
"22",22,"+1","NIKKI WILLIAMS","Glowing",3137,92,386,47,15.968,0.05,101,"128",22,3137,417,17.224
"23",23,"-1","ARIANA GRANDE","The Way f/Mac Mil...",3065,-157,-1666,127,21.039,-0.151,108,"23",11,7681,1373,40.497
"24",24,"+4","JUSTIN TIMBERLAKE","Take Back The Nig...",2566,430,2566,430,24.121,3.162,5,"21",24,2566,2566,24.121
