"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","FLO RIDA Good Feeling",13125,"+226",248,"+294",83.029,"-0.510",133,"5",1,13125,1657,85.747
"2",2,"+1","ADELE Set Fire To The Rain",12402,"+414",1110,"-50",77.368,"+1.432",72,"2",2,12402,2301,77.368
"3",3,"-1","KATY PERRY The One That Got Away",11752,"-910",-1477,"-794",68.01,"-6.784",121,"36",1,13402,1631,80.623
"4",4,"+1","BRUNO MARS It Will Rain",11239,"-668",-1448,"-115",64.915,"-6.122",125,"21",1,13635,2024,86.477
"5",5,"-1","RIHANNA We Found Love f/Calvin Harris",11149,"-784",-1465,"-545",76.95,"-5.277",133,"13",1,14238,2184,95.593
"6",6,"=","JESSIE J Domino",9972,"+336",900,"-108",59.927,"+2.836",142,"7",6,9972,1524,59.927
"7",7,"=","SELENA GOMEZ & THE SCENE Love You Like A...",8750,"-270",-382,"-279",45.15,"-1.484",166,"31",6,9154,1208,48.131
"8",8,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",8229,"+622",1609,"-5",51.364,"+2.533",56,"3",8,8229,1674,51.364
"9",9,"=","LMFAO Sexy And I Know It",7085,"-299",-736,"+119",44.027,"-2.967",162,"8",2,12000,1530,74.768
"10",10,"+1","GAVIN DEGRAW Not Over You",6465,"+138",261,"+37",34.508,"+1.475",164,"18",10,6465,547,34.508
"11",11,"+1","GYM CLASS HEROES Ass Back Home",6383,"+350",652,"+198",40.301,"+1.477",73,"4",11,6383,1379,40.301
"12",12,"+1","PITBULL F/CHRIS BROWN International Love",6346,"+394",899,"+84",39.29,"+1.318",94,"11",12,6346,1058,39.29
"13",13,"-3","DAVID GUETTA Without You f/Usher",6287,"-356",-820,"-38",42.256,"-1.004",162,"40",1,13428,1586,84.476
"14",14,"=","J. COLE Workout",5614,"-118",-190,"-150",31.87,"-2.122",104,"34",12,5803,659,35.209
"15",15,"=","HOT CHELLE RAE I Like It Like That f/New...",5235,"-2",246,"-105",24.246,"+0.134",128,"26",15,5237,639,24.246
"16",16,"+3","KELLY CLARKSON Stronger (What Doesn't Ki...",5189,"+752",1423,"+393",33.764,"+6.270",28,"1",16,5189,1423,33.764
"17",17,"=","JAY Z & KANYE WEST N***** In Paris",5106,"-30",-21,"-59",35.844,"-0.079",91,"17",15,5142,785,36.602
"18",18,"-2","GYM CLASS HEROES Stereo Hearts f/Adam Le...",4937,"-229",-481,"-6",30.449,"-2.072",221,"--",1,13951,1685,86.013
"19",19,"-1","BREATHE CAROLINA Blackout",4553,"+51",4,"-80",22.637,"+0.895",164,"38",18,4553,498,24.36
"20",20,"+2","WANTED Glad You Came",4170,"+524",1113,"+127",23.72,"+2.485",28,"24",20,4170,1330,23.72
"21",21,"=","OUTASIGHT Tonight Is The Night",3949,"+85",143,"+45",19.461,"-0.270",96,"33",21,3949,506,19.731
"22",22,"+1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3668,"+190",494,"-121",25.465,"+1.211",73,"9",22,3668,643,25.465
"23",23,"-3","RIHANNA You Da One",3368,"-553",-1025,"-409",19.598,"-1.478",86,"41",17,4573,3394,36.963
"24",24,"=","FRAY Heartbeat",3256,"-75",25,"-186",14.076,"-0.195",101,"48",23,3331,677,14.271
"25",25,"+2","LMFAO Sorry For Party Rocking",2338,"+321",854,"+62",11.052,"+0.971",26,"81",25,2338,854,11.052
"26",26,"--","MADONNA Give Me All Your Luvin'",2294,"--",2294,"--",23.102,"--",1,"12",26,2294,2294,23.102
"27",27,"+2","DRAKE Take Care f/Rihanna",2257,"+456",887,"+270",21.013,"+3.482",29,"22",27,2257,887,21.013
"28",28,"-2","BIG TIME RUSH Music Sounds Better With U",2046,"+7",21,"-79",7.535,"-0.164",70,"436",26,2046,409,7.699
"29",29,"-1","BIG SEAN Dance (A$$)",1995,"+52",144,"-46",14.437,"-0.532",63,"35",27,1995,366,15.151
"30",30,"=","JOJO Disaster",1654,"+11",172,"-146",5.924,"+0.166",84,"296",29,1654,318,5.924
"31",31,"-6","DRAKE Headlines",1639,"-405",-945,"-77",11.153,"-2.009",112,"63",16,4778,754,30.781
"32",32,"-1","WILL.I.AM T.H.E (The Hardest Ever)",1489,"-24",-34,"-40",4.76,"-0.295",59,"77",30,1534,355,5.769
"33",33,"+1","TRAIN Drive By",1379,"+236",446,"+145",5.288,"+1.198",21,"43",33,1379,446,5.288
"34",34,"-2","WE THE KINGS Say You Like Me",1356,"+16",132,"-38",4.01,"+0.170",139,"306",32,1356,320,4.01
"35",35,"=","COLDPLAY Princess Of China",1211,"+81",173,"+22",5.503,"-0.013",71,"78",34,1211,173,5.516
"36",36,"+1","COBRA STARSHIP Middle Finger f/Mac Mille...",1101,"+48",107,"-21",4.627,"-0.025",43,"246",36,1101,195,4.652
"37",37,"-1","COLBIE CAILLAT Brighter Than The Sun",1073,"+10",36,"-19",3.79,"+0.104",91,"46",34,1073,157,3.79
"38",38,"=","FOSTER THE PEOPLE Don't Stop (Color On T...",1020,"+69",145,"+17",3.543,"-0.027",24,"102",38,1020,295,3.57
"39",39,"-6","T-PAIN 5 O'clock f/Wiz Khalifa",984,"-227",-651,"+82",5.427,"-0.866",120,"70",10,6640,1264,34.118
