"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",16257,"+15",-168,"+16",111.645,"+0.232",95,"4",1,16503,2448,112.279
"2",2,"=","JUSTIN TIMBERLAKE","Mirrors",15097,"-144",-793,"-117",104.369,"-0.894",87,"10",1,16201,3114,111.865
"3",3,"=","ICONA POP","I Love It f/Charl...",14259,"+15",-8,"-49",90.372,"-0.040",129,"18",3,14326,1359,93.264
"4",4,"=","SELENA GOMEZ","Come & Get It",12978,"+220",1368,"+99",79.735,"+0.506",69,"7",4,12978,2034,79.735
"5",5,"=","PINK","Just Give Me A Re...",10284,"-159",-1374,"-79",72.611,"-0.823",117,"9",1,15624,1949,106.133
"6",6,"=","DAFT PUNK","Get Lucky",9873,"+236",1244,"+175",66.657,"+1.523",56,"2",6,9873,1817,66.657
"7",7,"=","FLORIDA-GEORGIA L...","Cruise",9571,"+132",620,"+70",48.439,"+0.652",83,"5/20",7,9571,1411,48.439
"8",8,"=","FALL OUT BOY","My Songs Know Wha...",9064,"+56",537,"+24",51.987,"-0.092",127,"6",8,9064,1015,52.079
"9",9,"+2","ROBIN THICKE","Blurred Lines f/P...",8258,"+412",2226,"+165",61.457,"+2.899",39,"1",9,8258,2498,61.457
"10",10,"-1","JASON DERULO","The Other Side",8109,"+73",544,"+54",46.979,"+0.666",59,"23",9,8109,2399,46.979
"11",11,"-1","IMAGINE DRAGONS","Radioactive",8080,"+188",1562,"-58",48.599,"+1.509",65,"3",10,8080,1692,48.599
"12",12,"+1","BRUNO MARS","Treasure",7634,"+41",655,"-225",47.806,"-0.159",37,"16",12,7634,2114,47.965
"13",13,"-1","ARIANA GRANDE","The Way f/Mac Mil...",7589,"-25",52,"-46",40.143,"+0.050",78,"14",11,7681,1373,40.497
"14",14,"+1","RIHANNA","Stay f/Mikky Ekko",7131,"-149",-1261,"+126",45.021,"-1.394",141,"31",1,15599,1920,102.136
"15",15,"+1","ZEDD","Clarity f/Foxes",7086,"+159",1155,"+22",54.303,"+1.607",92,"11",15,7086,1183,54.303
"16",16,"-2","DEMI LOVATO","Heart Attack",7039,"-525",-3530,"-291",44.267,"-2.888",109,"34",4,12179,2482,74.905
"17",17,"=","MARIAH CAREY","#Beautiful f/Migu...",6449,"+5",118,"-25",35.886,"+0.540",42,"19",14,6449,3429,35.886
