"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","MILEY CYRUS","Wrecking Ball",14769,"-108",-457,"-111",98.395,"-1.029",73,"13",1,15459,2954,107.57
2,"=","AVICII","Wake Me Up",14045,"-183",-1130,"-53",106.792,"-0.544",119,"11",1,17010,2103,116.977
3,"=","LORDE","Royals",13394,"-206",-959,"-19",94.661,"-2.254",103,"3",1,16495,2817,112.509
4,"+1","IMAGINE DRAGONS","Demons",11708,"+185",1091,"+28",78.798,"+1.816",83,"8",4,11708,1982,78.798
5,"-1","DRAKE","Hold On We're Goi...",11625,"-57",-322,"-100",65.276,"-0.548",104,"16",4,11961,1610,74.25
6,"=","LADY GAGA","Applause",10822,"-316",-1184,"-237",71.993,"-1.445",103,"15",4,12273,3922,81.876
7,"=","SELENA GOMEZ","Slow Down",9773,"-72",-88,"-98",56.686,"-0.302",97,"42",7,9868,1167,57.795
8,"=","KATY PERRY","Roar",9313,"-176",-1739,"-27",66.218,"-1.501",104,"10",1,17176,6098,117.145
9,"=","EMINEM","The Monster f/Rih...",9232,"+406",2653,"+118",68.846,"+2.871",25,"2/33",9,9232,2782,68.846
10,"=","KATY PERRY","Unconditionally",8141,"+85",879,"-16",46.892,"+0.349",35,"19",9,8141,3384,46.892
11,"=","ONEREPUBLIC","Counting Stars",8129,"+372",2127,"+105",62.662,"+2.935",42,"5/90",11,8129,2127,62.662
12,"=","PITBULL","Timber f/Ke$ha",7515,"+147",1464,"-49",49.846,"+0.962",40,"4",12,7515,1716,49.846
13,"=","ZEDD","Stay The Night f/...",7053,"+128",964,"-35",49.545,"+0.203",55,"27",13,7053,1238,49.545
14,"=","PARAMORE","Still Into You",6606,"-171",-834,"-20",38.737,"-1.300",198,"43",9,8192,961,48.594
15,"=","JUSTIN TIMBERLAKE","TKO",6561,"-6",27,"+10",32.006,"-0.125",60,"76",11,6611,1724,32.813
16,"=","JASON DERULO","Marry Me",5866,"+20",376,"+11",31.889,"+0.221",70,"29",14,5866,856,31.889
17,"=","NEIGHBOURHOOD","Sweater Weather",5806,"+139",664,"+138",30.012,"+1.062",147,"18",17,5806,869,30.012
18,"=","JAY Z","Holy Grail f/Just...",5343,"-120",-754,"+125",41.355,"-0.775",142,"44",4,11700,2095,78.442
19,"=","LADY GAGA","Do What U Want f/...",4633,"+220",1291,"+98",30.946,"+1.070",25,"21",19,4633,1319,30.946
20,"=","MACKLEMORE & RYAN...","White Walls f/ScH...",4009,"+111",740,"-6",22.001,"+0.616",70,"24",20,4009,746,22.001
21,"+2","PASSENGER","Let Her Go",3950,"+218",874,"+153",22.143,"+1.530",55,"7",21,3950,874,22.143
22,"=","ONE DIRECTION","Story Of My Life",3914,"+133",926,"+28",20.141,"+0.584",24,"9",22,3914,1292,20.141
23,"-2","LANA DEL REY","Summertime Sadnes...",3701,"-152",-742,"-63",30.368,"-0.147",143,"93",2,13737,1923,88.403
24,"=","TRAVIE MCCOY","Rough Water f/Jas...",3568,"-52",-261,"-44",18.052,"-0.666",61,"89",20,3883,705,22.115
25,"=","RIHANNA","What Now",3094,"-203",-773,"-179",12.587,"-0.671",63,"77",19,4043,821,17.344
26,"=","ELLIE GOULDING","Burn",3015,"+70",532,"+19",20.357,"+0.926",48,"26",26,3015,532,20.357
27,"=","ENRIQUE IGLESIAS","Heart Attack",2638,"+30",-27,"+11",12.951,"+0.346",48,"118",26,2665,649,13.314
28,"=","FALL OUT BOY","Alone Together",2413,"+54",353,"-4",10.178,"+0.288",96,"109",28,2413,357,10.178
29,"+1","SARA BAREILLES","Brave",2161,"+3",193,"-65",13.689,"-0.153",83,"23",29,2161,380,13.842
30,"-1","BRUNO MARS","Gorilla",1997,"-199",-2187,"+217",9.138,"-0.808",75,"83",10,7264,1872,38.774
31,"=","JOHN NEWMAN","Love Me Again",1965,"+28",213,"-37",8.523,"+0.275",50,"65",31,1965,392,8.523
32,"=","ZENDAYA","Replay",1915,"-9",84,"-57",7.212,"-0.036",37,"84",32,1941,457,7.479
33,"+1","BRITNEY SPEARS","Perfume",1679,"+78",517,"-12",7.696,"+0.234",14,"130",33,1679,896,7.696
34,"-1","TAYLOR SWIFT","Everything Has .....",1535,"-165",-1092,"-75",7.486,"-0.675",132,"98",14,5693,990,31.815
35,"=","J. COLE","Crooked Smile f/T...",1500,"-93",-514,"-42",6.119,"-0.526",96,"266",26,2407,332,12.679
36,"+1","BASTILLE","Pompeii",1356,"+88",501,"+38",9.465,"+0.401",15,"40",36,1356,501,9.465
37,"-1","NEW POLITICS","Harlem",1352,"+6",57,"-9",4.55,"+0.072",79,"135",36,1366,285,4.55
38,"=","CALVIN HARRIS","Thinking About Yo...",1257,"+37",206,"+18",7.146,"+0.268",22,"240",37,1257,239,7.146
39,"+2","FLO RIDA","How I Feel",1021,"+25",240,"-14",5.774,"+0.237",15,"145",39,1021,310,5.774
