"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","FUN. We Are Young f/Janelle Monae",13988,"+25",-310,"+20",106.767,"-0.324",81,"5",1,14439,2738,110.772
"2",2,"+1","GOTYE Somebody That I Used To Know",12634,"+157",1462,"-75",97.256,"+0.999",73,"1",2,12634,2018,97.256
"3",3,"-1","FLO RIDA Wild Ones f/Sia",12566,"+47",171,"-3",91.796,"+0.403",99,"6",2,12595,1940,91.796
"4",4,"=","NICKI MINAJ Starships",11456,"+9",918,"-282",82.227,"+0.421",89,"10/35",4,11456,1834,82.227
"5",5,"=","WANTED Glad You Came",11062,"-132",-993,"+100",87.289,"-1.067",126,"14",1,13712,1363,101.962
"6",6,"=","ONE DIRECTION What Makes You Beautiful",10498,"+58",486,"+7",71.65,"+0.399",74,"8",6,10498,1579,71.65
"7",7,"=","KATY PERRY Part Of Me",8715,"-105",-1599,"+137",58.498,"-0.700",90,"28",3,12039,3625,78.553
"8",8,"=","ADELE Rumour Has It",8339,"-100",-134,"-122",54.146,"-1.059",70,"27",8,8497,1514,56.313
"9",9,"=","CARLY RAE JEPSEN Call Me Maybe",8015,"+207",924,"+208",59.697,"+2.349",63,"2",9,8015,1298,59.697
"10",10,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",7230,"-85",-748,"+40",49.094,"-1.268",126,"25",1,13549,2321,99.332
"11",11,"=","MAROON 5 Payphone f/Wiz Khalifa",7223,"+61",955,"-165",51.946,"+0.464",27,"3",11,7223,3415,51.946
"12",12,"=","JUSTIN BIEBER Boyfriend",6975,"-93",-674,"-42",40.432,"-0.441",48,"4",9,7937,4726,51.492
"13",13,"=","CALVIN HARRIS Feel So Close",6453,"-73",-1069,"+119",42.755,"-0.559",94,"18",7,8145,1329,55.352
"14",14,"=","KARMIN Broken Hearted",5966,"+51",155,"+0",37.138,"+0.205",84,"20",14,5966,936,37.138
"15",15,"=","TRAIN Drive By",5874,"+63",144,"+71",34.706,"-0.098",119,"11",15,5874,601,35.3
"16",16,"=","DRAKE Take Care f/Rihanna",4683,"-111",-595,"+55",37.651,"-0.851",127,"46",8,7620,1220,60.618
"17",17,"+1","RIHANNA Where Have You Been",4593,"+124",1443,"-161",32.787,"+0.626",28,"12",17,4593,1884,32.787
"18",18,"+2","USHER Scream",4505,"+253",1965,"-161",32.111,"+1.530",17,"17",18,4505,2323,32.111
"19",19,"-2","JENNIFER LOPEZ Dance Again f/Pitbull",4479,"-129",-348,"-105",26.378,"-0.979",44,"9",17,4851,2243,30.831
"20",20,"-1","PITBULL Back In Time",4406,"+119",497,"+18",26.169,"+0.994",45,"13",18,4406,925,26.169
"21",21,"=","ELLIE GOULDING Lights",3798,"+111",608,"-47",23.888,"+0.506",93,"24",20,3798,786,23.888
"22",22,"=","DEMI LOVATO Give Your Heart A Break",3051,"+45",421,"-96",20.63,"+0.416",74,"38",22,3051,665,20.63
"23",23,"=","DAVID GUETTA Titanium f/Sia",2677,"+100",636,"+41",17.409,"+0.815",35,"32",23,2677,694,17.409
"24",24,"=","B.O.B So Good",2180,"-118",-1190,"+74",10.447,"-0.845",71,"36",18,4675,1013,31.923
"25",25,"=","TAYLOR SWIFT Eyes Open",2168,"-99",-987,"+37",9.875,"-0.666",49,"31",20,3925,1442,22.308
"26",26,"=","HAVANA BROWN We Run The Night f/Pitbull",2148,"+9",224,"+8",16.307,"+0.085",91,"57",26,2148,267,16.307
