"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","TAYLOR SWIFT","Blank Space",17066,-178,-409,-216,110.742,-0.592,67,"2",1,18014,3248,118.647
2,"=","NICK JONAS","Jealous",14186,-43,-42,-87,83.797,-0.238,114,"11",2,14461,1846,86.277
3,"=","ARIANA GRANDE & THE WEEKND","Love Me Harder",13598,-69,334,-253,79.558,0.037,88,"21",3,13781,1751,81.797
4,"=","SAM SMITH","I'm Not The Only One",12093,46,50,-83,74.657,0.613,100,"10",4,12183,1806,77.418
5,"=","MAROON 5","Animals",11423,-185,-517,-95,78.495,-0.465,102,"13",1,17381,3186,114.705
6,"=","MR PROBZ","Waves",10684,-210,-485,-191,67.709,-0.887,174,"36",5,12307,1264,83.219
7,"=","CALVIN HARRIS","Blame f/John Newman",10664,-143,-965,-7,67.119,-0.914,117,"65",3,13993,1988,88.09
8,"=","HOZIER","Take Me To Church",10012,71,42,-69,61.787,0.669,82,"4",8,10068,1600,64.59
9,"=","MARK RONSON","Uptown Funk f/Bruno Mars",9459,106,437,-71,58.016,0.854,54,"1",9,9459,2689,58.016
10,"=","SELENA GOMEZ","The Heart Wants What It Wants",8890,-2,41,-102,56.182,0.479,58,"14",10,9109,2058,57.914
11,"=","ED SHEERAN","Don't",7978,-224,-825,-78,49.497,-1.097,174,"24",2,15646,2073,94.331
12,"=","MEGHAN TRAINOR","Lips Are Movin",7815,-7,-12,-113,42.997,-0.318,75,"6",12,7852,1423,43.638
13,"=","TOVE LO","Habits (Stay High)",7445,-125,-547,-57,50.729,-0.723,194,"44",1,16744,2816,110.186
14,"=","ALESSO","Heroes",6531,-50,-281,-63,40.63,-0.162,117,"38",13,7022,896,41.958
15,"=","IGGY AZALEA","Beg For It f/MØ",5862,-219,-902,-184,28.307,-0.627,71,"33",11,7303,2920,38.689
16,"=","JAMES NEWTON HOWARD","The Hanging Tree f/J. Lawrence",5333,5,478,-101,34.543,0.364,26,"20/67",16,5333,2403,34.543
17,"=","TAYLOR SWIFT","Shake It Off",4929,-33,-238,38,33.629,-0.124,138,"7",1,17531,9016,110.142
