"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ROBIN THICKE","Blurred Lines f/P...",15006,"+127",2003,"-329",98.423,"+1.250",62,"1",1,15006,2544,98.423
"2",2,"=","DAFT PUNK","Get Lucky",13982,"+55",657,"-84",91.811,"+0.062",79,"5",2,13982,2173,91.811
"3",3,"=","SELENA GOMEZ","Come & Get It",13739,"-120",-777,"-87",81.196,"-0.835",92,"11",1,14547,2034,86.045
"4",4,"=","IMAGINE DRAGONS","Radioactive",13509,"+124",1103,"-80",81.926,"+0.388",88,"4",4,13509,2069,81.926
"5",5,"=","MACKLEMORE & RYAN...","Can't Hold Us f/R...",12174,"-233",-1790,"-31",84.763,"-0.569",118,"7",1,16503,2448,112.279
"6",6,"=","JUSTIN TIMBERLAKE","Mirrors",10683,"-166",-913,"-6",76.094,"-2.032",110,"18",1,16201,3114,111.865
"7",7,"=","FLORIDA-GEORGIA L...","Cruise",9919,"-106",-246,"-105",49.731,"-0.664",106,"10/29",6,10190,1411,52.727
"8",8,"=","JASON DERULO","The Other Side",9855,"+118",698,"+16",60.447,"+0.353",82,"23",8,9855,2399,60.447
"9",9,"=","ZEDD","Clarity f/Foxes",9830,"+177",843,"+18",72.557,"+0.816",115,"12",9,9830,1183,72.557
"10",10,"=","ICONA POP","I Love It f/Charl...",8861,"-172",-1400,"+79",60.025,"-2.105",152,"34",2,14326,1359,93.264
"11",11,"=","BRUNO MARS","Treasure",8815,"+100",397,"+140",55.195,"+0.852",60,"9/52",11,8815,2114,55.195
"12",12,"=","MAROON 5","Love Somebody",7884,"+98",909,"-120",51.621,"+1.220",56,"15",12,7884,1161,51.621
"13",13,"=","CALVIN HARRIS F/E...","I Need Your Love",7753,"+134",700,"+59",54.966,"+1.083",96,"24",13,7753,1386,54.966
"14",14,"=","ANNA KENDRICK","Cups (Pitch Perfe...",6203,"+98",579,"+67",40.858,"+0.424",104,"8",14,6203,902,40.858
"15",15,"+1","MACKLEMORE & RYAN...","Same Love f/Mary ...",5667,"+274",1585,"+101",40.589,"+1.410",47,"6",15,5667,1585,40.589
"16",16,"-1","PINK","Just Give Me A Re...",5587,"-139",-1023,"+76",38.281,"-0.903",140,"19",1,15624,1949,106.133
"17",17,"=","CAPITAL CITIES","Safe And Sound",5388,"+143",869,"+61",33.611,"+0.804",80,"16",17,5388,1083,33.611
"18",18,"+1","MILEY CYRUS","We Can't Stop",4868,"+130",973,"-69",29.025,"+1.213",35,"3",18,4868,1276,29.025
"19",19,"-1","ARIANA GRANDE","The Way f/Mac Mil...",4731,"-284",-1056,"-111",24.605,"-1.034",101,"21",11,7681,1373,40.497
"20",20,"=","RIHANNA","Right Now f/David...",4446,"+55",502,"-10",29.407,"+0.820",45,"68",20,4446,1144,29.407
"21",21,"=","MARIAH CAREY","#Beautiful f/Migu...",4006,"-253",-1611,"-95",20.055,"-1.407",65,"25",14,6467,3429,35.886
"22",22,"=","KE$HA","Crazy Kids",3758,"+72",360,"+34",18.387,"+0.188",69,"48",22,3758,529,18.387
"23",23,"=","BRITNEY SPEARS","Ooh La La",3674,"-5",316,"-72",21.002,"-0.366",23,"140",23,3679,2895,27.844
"24",24,"=","AUSTIN MAHONE","What About Love",3499,"+78",430,"-10",19.475,"+0.206",31,"90",24,3499,982,19.577
"25",25,"=","DEMI LOVATO","Heart Attack",3109,"-140",-1084,"-35",21.294,"-0.752",132,"63",4,12179,2482,74.905
"26",26,"=","NIKKI WILLIAMS","Glowing",2751,"+45",210,"+21",17.022,"+0.081",94,"138",26,2751,309,17.022
"27",27,"=","ED SHEERAN","Lego House",2410,"-162",-843,"-61",12.443,"-0.473",122,"88",20,3897,788,21.532
"28",28,"=","EMBLEM3","Chloe (You're The...",2152,"+10",129,"-26",7.415,"+0.043",73,"83",28,2152,382,7.415
"29",29,"=","PHILLIP PHILLIPS","Gone, Gone, Gone",1992,"+37",331,"-26",10.149,"+0.131",43,"31",29,1992,444,10.149
"30",30,"=","JAY Z","Holy Grail f/Just...",1915,"+167",1915,"+167",17.872,"+1.504",6,"2",30,1915,1915,17.872
"31",31,"=","LABRINTH","Beneath Your Beau...",1650,"-21",-89,"-40",8.293,"+0.020",54,"57",30,1780,362,9.135
"32",32,"+1","PARAMORE","Still Into You",1492,"+43",225,"+11",6.581,"+0.137",62,"119",32,1492,225,6.581
"33",33,"+1","DAVID GUETTA","Play Hard f/Ne-Yo...",1438,"+11",220,"-15",7.465,"+0.293",32,"75",33,1438,368,7.465
"34",34,"-2","SEAN KINGSTON","Beat It f/Chris B...",1436,"-20",-48,"-31",4.856,"-0.137",58,"102",32,1484,303,4.993
