"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","Pk","PkSp","PkBl","PkAu"
1,"=","JASON DERULO","Talk Dirty f/2 Chainz",16827,87,1071,-8,113.184,1.295,107,"8/14",1,16827,2775,113.184
2,"=","JOHN LEGEND","All Of Me",16663,127,1175,-80,117.579,0.943,76,"3",2,16663,2520,117.579
3,"=","PHARRELL WILLIAMS","Happy",16220,-169,-861,-182,114.4,-1.109,87,"1",1,17173,2414,120.293
4,"=","KATY PERRY","Dark Horse",13784,-126,-694,-94,100.612,-1.206,144,"10",1,17515,2780,123.167
5,"=","LORDE","Team",10452,-186,-2365,176,79.124,-1.018,143,"33",1,16451,1641,108.342
6,"=","DEMI LOVATO","Neon Lights",10428,6,986,-176,58.13,-0.011,138,"66",6,10428,1162,58.141
7,"=","BASTILLE","Pompeii",10070,-125,-2146,313,73.654,-1.422,158,"17",3,15079,1804,100.897
8,"+1","JUSTIN TIMBERLAKE","Not A Bad Thing",9516,144,971,-33,60.538,1.02,51,"11",8,9516,2024,60.538
9,"-1","AMERICAN AUTHORS","Best Day Of My Life",9361,-13,188,-151,55.774,-0.145,127,"21",8,9377,1116,57.704
10,"=","ALOE BLACC","The Man",9064,46,96,78,42.29,-0.034,83,"12",8,9064,1722,43.362
11,"=","AVICII","Hey Brother",8361,-34,172,-101,49.862,-0.025,131,"23",10,8395,816,49.887
12,"=","MARTIN GARRIX","Animals",7330,23,246,-31,41.786,-0.137,135,"28",12,7330,993,43.39
13,"=","NAUGHTY BOY","La La La f/Sam Smith",6831,12,686,-140,38.168,0.189,93,"27",13,6831,984,38.168
14,"=","PARAMORE","Ain't It Fun",6373,14,549,-60,37.755,0.231,66,"18",14,6373,978,37.755
15,"=","RIXTON","Me And My Broken Heart",5713,77,572,-88,32.43,0.768,44,"40",15,5713,1397,32.43
16,"=","THE CHAINSMOKERS","#Selfie",5090,-224,-1075,-232,20.766,-1.251,57,"26",13,6173,1709,33.093
17,"=","TIESTO","Red Lights",4586,50,664,-143,28.195,0.574,53,"94",17,4586,850,28.195
18,"=","PITBULL","Wild Wild Love f/GRL",4451,85,774,-27,30.635,0.293,44,"31",18,4451,1068,30.635
19,"=","AUSTIN MAHONE","Mmm Yeah f/Pitbull",4398,60,441,68,19.478,0.153,70,"29",18,4398,764,19.478
20,"=","MKTO","Classic",4181,45,246,23,19.86,0.333,135,"30",19,4181,570,19.86
21,"=","DJ SNAKE & LIL JON","Turn Down For What",3977,107,578,47,24.698,0.668,86,"9",21,3977,657,24.698
22,"=","KID INK","Show Me f/Chris Brown",2888,-108,-604,-9,16.88,-0.626,100,"61",19,3945,644,21.33
23,"+5","ED SHEERAN","Sing",2694,243,2424,-27,22.56,-0.273,7,"5",23,2694,2451,22.833
24,"+1","5 SECONDS OF SUMMER","She Looks So Perfect",2679,84,596,-75,12.62,0.492,22,"46",24,2679,1186,12.62
25,"-2","EMINEM","Headlights",2670,-27,-11,-77,12.247,-0.449,59,"83",23,2731,453,13.933
26,"=","NEON TREES","Sleeping With A Friend",2564,20,415,-92,12.143,-0.109,69,"51",26,2564,507,12.252
27,"=","B.O.B","John Doe f/Priscilla",2424,-66,55,-137,10.722,-0.092,56,"50",25,2490,644,12.96
28,"-4","CASH CASH","Take Me Home f/Bebe Rexha",2415,-278,-1742,59,12.544,-1.323,149,"138",13,6726,1074,37.25
29,"=","CALVIN HARRIS","Summer",2412,48,517,-42,18.976,0.426,25,"32",29,2412,763,18.976
30,"=","DISCLOSURE","Latch f/Sam Smith",2312,25,132,4,10.37,0.402,72,"45",27,2312,344,10.37
31,"+1","NICO & VINZ","Am I Wrong",1989,144,689,-24,10.295,0.627,14,"98",31,1989,1022,10.295
