"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","ADELE Set Fire To The Rain",13928,52,281,16,91.812,0.624,96,"7",1,13928,2301,91.812
"2",2,"+1","KELLY CLARKSON Stronger (What Doesn't Ki...",12162,307,1999,61,81.377,1.872,52,"4",2,12162,2321,81.377
"3",3,"-1","JESSIE J Domino",12024,27,302,-47,67.403,0.175,166,"27",2,12024,1524,67.403
"4",4,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",10987,97,423,13,64.112,1.021,80,"13",4,10987,1674,64.112
"5",5,"=","FLO RIDA Good Feeling",10489,-215,-1325,-147,68.546,-0.523,157,"23",1,13154,1657,85.747
"6",6,"+1","PITBULL F/CHRIS BROWN International Love",9110,62,442,-66,56.19,-0.325,118,"19",6,9110,1086,56.669
"7",7,"-1","RIHANNA We Found Love f/Calvin Harris",8989,-65,-513,20,67.171,-1.311,157,"32",1,14238,2184,95.593
"8",8,"=","GYM CLASS HEROES Ass Back Home",8303,123,689,47,54.911,0.792,97,"25",8,8303,1379,54.911
"9",9,"=","WANTED Glad You Came",7439,158,869,-6,44.04,0.799,52,"3",9,7439,1330,44.04
"10",10,"=","GAVIN DEGRAW Not Over You",6756,-46,-265,-28,35.637,-0.008,188,"39",10,7039,547,37.933
"11",11,"+1","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",6585,135,1082,-19,40.709,0.866,97,"12",11,6585,1174,40.709
"12",12,"-1","BRUNO MARS It Will Rain",6462,-110,-1061,-19,37.908,-0.864,149,"46",1,13635,2024,86.477
"13",13,"=","KATY PERRY The One That Got Away",6200,-166,-1110,3,37.143,-0.307,145,"68",1,13402,1631,80.623
"14",14,"=","KATY PERRY Part Of Me",5858,207,2239,-248,37.987,0.914,16,"8",14,5858,3625,37.987
"15",15,"=","LMFAO Sexy And I Know It",5502,-69,-177,-79,34.423,0.108,186,"15",2,12000,1530,74.768
"16",16,"+1","DRAKE Take Care f/Rihanna",5374,116,833,45,40.057,0.751,53,"21",16,5374,1220,40.057
"17",17,"-1","OUTASIGHT Tonight Is The Night",5339,43,378,-23,27.093,0.435,120,"37",16,5339,572,27.093
"18",18,"=","SELENA GOMEZ & THE SCENE Love You Like A...",5062,-155,-1113,-26,32.375,-0.579,190,"63",6,9154,1208,48.131
"19",19,"=","LMFAO Sorry For Party Rocking",3969,15,66,25,15.548,-0.162,50,"58",19,3980,1009,16.853
"20",20,"=","CHRIS BROWN Turn Up The Music",3440,168,919,68,17.605,0.839,28,"18",20,3440,987,17.605
"21",21,"=","CALVIN HARRIS Feel So Close",3337,193,1179,33,25.234,1.05,20,"53",21,3337,1328,25.234
"22",22,"=","NICKI MINAJ Starships",3094,232,1834,746,20.303,0.853,15,"9",22,3094,1834,20.303
"23",23,"+2","TRAIN Drive By",2675,46,428,5,11.234,0.242,45,"14",23,2675,500,11.234
"24",24,"-1","BREATHE CAROLINA Blackout",2643,-167,-1284,-61,13.946,-0.73,188,"70",17,4661,498,24.36
"25",25,"+2","FLO RIDA Wild Ones f/Sia",2560,129,960,42,19.055,0.771,25,"16",25,2560,960,19.055
"26",26,"-2","HOT CHELLE RAE I Like It Like That f/New...",2516,-188,-1378,1,10.206,-0.479,152,"55",15,5237,639,24.246
"27",27,"-1","JAY Z & KANYE WEST N***** In Paris",2398,-117,-1015,6,16.084,-1.337,115,"33",15,5155,785,36.602
"28",28,"=","J. COLE Workout",2134,-56,-489,67,16.265,-0.369,128,"76",12,5803,659,35.209
"29",29,"=","MADONNA Give Me All Your Luvin'",1995,-154,-791,-110,8.537,-1.106,25,"66",20,4569,4569,39.788
"30",30,"=","COLDPLAY Princess Of China",1932,14,137,29,9.467,-0.157,95,"61",29,1932,363,9.624
"31",31,"=","JOJO Disaster",1713,-96,-262,-123,7.102,-0.437,108,"248",27,1975,318,7.773
