"Pos","Pos.","Artist","Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PINK","Blow Me (One Last Ki...",12234,132,992,-23,80.499,1.482,78,"6",1,12234,2737,80.499
2,"=","FLO RIDA","Whistle",12003,-96,-72,-109,73.507,-0.842,107,"7",1,12179,1412,76.089
3,"=","NEON TREES","Everybody Talks",10891,42,614,-91,64.939,-0.316,164,"19",3,10891,1632,66.269
4,"=","MAROON 5","One More Night",10829,232,1472,-12,74.174,1.181,64,"2",4,10829,1494,74.174
5,"=","DEMI LOVATO","Give Your Heart A Br...",10310,-251,-1320,-139,69.119,-0.909,204,"41",1,11880,1256,80.294
6,"=","OWL CITY & CARLY RAE...","Good Time",9715,104,910,-35,67.585,1.021,86,"14",6,9715,1961,67.585
7,"+1","JUSTIN BIEBER","As Long As You Love ...",9618,174,1036,-7,69.989,0.775,77,"13",7,9618,1300,69.989
8,"-1","ELLIE GOULDING","Lights",9310,-167,-1305,-25,70.98,-1.249,223,"45",1,13999,1482,101.262
9,"=","TAYLOR SWIFT","We Are Never Ever Ge...",8349,123,589,53,55.686,0.875,37,"3",9,8349,4592,55.686
10,"+2","FUN.","Some Nights",7990,204,1287,72,51.389,1.463,102,"4",10,7990,1287,51.389
11,"-1","KATY PERRY","Wide Awake",7950,-159,-1350,64,51.663,-1.075,121,"36",1,14124,2824,100.029
12,"-1","DAVID GUETTA","Titanium f/Sia",7722,-188,-1559,37,58.197,-1.548,165,"46",3,11268,1091,79.723
13,"=","ALEX CLARE","Too Close",7123,117,1275,-53,46.112,0.485,114,"5",13,7123,1328,46.112
14,"=","NICKI MINAJ","Pound The Alarm",6527,74,496,-57,45.042,0.712,66,"30",13,6527,1036,45.042
15,"=","CHRIS BROWN","Don't Wake Me Up",5323,77,563,-48,41.776,0.94,95,"21",15,5323,982,41.776
16,"+1","KARMIN","Hello",4352,-18,414,-77,25.647,0.029,44,"55",16,4370,1012,25.647
17,"-1","CHER LLOYD","Want U Back",4295,-183,-1217,71,23.265,-0.754,131,"32",9,8069,1103,45.503
18,"=","ENRIQUE IGLESIAS","Finally Found You f/...",4242,101,1257,-171,28.831,0.505,22,"--",18,4242,1803,28.831
19,"=","CALVIN HARRIS","Let's Go f/Ne-Yo",3689,-136,-1290,132,24.187,-0.759,145,"85",5,9398,1254,61.384
20,"=","TRAIN","50 Ways To Say Goodb...",3438,77,480,48,19.088,0.367,47,"18",20,3438,717,19.088
21,"+1","NE-YO","Let Me Love You",3281,102,687,37,24.911,0.568,42,"27",21,3281,687,24.911
22,"-1","JASON MRAZ","I Won't Give Up",3265,-61,-314,-9,23.475,-0.989,158,"25",20,3773,443,26.174
23,"=","DAVID GUETTA","I Can Only Imagine f...",3162,61,354,33,21.066,0.472,53,"67",22,3162,589,21.066
24,"+3","PSY","Gangnam Style",2496,231,1581,51,20.289,1.635,11,"1",24,2496,1581,20.289
25,"=","LINKIN PARK","Burn It Down",2470,1,225,-82,10.889,0.145,106,"86",25,2493,475,10.889
26,"=","OLLY MURS","Heart Skips A Beat",2401,-12,81,-51,13.005,-0.269,69,"98",26,2413,401,13.274
27,"-3","KELLY CLARKSON","Dark Side",2278,-223,-1083,-147,15.2,-0.668,103,"78",20,3559,493,18.412
28,"+1","ONEREPUBLIC","Feel Again",1888,102,779,-19,8.67,0.373,14,"57",28,1888,813,8.67
29,"-1","CONOR MAYNARD","Vegas Girl",1863,19,182,-2,8.784,0.124,54,"114",27,1863,280,8.784
30,"=","USHER","Numb",1830,108,759,26,8.885,0.913,18,"212",29,1830,759,8.885
31,"+1","CHRISTINA AGUILERA","Your Body",1713,298,1713,298,16.75,1.921,6,"8",31,1713,1713,16.75
32,"-1","PHILLIP PHILLIPS","Home",1563,34,246,1,8.553,0.325,71,"12",30,1563,311,8.553
33,"=","ED SHEERAN","The A Team",1255,19,210,-14,8.055,0.13,32,"44",32,1255,231,8.055
34,"=","ZEDD","Spectrum f/Matthew K...",1186,21,281,-15,6.66,0.092,30,"186",34,1186,305,6.66
35,"=","TREY SONGZ","2 Reasons f/T.I.",1160,55,211,43,6.29,0.247,32,"123",34,1160,243,6.29
36,"=","AUSTIN MAHONE","Say Somethin",1016,12,123,-22,4.561,0.077,48,"274",36,1016,195,4.562
37,"=","RITA ORA","R.I.P. f/Tinie Tempa...",944,43,250,20,3.861,0.19,18,"261",37,944,352,3.861
38,"=","CHRIS WALLACE","Remember When (Push ...",860,12,47,5,2.541,0.046,39,"--",37,860,122,2.541
39,"+2","BRIDGIT MENDLER","Ready Or Not",701,10,106,-13,3.099,-0.067,17,"121",39,701,218,3.198
40,"=","KANYE WEST","Mercy f/Big Sean/Pus...",694,-4,36,-23,6.212,-0.036,30,"38",40,698,131,6.248
41,"-2","NO DOUBT","Settle Down",683,-149,-1437,64,2.671,-0.454,64,"206",19,4315,1467,23.29
