"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","Pk","PkSp","PkBl","PkAu"
"1",1,"=","ADELE","Hello",18872,-35,-277,-47,122.283,0.101,53,"4",1,19167,4705,124.831
"2",2,"=","JUSTIN BIEBER","Sorry",18408,283,2021,-224,120.048,1.51,54,"11",2,18408,3902,120.048
"3",3,"=","SELENA GOMEZ","Same Old Love",16685,212,1386,3,98.423,1.646,91,"23",3,16685,1774,98.423
"4",4,"=","ALESSIA CARA","Here",13827,152,751,49,90.171,1.231,149,"32",4,13827,1451,90.171
"5",5,"=","ELLIE GOULDING","On My Mind",13554,107,44,108,79.04,-0.078,89,"41",4,13605,3457,82.642
"6",6,"+1","MEGHAN TRAINOR","Like I'm Gonna Lose You",12275,146,722,53,73.75,1.662,169,"26",6,12275,1275,73.75
"7",7,"-1","DRAKE","Hotline Bling",12005,-399,-2299,-82,70.91,-2.212,92,"25",2,16016,2377,99.499
"8",8,"=","SHAWN MENDES","Stitches",11312,-212,-1533,160,80.24,-1.702,207,"33",1,17999,2130,108.715
"9",9,"=","THE WEEKND","In The Night",9872,236,1394,-15,62.082,1.051,33,"20",9,9872,3011,62.082
"10",10,"=","ELLE KING","Ex's and Oh's",8920,-484,-2541,-354,52.443,-2.448,123,"29",7,12070,1468,71.394
"11",11,"=","TAYLOR SWIFT","Wildest Dreams",8597,-247,-2086,244,57.007,-1.193,110,"48",1,18848,3531,112.715
"12",12,"=","DEMI LOVATO","Confident",8496,85,339,25,44.518,1.05,75,"67",12,8496,1761,44.518
"13",13,"=","ONE DIRECTION","Perfect",7663,173,624,53,38.088,1.072,58,"42",13,7663,1211,38.088
"14",14,"+1","DAYA","Hide Away",6970,128,635,28,36.549,0.669,121,"39",14,6970,851,36.549
"15",15,"-1","JUSTIN BIEBER","What Do You Mean?",6830,-148,-1164,145,55.626,-1.229,109,"30",1,18691,5900,114.523
"16",16,"+1","THE CHAINSMOKERS","Roses f/Rozes",6732,215,1315,-22,35.874,1.466,79,"27",16,6732,1619,35.874
"17",17,"-1","THE WEEKND","The Hills",6566,-170,-1522,108,51.933,-1.534,135,"45",2,17451,2705,105.256
"18",18,"=","ARIANA GRANDE","Focus",5517,-526,-2506,-475,21.405,-3.179,46,"73",13,8129,5117,41.927
"19",19,"=","TWENTY ONE PILOTS","Stressed Out",5182,213,1511,-12,27.534,1.55,30,"24",19,5182,1575,27.534
"20",20,"=","SHAWN MENDES & CAMILA CABELLO","I Know What You Did Last...",4962,168,1722,-172,25.286,0.675,21,"64",20,4962,1989,25.286
