"","Pos","Pos+","Artist","Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY","Roar",17083,-64,45,-180,115.673,-0.478,62,"3",1,17176,6098,117.145
"2",2,"=","AVICII","Wake Me Up",15776,125,1135,-71,105.058,0.775,77,"4",2,15776,2103,105.058
"3",3,"=","LORDE","Royals",15505,241,1629,-1,102.288,1.554,61,"1",3,15505,2817,102.288
"4",4,"=","LANA DEL REY","Summertime Sadnes...",12864,-276,-789,-252,79.146,-1.729,101,"30/41",2,13737,1923,88.403
"5",5,"=","JAY Z","Holy Grail f/Just...",11700,10,252,-30,76.348,-0.291,100,"13",5,11700,2095,78.442
"6",6,"=","LADY GAGA","Applause",11042,30,366,-70,76.182,0.176,61,"9",6,11042,3922,76.182
"7",7,"=","MILEY CYRUS","Wrecking Ball",10209,283,1969,-10,70.246,2.244,31,"2",7,10209,2954,70.246
"8",8,"=","DRAKE","Hold On We're Goi...",9928,35,513,-100,62.996,-0.027,62,"6",7,9928,1610,63.023
"9",9,"=","CAPITAL CITIES","Safe And Sound",9189,-220,-2024,26,62.081,-0.737,174,"26",2,13601,1309,86.941
"10",10,"=","PARAMORE","Still Into You",7559,75,506,-36,46.886,-0.033,156,"32",10,7559,961,46.919
"11",11,"=","SELENA GOMEZ","Slow Down",6938,104,732,-61,39.582,0.877,55,"38",11,6938,1167,39.582
"12",12,"=","BRUNO MARS","Gorilla",6434,30,467,-44,37.936,0.444,33,"27",12,6434,1872,37.936
"13",13,"=","ROBIN THICKE","Give It 2 U f/Ken...",6169,30,140,-106,33.605,-0.112,69,"56",13,6169,1340,33.717
"14",14,"=","ROBIN THICKE","Blurred Lines f/P...",5863,-194,-1296,-18,40.288,-0.7,156,"24",1,16771,2544,113.5
"15",15,"=","TAYLOR SWIFT","Everything Has .....",5448,45,164,-31,30.989,0.447,90,"40",15,5448,990,30.989
"16",16,"=","BRITNEY SPEARS","Work Bitch",5336,42,628,-44,30.636,0.466,27,"23",16,5336,3487,30.636
"17",17,"+3","JUSTIN TIMBERLAKE","TKO",4176,161,1350,36,25.078,0.561,18,"78",17,4176,1724,25.078
"18",18,"=","EMINEM","Berzerk",4140,-46,-96,-50,17.822,-0.69,46,"14",18,4302,1757,19.955
"19",19,"=","AWOLNATION","Sail",4047,-4,156,-58,18.203,0.04,142,"31",19,4079,550,18.297
"20",20,"-3","MACKLEMORE & RYAN...","Same Love f/Mary ...",3991,-251,-1909,83,27.433,-1.128,141,"71",5,11178,1815,71.324
"21",21,"=","TEGAN & SARA","Closer",3919,47,315,-12,19.361,0.075,118,"148",20,3919,570,19.499
"22",22,"=","IMAGINE DRAGONS","Demons",3322,118,757,46,19.059,0.49,41,"18",22,3322,772,19.059
"23",23,"=","PINK","True Love f/Lily ...",3159,10,51,-4,13.256,-0.139,83,"98",22,3159,503,13.47
"24",24,"=","JASON DERULO","Marry Me",3132,92,719,11,14.976,0.417,28,"33",24,3132,856,14.976
"25",25,"=","FIFTH HARMONY","Miss Movin' On",2316,-6,56,-29,11.47,0.091,95,"124",25,2347,324,11.47
"26",26,"+1","NEIGHBOURHOOD","Sweater Weather",2265,-12,43,-36,8.132,0.003,105,"42",26,2277,262,8.132
"27",27,"-1","MILEY CYRUS","We Can't Stop",2243,-57,-374,-3,14.117,0.166,129,"11",9,9405,1276,55.184
"28",28,"+1","RIHANNA","What Now",2071,97,427,63,7.85,0.368,21,"216",28,2071,821,7.85
"29",29,"-1","KREWELLA","Live For The Nigh...",2020,-25,-48,-50,9.826,-0.079,82,"278",28,2083,288,10.333
"30",30,"=","TRAVIE MCCOY","Rough Water f/Jas...",1978,55,436,-29,12.226,0.297,19,"112",30,1978,705,12.226
"31",31,"=","J. COLE","Crooked Smile f/T...",1858,30,332,11,9.308,0.312,54,"165",31,1858,332,9.308
"32",32,"+1","ARMIN VAN BUUREN","This Is What It F...",1569,1,-8,-4,13.304,-0.027,79,"125",32,1591,249,13.331
"33",33,"-1","PHILLIP PHILLIPS","Gone, Gone, Gone",1552,-129,-1195,28,10.677,-0.683,137,"59",19,4407,462,24.14
"34",34,"=","FALL OUT BOY","Alone Together",1485,-13,57,-62,6.143,-0.006,54,"158",34,1523,326,6.149
"35",35,"=","ICONA POP","All Night",1382,-1,154,-42,7.11,-0.244,55,"175",35,1383,231,7.461
"36",36,"+2","ZEDD","Stay The Night f/...",1161,104,528,68,9.856,0.258,13,"84",36,1161,528,9.856
"37",37,"-1","BONNIE MCKEE","American Girl",1098,-70,-914,89,4.81,-0.229,97,"134",23,3167,740,15.059
"38",38,"-1","MACKLEMORE & RYAN...","White Walls f/ScH...",1091,24,123,4,4.659,0.159,28,"70",37,1091,291,4.659
"39",39,"=","EMELI SANDE","My Kind Of Love",1032,44,433,21,2.74,0.162,13,"385",39,1032,433,2.74
"40",40,"=","SARA BAREILLES","Brave",930,13,136,-27,4.675,0.031,41,"36",38,930,194,4.675
"41",41,"=","PASSENGER","Let Her Go",919,35,180,-3,4.799,0.146,13,"19",39,919,339,4.799
"42",42,"=","ENRIQUE IGLESIAS","Heart Attack",882,53,455,-14,5.961,0.117,6,"51",42,882,564,5.961
"43",43,"+1","NEW POLITICS","Harlem",798,13,126,0,3.157,0.089,37,"190",42,798,159,3.157
"44",44,"+1","CHRIS BROWN","Love More f/Nicki...",797,19,121,-12,3.395,0.298,19,"60",44,797,161,3.395
"45",45,"-2","THE WANTED","We Own The Night",789,-6,86,-29,1.556,-0.056,48,"--",42,802,193,2.897
"46",46,"=","CHER LLOYD","I Wish f/T.I.",786,15,85,8,1.95,0.074,13,"272",43,786,293,1.95
"47",47,"=","JOHN NEWMAN","Love Me Again",767,19,168,-13,3.589,0.292,8,"177",47,767,205,3.589
"48",48,"+1","ELLIE GOULDING","Burn",701,19,330,-49,4.88,0.027,6,"55",48,701,407,4.88
"49",49,"-1","ONE DIRECTION","Best Song Ever",681,-26,-417,152,4.2,-0.014,84,"87",16,5307,1660,25.473
"50",50,"=","CHRIS WALLACE","Keep Me Crazy",657,8,35,-1,1.122,0.033,40,"--",45,657,111,1.137
