"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
1,"=","FUN. We Are Young f/Janelle Monae",14025,"+153",697,"+135",106.187,"+0.208",59,"4",1,14025,2738,106.187
2,"=","WANTED Glad You Came",13620,"-8",-44,"+40",100.838,"-0.770",104,"8",1,13712,1363,101.962
3,"=","KATY PERRY Part Of Me",11868,"+46",137,"-31",76.196,"-0.155",68,"18",3,11868,3625,77.218
4,"=","FLO RIDA Wild Ones f/Sia",11103,"+151",1783,"-93",79.42,"+1.014",77,"7",4,11103,1940,79.42
5,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",10283,"-250",-1431,"-103",77.758,"-1.719",104,"22",1,13549,2321,99.332
6,"=","NICKI MINAJ Starships",8146,"+84",710,"-47",63.391,"+0.256",67,"12/44",6,8146,1834,63.391
7,"+1","ONE DIRECTION What Makes You Beautiful",8121,"+141",859,"+58",53.122,"+0.996",52,"6",7,8121,1579,53.122
8,"-1","CALVIN HARRIS Feel So Close",8056,"+56",338,"+41",54.657,"+0.005",72,"21",7,8056,1329,55.352
9,"+1","JUSTIN BIEBER Boyfriend",7823,"+64",530,"-64",50.541,"-0.108",26,"3",9,7823,4726,51.492
10,"-1","DAVID GUETTA Turn Me On f/Nicki Minaj",7578,"-264",-1636,"-38",57.111,"-0.356",132,"54",2,12506,1674,92.019
11,"+1","DRAKE Take Care f/Rihanna",7388,"-72",-232,"-82",59.233,"-0.494",105,"28",8,7620,1220,60.618
12,"+1","ADELE Rumour Has It",7379,"+192",1083,"+43",47.867,"+1.768",48,"23",12,7379,1514,47.867
13,"+1","GOTYE Somebody That I Used To Know",7311,"+181",1411,"-10",52.703,"+1.826",51,"2",13,7311,1560,52.703
14,"-3","GYM CLASS HEROES Ass Back Home",7256,"-318",-2044,"-99",55.243,"-1.566",149,"62",4,11001,1379,73.574
15,"=","KARMIN Broken Hearted",5451,"+40",349,"+9",33.362,"+0.521",62,"26",15,5451,936,33.362
16,"=","CARLY RAE JEPSEN Call Me Maybe",5397,"+101",1003,"-61",36.407,"+0.818",41,"5",16,5397,1298,36.407
17,"=","TRAIN Drive By",5311,"+90",445,"+35",31.013,"+0.458",97,"9",17,5311,601,31.013
18,"=","ADELE Set Fire To The Rain",5037,"-97",-1001,"+47",35.791,"-0.632",148,"35",1,13928,2301,95.946
19,"=","B.O.B So Good",4675,"+37",290,"-4",31.522,"-0.197",49,"13",18,4675,1013,31.923
20,"=","JENNIFER LOPEZ Dance Again f/Pitbull",4279,"+9",702,"-177",28.436,"+0.343",22,"20",20,4279,2243,28.436
21,"=","TAYLOR SWIFT Eyes Open",3872,"-7",386,"-87",22.036,"-0.267",27,"15",21,3879,1442,22.303
22,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",3062,"-100",-800,"+51",20.353,"-0.676",149,"30",10,7182,1174,48.863
23,"=","PITBULL Back In Time",2387,"+43",601,"-81",12.984,"+0.722",23,"43",23,2387,916,12.984
24,"+1","ELLIE GOULDING Lights",2120,"+22",218,"-29",12.21,"+0.300",71,"45",24,2120,431,12.21
25,"+5","MAROON 5 Payphone f/Wiz Khalifa",2113,"+556",2113,"+556",15.05,"+3.618",5,"1",25,2113,2113,15.05
26,"-2","CHRIS BROWN Turn Up The Music",2061,"-124",-851,"+42",17.373,"-0.529",80,"61",17,4894,987,33.507
27,"-1","DRAKE The Motto f/Lil Wayne",1944,"+37",263,"-5",18.389,"+0.113",62,"27",26,1944,321,18.389
28,"-1","DEMI LOVATO Give Your Heart A Break",1737,"+27",208,"+11",11.58,"+0.217",52,"72",27,1737,362,11.58
29,"-1","K'NAAN F/NELLY FURTADO Is Anybody Out Th...",1661,"-25",121,"-51",8.856,"-0.151",48,"--",27,1740,461,9.538
30,"-1","HAVANA BROWN We Run The Night f/Pitbull",1632,"+21",186,"+25",11.752,"+0.164",69,"104",27,1632,237,11.752
31,"=","NEON HITCH F U Betta",1320,"+39",137,"+33",4.335,"+0.086",48,"480",30,1320,215,4.335
32,"=","CHRIS RENE Young Homie",1272,"+21",134,"+8",4.778,"+0.038",41,"115",32,1272,213,4.778
33,"=","RIHANNA Talk That Talk f/Jay Z",1178,"-27",-451,"+88",7.414,"-0.005",74,"85",24,2226,339,12.882
34,"=","HOT CHELLE RAE Honestly",875,"+8",130,"-20",3.269,"+0.051",20,"315",34,875,284,3.269
35,"+3","DAVID GUETTA Titanium f/Sia",872,"+71",497,"+22",6.313,"+0.307",13,"82",35,872,497,6.313
36,"-1","USHER Climax",853,"-7",-16,"-11",3.101,"-0.004",34,"29",34,905,348,3.895
37,"-1","CHRISTINA PERRI A Thousand Years",840,"-20",-215,"+10",4.243,"-0.111",107,"53",23,2055,280,9.423
38,"-1","WALLPAPER F**king Best Song Everrr",747,"-55",-155,"-49",2.879,"-0.387",36,"--",34,908,262,3.847
39,"+3","RIHANNA Where Have You Been",563,"+70",411,"+20",6.54,"+0.560",6,"180",39,563,411,6.54
40,"-1","SEAN PAUL She Doesn't Mind",548,"-10",3,"-26",1.992,"-0.051",41,"226",38,560,158,2.09
41,"-1","DEV & ENRIQUE IGLESIAS Naked",526,"-5",-131,"+26",4.961,"-0.046",91,"--",28,1524,318,8.497
42,"-1","MADONNA Girl Gone Wild",503,"-20",30,"-31",1.175,"-0.082",20,"552",39,537,245,1.342
43,"=","RIHANNA Birthday Cake",476,"+13",59,"+7",1.682,"+0.089",20,"41",41,476,116,1.682
44,"+1","NEON TREES Everybody Talks",406,"+29",148,"+12",1.132,"+0.107",12,"50",44,406,148,1.132
45,"-1","KIRKO BANGZ Drank In My Cup",395,"-1",99,"-32",3.171,"+0.045",18,"65",42,400,184,3.45
46,"=","FAR EAST MOVEMENT Live My Life f/Justin ...",283,"-17",-45,"-3",0.927,"-0.080",30,"570",43,418,80,1.436
47,"+1","JASON MRAZ I Won't Give Up",276,"+3",97,"-15",1.302,"+0.006",6,"--",47,276,129,1.302
48,"+1","NICKI MINAJ Right By My Side f/Chris Bro...",252,"+9",53,"+5",0.958,"+0.042",6,"110",47,252,92,0.958
49,"-2","J. COLE Can't Get Enough f/Trey Songz",252,"-26",-170,"-26",0.905,"-0.068",41,"256",39,562,156,3.809
50,"--","COLDPLAY Paradise",244,"--",58,"--",1.324,"--",31,"63",38,892,255,2.679
