"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KELLY CLARKSON Stronger (What Doesn't Ki...",13446,39,460,-15,85.972,0.411,65,"3",1,13446,2321,85.972
"2",2,"=","ADELE Set Fire To The Rain",12882,-113,-695,-71,86.953,-0.438,109,"10",1,13928,2301,91.812
"3",3,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",11904,88,318,56,75.945,0.997,93,"15",3,11904,1674,75.945
"4",4,"=","JESSIE J Domino",10243,-243,-1426,-168,57.572,-0.804,179,"23",2,12024,1524,67.403
"5",5,"=","GYM CLASS HEROES Ass Back Home",9400,54,612,-17,59.119,-0.114,110,"19",5,9400,1379,59.233
"6",6,"=","WANTED Glad You Came",9266,150,984,16,57.473,1.081,65,"2",6,9266,1330,57.473
"7",7,"=","PITBULL F/CHRIS BROWN International Love",9011,-13,-45,-24,56.845,0.01,131,"20",5,9155,1086,56.845
"8",8,"=","FLO RIDA Good Feeling",8282,-149,-913,-60,54.437,-1.554,170,"26",1,13154,1657,85.747
"9",9,"=","KATY PERRY Part Of Me",7807,103,912,-71,49.01,0.669,29,"9",9,7807,3625,49.01
"10",10,"=","RIHANNA We Found Love f/Calvin Harris",7272,-186,-1050,-60,51.371,-1.059,170,"35",1,14238,2184,95.593
"11",11,"=","WIZ KHALIFA/SNOOP DOGG Young, Wild & Fre...",7163,44,370,17,43.942,0.149,110,"12",10,7163,1174,43.942
"12",12,"=","DRAKE Take Care f/Rihanna",6158,85,401,43,46.906,0.746,66,"14",12,6158,1220,46.906
"13",13,"+1","OUTASIGHT Tonight Is The Night",5666,39,187,-30,30.292,0.242,133,"36",13,5666,572,30.292
"14",14,"-1","BRUNO MARS It Will Rain",5634,-112,-544,-92,30.987,-0.466,162,"51",1,13635,2024,86.477
"15",15,"=","CALVIN HARRIS Feel So Close",5585,141,1306,-23,38.305,0.67,33,"13",15,5585,1329,38.305
"16",16,"=","GAVIN DEGRAW Not Over You",5236,-102,-931,45,28.77,-0.953,201,"39",10,7039,547,37.933
"17",17,"=","NICKI MINAJ Starships",4812,94,909,-22,29.347,0.416,28,"5/61",17,4812,1834,29.347
"18",18,"=","CHRIS BROWN Turn Up The Music",4459,8,313,-108,25.117,-0.048,41,"21",18,4459,987,25.165
"19",19,"=","FUN. We Are Young f/Janelle Monae",4252,312,1810,130,32.597,2.817,20,"1",19,4252,1810,32.597
"20",20,"=","FLO RIDA Wild Ones f/Sia",3865,135,706,59,27.847,0.471,38,"4",20,3865,973,27.847
