"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","KATY PERRY Last Friday Night (T.G.I.F.)",14868,15,348,-126,96.531,0.164,71,"5",1,14935,2322,96.531
"2",2,"=","LMFAO Party Rock Anthem",13870,-66,-74,3,93.245,-0.409,88,"2/98",1,14043,1859,94.193
"3",3,"=","PITBULL Give Me Everything f/Ne-Yo",11971,-139,-953,-70,79.939,-1.003,88,"10",1,14233,1811,95.596
"4",4,"=","NICKI MINAJ Super Bass",10907,101,717,-10,67.477,0.437,88,"8",4,10907,1188,67.477
"5",5,"=","BRITNEY SPEARS I Wanna Go",10093,134,1418,-26,68.873,0.897,54,"9",5,10093,1768,68.873
"6",6,"+1","ONEREPUBLIC Good Life",9494,-2,311,-113,53.062,0.295,88,"11",6,9496,978,53.062
"7",7,"-1","LADY GAGA The Edge Of Glory",9338,-164,-783,-179,56.233,-1.665,88,"17",3,11672,2193,68.045
"8",8,"=","HOT CHELLE RAE Tonight Tonight",9194,55,370,-10,49.999,0.757,88,"6",7,9194,838,49.999
"9",9,"=","ADELE Rolling In The Deep",7535,-102,-1088,93,49.257,-1.601,88,"12",1,14295,2273,96.15
"10",10,"=","LIL WAYNE How To Love",7171,126,871,33,41.723,0.593,63,"7",10,7171,1328,41.723
"11",11,"=","BAD MEETS EVIL Lighters f/Bruno Mars",6510,255,1463,132,43.794,2.058,42,"4/85",11,6510,1463,43.794
"12",12,"=","DAVID GUETTA/FLO RIDA/NICKI M. Where The...",5285,5,358,-67,26.932,0.064,88,"27",12,5285,615,26.932
"13",13,"=","BLACK EYED PEAS Just Can't Get Enough",5164,-45,-422,-17,34.261,-0.857,88,"46",2,13366,715,84.474
"14",14,"=","THE BAND PERRY If I Die Young",5077,109,431,34,26.443,0.481,88,"14",14,5077,655,26.443
"15",15,"=","LUPE FIASCO The Show Goes On",4618,-131,-1090,84,25.492,-0.868,88,"55",6,8825,1043,53.459
"16",16,"=","KATY PERRY E.T.",4592,-59,-428,26,31.37,-0.766,88,"63",1,14624,0,96.745
"17",17,"=","BEYONCE Best Thing I Never Had",4543,-28,143,-57,22.017,-0.175,60,"23",17,4571,856,22.192
"18",18,"=","CHRIS BROWN She Ain't You",4275,58,461,-17,22.298,0.243,77,"47",18,4275,635,22.298
"19",19,"+2","COBRA STARSHIP You Make Me Feel... f/Sab...",3825,204,1017,135,20.358,1.286,54,"15",19,3825,1017,20.358
"20",20,"=","JENNIFER LOPEZ I'm Into You f/Lil Wayne",3703,80,371,112,20.196,0.39,63,"38",20,3703,611,20.196
"21",21,"+1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",3672,117,889,-15,19.317,0.601,29,"1",21,3672,951,19.317
"22",22,"-3","JASON DERULO Don't Wanna Go Home",3664,-236,-1912,99,17.61,-1.238,86,"32",9,7292,1463,37.775
"23",23,"=","PITBULL Rain Over Me",2929,55,649,-119,17.718,0.001,28,"21",23,2929,813,17.718
"24",24,"=","FOSTER THE PEOPLE Pumped Up Kicks",2906,161,974,72,17.365,0.693,24,"3",24,2906,974,17.365
"25",25,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",2684,119,784,21,13.808,0.572,39,"18",25,2684,784,13.808
"26",26,"=","BLACK EYED PEAS Don't Stop The Party",2503,74,442,21,9.405,0.324,36,"120",25,2503,492,9.405
"27",27,"=","RIHANNA Cheers (Drink To That)",2443,218,1497,-21,17.157,1.379,10,"41",27,2443,1518,17.157
"28",28,"=","IYAZ Pretty Girls",2182,34,240,13,9.311,0.166,63,"76",27,2182,353,9.311
"29",29,"=","AVRIL LAVIGNE Smile",2060,14,48,23,8.325,0.09,70,"64",27,2060,320,8.325
"30",30,"=","COLDPLAY Every Teardrop Is A Waterfall",1837,35,83,-18,9.422,0.167,43,"36",30,1837,446,9.422
"31",31,"=","MARTIN SOLVEIG & DRAGONETTE Hello",1618,-126,-149,-194,14.017,-0.832,88,"79",18,4031,605,23.761
"32",32,"+1","KELLY ROWLAND Motivation f/Lil Wayne",1552,-4,253,-56,6.007,0.186,33,"37",32,1556,338,6.007
"33",33,"-1","NICOLE SCHERZINGER Right There",1543,-199,-1670,33,6.791,-0.994,72,"62",16,4411,720,21.085
"34",34,"=","AFROJACK Take Over Control f/Eva Simons",1407,36,131,33,14.784,0.187,48,"77",34,1407,234,14.784
"35",35,"=","ANDY GRAMMER Keep Your Head Up",1345,17,192,-31,4.71,0.099,42,"61",35,1345,280,4.71
