"","Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","iTunes","PkPos","PkSpins","PkBllt","PkAud"
"1",1,"=","BRUNO MARS It Will Rain",13533,-44,5,-61,84.657,-0.393,110,"14",1,13635,2024,86.477
"2",2,"=","RIHANNA We Found Love f/Calvin Harris",13380,-80,-488,-34,91.624,-0.327,118,"6",1,14238,2184,95.593
"3",3,"=","KATY PERRY The One That Got Away",13365,7,-22,-3,79.936,-0.157,106,"18",2,13387,1631,80.623
"4",4,"=","FLO RIDA Good Feeling",12791,20,713,-149,84.437,0.372,118,"5",4,12791,1657,84.437
"5",5,"=","ADELE Set Fire To The Rain",9911,173,1626,-128,64.1,0.728,57,"2",5,9911,2301,64.1
"6",6,"=","SELENA GOMEZ & THE SCENE Love You Like A...",9062,-14,449,-162,47.487,0.042,151,"35",6,9076,1208,47.487
"7",7,"=","LMFAO Sexy And I Know It",8777,-124,-836,-33,57.502,-0.627,147,"8",2,12000,1530,74.768
"8",8,"+1","JESSIE J Domino",8048,159,1259,-30,47.62,1.039,127,"9",8,8048,1524,47.62
"9",9,"-1","DAVID GUETTA Without You f/Usher",7938,-94,-929,72,48.861,-0.544,147,"32",1,13428,1586,84.476
"10",10,"=","GYM CLASS HEROES Stereo Hearts f/Adam Le...",6355,-150,-751,-34,38.794,-0.792,206,"31",1,13951,1685,86.013
"11",11,"=","GAVIN DEGRAW Not Over You",5913,41,334,-55,30.063,0.253,149,"19",11,5913,547,30.063
"12",12,"+1","J. COLE Workout",5581,59,304,43,33.633,-0.003,89,"28",12,5581,659,34.202
"13",13,"-1","MAROON 5 F/CHRISTINA AGUILERA Moves Like...",5558,-22,-377,76,35.423,-0.134,196,"16",1,14127,1893,93.336
"14",14,"=","DAVID GUETTA Turn Me On f/Nicki Minaj",5184,130,974,-25,33.434,1.096,41,"1",14,5184,1674,33.434
"15",15,"=","GYM CLASS HEROES Ass Back Home",4962,103,835,1,30.915,0.652,58,"17",15,4962,1379,30.915
"16",16,"+1","JAY Z & KANYE WEST N***** In Paris",4863,61,331,-36,35.864,0.322,76,"12",15,4863,785,35.864
"17",17,"-1","COBRA STARSHIP You Make Me Feel... f/Sab...",4794,-19,-462,85,29.557,-0.344,221,"59",4,11548,1097,70.438
"18",18,"=","HOT CHELLE RAE I Like It Like That f/New...",4680,81,492,22,21.992,0.086,113,"36",18,4680,639,21.992
"19",19,"=","RIHANNA You Da One",4562,7,153,4,24.331,-0.017,71,"34",17,4562,3394,36.963
"20",20,"=","PITBULL F/CHRIS BROWN International Love",4549,106,561,28,29.504,0.489,79,"15",20,4549,1058,29.504
"21",21,"=","BREATHE CAROLINA Blackout",4304,-34,65,-59,23.973,0.047,149,"27",21,4365,498,24.135
"22",22,"=","DRAKE Headlines",3820,-183,-791,-104,22.634,-1.069,97,"47",16,4778,754,30.781
"23",23,"=","OUTASIGHT Tonight Is The Night",3541,-28,59,-82,18.122,-0.339,81,"38",23,3574,506,18.649
"24",24,"=","LADY GAGA Marry The Night",3131,-233,-1450,-72,16.843,-1.065,73,"80",14,5499,1570,30.701
"25",25,"+2","FRAY Heartbeat",2983,43,381,14,12.969,0.112,86,"87",25,2983,677,12.969
"26",26,"-1","T-PAIN 5 O'clock f/Wiz Khalifa",2983,-257,-1938,-3,14.568,-0.872,105,"42",10,6640,1264,34.118
"27",27,"-1","KELLY CLARKSON Mr. Know It All",2916,-86,-951,81,14.164,-0.482,139,"56",11,6408,1093,34.137
